token	lemma	POS	morph	treated
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
douz	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	douz
pensers	penser	NOMcom	NOMB.=s|CAS=n	pensers
oon	Ovoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s|CAS=n	oon
k	que4	CONsub	NOMB.=s	k
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
douz	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	douz
souvenirs	sovenir	NOMcom	NOMB.=s|GENRE=m	souvenirs
mi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	mi
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
espanre	espandre	VERinf	GENRE=m	espanre
de	de	PRE	MORPH=empty	de
chanter	chanter	VERinf	MORPH=empty	chanter
oo	o4	CONcoo	TEMPS=psp|GENRE=n	oo
n	ne1	ADVneg	MORPH=empty	n
k	que4	PROrel	NOMB.=s	k
fine	finer	VERcjg	MODE=sub|NOMB.=s|DEGRE=p	fine
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amor
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
i	i2	PROadv	MORPH=empty	i
lait	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	lait
durer	durer	VERinf	MORPH=empty	durer
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
fai	faire	VERcjg	MODE=ind|PERS.=2|NOMB.=s	fai
t	ton4	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
le	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
s	se	DETpos	NOMB.=s|GENRE=m|CAS=r	s
sien	suen	PROpos	MODE=ind|PERS.=3|NOMB.=s|GENRE=m	sien
s	se	CONsub	NOMB.=s|GENRE=m|CAS=r	s
e	et	CONcoo	MORPH=empty	e
n	ne2	ADVneg	MORPH=empty	n
Ooine	Oine	NOMpro	MODE=sub|NOMB.=s|CAS=n	Ooine
e	et	CONcoo	MORPH=empty	e
mainteni	maintenir	NOMpro	NOMB.=s|GENRE=f|CAS=r	mainteni
r	ror2	PRE	GENRE=m	r
oonk	onque	ADVgen	MORPH=empty	oonk
E	et	CONcoo	MORPH=empty	E
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
e	et	CONcoo	MORPH=empty	e
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	s
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuer
s	se	PROper	MORPH=empty	s
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
douc	douz	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=-	douc
