token	lemma	POS	morph	treated
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
cist	cest	DETdem	NOMB.=s|GENRE=m|CAS=n	cist
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n	vostre
fins	fin2	ADJqua	NOMB.=s|GENRE=m|CAS=n	fins
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n	amis
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
en	en1	PRE	MORPH=empty	en
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=r	mis
de	de	PRE	MORPH=empty	de
vos	vostre	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
amer	amer1	VERinf	MORPH=empty	amer
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
si	si	ADVgen	DEGRE=-	si
sorpris	sorprendre	VERppe	NOMB.=s|GENRE=m|CAS=n	sorpris
que	que4	CONsub	MORPH=empty	que
de	de	PRE	MORPH=empty	de
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
oon	où	VERcjg	PERS.=1|CAS=n	oon
k	que4	CONsub	NOMB.=s|GENRE=m	k
de	de	PRE	MORPH=empty	de
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=n	pris
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
mande	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	mande
que	que4	CONsub	MORPH=empty	que
sachiez	savoir	VERcjg	MODE=sub|PERS.=2|NOMB.=p	sachiez
de	de	PRE	MORPH=empty	de
voir	voir	NOMcom	NOMB.=s|CAS=r|DEGRE=-	voir
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aime
sans	sans	PRE	MORPH=empty	sans
decevoir	decevoir	VERinf	MORPH=empty	decevoir
en	en1	PRE	MORPH=empty	en
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
amena	amener	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	amena
pas	pas	ADVneg	MORPH=empty	pas
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
quaat	cart	PROcar	GENRE=m|CAS=n	quaat
de	de	PRE	MORPH=empty	de
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
souuient	sovoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p	souuient
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
tex	tel	ADJind	NOMB.=s|GENRE=f|CAS=r	tex
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
