token	lemma	POS	morph	treated
quant	cant1	CONsub	MORPH=empty	quant
fine	fin2	VERcjg	MODE=ind|NOMB.=s|GENRE=f	fine
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
proie	priier	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	proie
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
chant́termesteet	chasterlenet	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	chant́termesteet
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	nel
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
laissier	laissier	VERinf	MORPH=empty	laissier
quar	car	CONcoo	DEGRE=-	quar
iesinsi	issir	VERcjg	NOMB.=s|DEGRE=-	iesinsi
en	en1	PRE	MORPH=empty	en
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
conmandement	comandement	NOMcom	NOMB.=s|GENRE=m|CAS=r	conmandement
		PONfbl	MORPH=empty	
qu	que4	CONsub	NOMB.=s	qu
en	en1	PRE	MORPH=empty	en
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
n	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
marz	marz	NOMcom	NOMB.=s|GENRE=m|CAS=r	marz
desfense	defenser	NOMcom	NOMB.=s|GENRE=f|CAS=r	desfense
ne	ne2	ADVneg	MORPH=empty	ne
dangier	dangier	VERinf	CAS=r	dangier
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
cui	cui	PROrel	NOMB.=s|GENRE=f|CAS=i	cui
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	nos
proier	priier	VERinf	MODE=ind|PERS.=1	proier
ne	ne2	CONcoo	MORPH=empty	ne
namere	namer	ADJqua	NOMB.=s|CAS=r	namere
jou	je	PROper	NOMB.=s|GENRE=m|CAS=n	jou
pitiez	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=n	pitiez
ne	ne1	ADVneg	MORPH=empty	ne
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
en	en2	PROadv	MORPH=empty	en
prent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	prent
		PONfbl	MORPH=empty	
morir	morir	VERinf	MORPH=empty	morir
m	je	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
estvet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	estvet
amourous	amoroison	NOMpro	NOMB.=s|CAS=n	amourous
en	en1	PRE	MORPH=empty	en
chantant	chanter	NOMcom	NOMB.=s	chantant
morir	morir	VERinf	MORPH=empty	morir
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
s	son4	DETpos	GENRE=f|CAS=n	s
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
consent	consentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	consent
quar	car	CONcoo	MORPH=empty	quar
sanz	sans	PRE	MORPH=empty	sanz
amours	amor	NOMcom	NOMB.=p|GENRE=f|CAS=r	amours
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
rienz	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rienz
aidier	aidier	VERinf	MORPH=empty	aidier
et	et	CONcoo	MORPH=empty	et
quant	cant1	CONsub	MORPH=empty	quant
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
vienent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	vienent
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	tuit
mi	mi2	DETpos	NOMB.=p|GENRE=m|CAS=n	mi
tourment	torment	NOMcom	NOMB.=p|GENRE=m|CAS=n	tourment
		PONfbl	MORPH=empty	
bien	bien1	ADVgen	DEGRE=p	bien
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
devroit	devoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	devroit
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=f|CAS=n	mes
doleurs	dolor	NOMcom	NOMB.=p|GENRE=f|CAS=n	doleurs
alegier	alegier1	VERinf	MORPH=empty	alegier
pour	por2	PRE	MORPH=empty	pour
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
li	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	li
