token	lemma	POS	morph	treated
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
douz	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	douz
pensers	penser	NOMcom	NOMB.=s|CAS=n	pensers
oonku	onque	PRE	GENRE=m	oonku
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
douz	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	douz
souvenirs	sovenir	NOMcom	NOMB.=s|GENRE=m|CAS=r	souvenirs
mi	mi2	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	mi
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
espanre	espandre	VERinf	GENRE=m	espanre
de	de	PRE	MORPH=empty	de
chanter	chanter	VERinf	MORPH=empty	chanter
oonku	onque	ADVgen	GENRE=m	oonku
fine	fin2	VERcjg	MODE=ind|NOMB.=s|GENRE=f|CAS=r	fine
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amor
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
i	i2	PROadv	MORPH=empty	i
lait	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	lait
durer	durer	VERinf	MORPH=empty	durer
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
fai	faire	VERcjg	MODE=ind|PERS.=2|NOMB.=s	fai
t	ton4	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
le	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
s	se	DETpos	NOMB.=s|GENRE=m|CAS=r	s
sien	suen	PROpos	MODE=ind|PERS.=3|NOMB.=s|GENRE=m	sien
s	se	CONsub	NOMB.=s|GENRE=m|CAS=r	s
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
joi	joi	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	joi
e	et	CONcoo	MORPH=empty	e
mainteni	maintenir	NOMpro	MODE=ind|NOMB.=s|GENRE=f|CAS=r	mainteni
r	rovoire	PRE	GENRE=m	r
oonk	onque	ADVgen	MORPH=empty	oonk
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
e	et	CONcoo	MORPH=empty	e
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
s	se	PROper	CAS=r	s
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
douc	douz	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=-	douc
e	et	CONcoo	MORPH=empty	e
remembranc	remembrer	NOMpro	NOMB.=s|GENRE=m|CAS=r	remembranc
e	et	CONcoo	MORPH=empty	e
