token	normalised
Bien	bien
doit	doit
chanter	chanter
qͥ	qui
fine	fine
amours	amours
adrece	adrece
de	de
ioie	joie
auoir	avoir
maiz	maiz
pas	pas
ne	ne
men	men
semont	semont
quen	quen
moi	moi
ne	ne
truis	truis
ne	ne
ioie	joie
ne	ne
leece	leece
par	par
quoi	quoi
ie	je
chãt	chant
ne	ne
ne	ne
sauroie	savroie
donc	donc
et	et
nonpour	nonpour
quant	quant
se	se
cist	cist
mauz	mauz
ne	ne
despont	despont
quentre	quentre
ma	ma
dame	dame
et	et
fine	fine
amour	amour
me	me
font	font
bien	bien
puis	puis
morir	morir
que	que
ia	ja
mot	mot
nen	nen
sauront	savront
	
se	se
par	par
mon	mon
chant	chant
nen	nen
seuent	sevent
la	la
destrece	destrece
	
u	u
par	par
mon	mon
uis	vis
donc	donc
la	la
cou	cou
leur	leur
defont	defont
Ne	ne
ma	ma
rescous	rescous
faintise	faintise
ne	ne
perece	perece
que	que
ma	ma
dame	dame
me	me
mait	mait
naure	navre
parfont	parfont
dun	dun
douz	douz
reguart	reguart
dont	dont
la	la
plase	plase
me	me
blece	blece
quele	quele
me	me
fist	fist
des	des
biaux	biaux
iex	iex
de	de
son	son
front	front
nen	nen
puis	puis
guerir	guerir
se	se
mire	mire
ne	ne
mi	mi
sunt	sunt
alaide	alaide
de	de
son	son
cuer	cuer
qui	qui
confont	confont
moi	moi
et	et
le	le
miẽ	mietre
dont	dont
plus	plus
laim	laim
en	en
cest	cest
mont	mont
qua	qua
estre	estre
rois	rois
de	de
la	la
greigneur	greigneur
hautece	hautece
	
se	se
diex	diex
ioie	joie
ne	ne
guerredon	guerredon
men	men
doint	doint
I	e
a	a
pour	pour
doleur	doleur
que	que
iaie	Kaie
niert	niert
ius	jus
mise	mise
	
ma	ma
uolentez	volentez
damer	damer
ueraiement	veraiement
quil	quil
mest	mest
auis	auis
que	que
de	de
loins	loins
lai	lai
aprise	aprise
nonques	nonques
pour	pour
ce	ce
namai	namai
mainz	mainz
loiaument	loiaument
	E
si	si
sai	sai
bien	bien
que	que
faillir	faillir
asa	asa
gent	gent
	
ne	ne
doit	doit
amours	amours
se	se
droiture	droiture
ne	ne
ment	ment
maiz	maiz
pluz	pluz
doune	doune
doleur	doleur
a	a
un	un
qua	qua
cent	cent
las	las
ie	je
sui	sui
cil	cil
qui	qui
pluz	pluz
grieue	grieve
et	et
iustise	justise
	
maiz	maiz
cest	cest
auques	auques
par	par
mon	mon
ꝯmẽ	commen
cement	cement
	
Que	que
iai	Kai
dolour	dolour
maiz	maiz
ne	ne
fust	fust
pas	pas
assise	assise
en	en
cors	cors
u	u
cuers	cuers
amast	amast
si	si
leaument	leaument
maiz	maiz
de	de
tel	tel
lieu	lieu
mest	mest
ue	ve
nue	nue
et	et
tramise	tramise
	
dont	dont
ie	je
ne	ne
doi	doi
refu	refu
ser	ser
le	le
tourment	tourment
bien	bien
fait	fait
amours	amours
de	de
moi	moi
ason	ason
talent	talent
et	et
esperance	esperance
et	et
ma	ma
dame	dame
ensement	ensement
mout	mout
mẽgignent	mengignent
entreles	entreles
doucement	doucement
ne	ne
sai	sai
se	se
ia	ja
auront	avront
iour	jour
couuoitise	couvoitise
	
de	de
moi	moi
rendre	rendre
nul	nul
guerredounement	guerredounemnnt
Mout	mout
fu	fu
amours	amours
corageuse	corageuse
et	et
hardie	hardie
quant	quant
en	en
mon	mon
cors	cors
uuit	vuit
mõ	mon
cuer	cuer
assaillir	assaillir
certes	certes
non	non
fu	fu
quele	quele
ni	ni
uenist	venist
mie	mie
sele	sele
cuidast	cuidast
quele	quele
i	i
deust	deust
faillir	faillir
maiz	maiz
tant	tant
connut	connut
uolente	volente
et	et
desir	desir
que	que
de	de
mon	mon
cuer	cuer
ne	ne
se	se
uoudrent	voudrent
partir	partir
dun	dun
douz	douz
reguart	reguart
fist	fist
uerge	verge
a	a
moi	moi
ferir	ferir
maiz	maiz
mar	mar
la	la
ui	vi
en	en
si	si
biaux	biaux
iex	iex
cueillie	cuelllie
	
se	se
ma	ma
dame	dame
la	la
fait	fait
pour	pour
moi	moi
trahir	trahir
Pour	pour
qui	qui
iai	Kai
moi	moi
et	et
toute	toute
rien	rien
guerpie	guerpie
sor	sor
me	me
uoloit	voloit
ason	ason
des	des
retenir	retenir
quil	quil
nest	nest
doleurs	doleurs
damours	damours
ne	ne
dautre	dautre
enuie	envie
qui	qui
mon	mon
uoloir	voloir
en	en
peust	peust
departir	departir
se	se
loiautez	loiautez
uoloit	voloit
maus	maus
detenir	detenir
et	et
amours	amours
ueut	veut
ses	ses
bieus	bieus
adroit	adroit
partir	partir
encor	encor
porroie	porroie
agrant	agrant
bien	bien
auenir	avenir
maiz	maiz
en	en
li	li
est	est
pitiez	pitiez
si	si
endormie	endormie
	
quel	quel
ne	ne
me	me
ueut	veut
ocirre	ocirre
ne	ne
guerrir	guerrir
