token	normalised
ut	ut
ai	ai
este	este
longement	longement
esbahiz	esbahiz
conques	conques
nosai	nosai
faire	faire
entendre	entendre
quar	quar
de	de
ma	ma
ioie	joie
estoie	estoie
departis	departis
or	or
me	me
refait	refait
amours	amours
ali	ali
entendre	entendre
cune	cune
biautez	brautez
mest	mest
uenue	venue
deuant	devant
qui	qui
me	me
semont	semont
et	et
proie	proie
que	que
ie	je
chant	chant
et	et
ie	je
sui	sui
si	si
suens	suens
liges	liges
cuitement	cuitement
	
que	que
tout	tout
me	me
puet	puet
ou	ou
engagier	engagier
	
u	u
uendre	vendre
Iamatz	mamatz
mes	mes
ieuz	ieuz
ne	ne
uerrai	verrai
raplenis	raplenis
de	de
reguarder	reguarder
la	la
bele	bele
face	face
tendre	tendre
ses	ses
blan	blan
ches	ches
mains	mains
ses	ses
lons	lons
dois	dois
et	et
traitis	traitis
qui	qui
fait	fait
lamour	lamour
embraser	embraser
et	et
esprendre	esprendre
et	et
ses	ses
biauz	biauz
braz	braz
et	et
son	son
cors	cors
bel	bel
et	et
gent	gent
et	et
son	son
biau	biau
col	col
son	son
chief	chief
blont	blont
et	et
luisant	luisant
toute	toute
biautez	brautez
qui	qui
sor	sor
autre	autre
resplẽt	resplent
et	et
sa	sa
bouche	bouche
qui	qui
si	si
biaus	biaus
ris	ris
set	set
rendre	rendre
De	de
toutes	toutes
pars	pars
ai	ai
este	este
assailliz	assailliz
si	si
que	que
ie	je
nai	nai
pooir	pooir
de	de
moi	moi
desfendre	desfendre
car	car
ie	je
ne	ne
sui	sui
si	si
preus	preus
ne	ne
si	si
hardiz	hardiz
mours	mours
me	me
peusse	peusse
conten	conten
de	de
moi	moi
ueut	veut
faire	faire
son	son
talen	talen
sui	sui
si	si
debonairement	debonairement
que	que
uers	vers
lui	lui
me	me
desfent	desfent
face	face
bien	bien
le	le
me	me
puet	puet
uendre	vendre
