token	normalised
De	de
cele	cele
me	me
plaig	plaig
qui	qui
me	me
fait	fait
languir	languir
en	en
une	une
maniere	maniere
et	et
dirai	dirai
conment	conment
quar	quar
ainc	ainc
nela	nela
seu	seu
mil	mil
iour	jour
tant	tant
seruir	seruir
queu	queu
peusse	peusse
auoir	avoir
son	son
guerredounement	guerredounemnnt
si	si
ai	ai
endure	endure
bien	bien
et	et
loiaument	loiaument
nonques	nonques
ca	ca
ne	ne
la	la
ne	ne
uout	vout
mes	mes
cuers	cuers
guenchir	guenchir
si	si
men	men
amene	amene
ie	je
cuit	cuit
pluz	pluz
malement	malement
nencore	nencore
nen	nen
a	a
talent	talent
de	de
moi	moi
merir	merrr
qui	qui
dur	dur
seigneur	seigneur
sert	sert
felon	felon
loier	loier
atent	atent
en	en
ceste	ceste
maniere	maniere
me	me
conuient	conuient
soufrir	soufrir
Ma	ma
dame	dame
por	por
dieu	dieu
fraigniez	frargniez
uostre	vostre
talent	talent
ietez	jetez
uostre	vostre
ami	ami
de	de
cest	cest
felon	felon
air	air
se	se
uous	vous
le	le
tenez	tenez
einsi	einsi
pluz	pluz
longuement	longuement
sachiez	sachiez
tot	tot
de	de
uoir	voir
moi	moi
conuendra	convendra
morir	morir
seinsinc	seinsinc
morir	morir
me	me
laissiez	laissiez
uostre	vostre
en	en
sera	sera
li	li
pechiez	pechiez
sachiez	sachiez
quant	quant
ie	je
uous	vous
uoi	voi
de	de
rienz	rienz
ne	ne
sui	sui
si	si
liez	liez
Mout	mout
uous	vous
port	port
bone	bone
foi	foi
ꝯme	comme
uostre	vostre
sougiez	sougiez
pour	pour
cest	cest
droiz	droiz
q̃	que
couroi	couroi
hastif	hastif
de	de
moi	moi
prengiez	prengiez
Pas	pas
ne	ne
uous	vous
doi	doi
trouuer	trouver
male	male
quainc	quainc
ne	ne
serui	serui
de	de
trigale	trigale
et	et
maiz	maiz
tent	tent
rit	rit
et	et
chante	chante
et	et
bale	bale
qui	qui
la	la
pense	pense
amout	amout
male	male
Teuz	Teuz
gens	gens
font	font
samblant	samblant
damer	damer
loiaument	loiaument
qui	qui
cuers	cuers
ont	ont
felons	felons
demal	demal
aire	aire
proient	proment
durement	durement
et	et
destraignanment	destraignanment
ꝯ	com
cil	cil
qui	qui
bien	bien
le	le
seuent	sevent
faire	faire
et	et
guardez	guardez
uous	vous
ent	ent
dame	dame
de	de
tel	tel
gent	gent
haez	haez
et	et
fuiez	fuiez
lor	lor
afaire	afarre
On	On
ne	ne
les	les
doit	doit
mie	mie
atraire	atraire
quil	quil
seruent	servent
de	de
blasme	blasme
faire	faire
nus	nus
ne	ne
les	les
hante	hante
souuent	souvent
	
ni	ni
paire	paire
sen	sen
ont	ont
honte	honte
et	et
aueques	aueques
contraire	contraire
On	On
de	de
doit	doit
bien	bien
guarder	guarder
des	des
felons	felons
hounourer	hounourer
compaignie	compaignie
tenir	tenir
et	et
bel	bel
samblant	samblant
moustrer	moustrer
sen	sen
doit	doit
len	len
mout	mout
douter	douter
ꝯ	com
en	en
puet	puet
mal	mal
oir	oir
Dame	dame
tant	tant
bel	bel
uous	vous
chastie	chastie
qui	qui
uous	vous
enseigne	enseigne
a	a
couurir	couurir
uers	vers
la	la
pute	pute
gent	gent
haie	haie
dont	dont
nus	nus
biens	biens
ne	ne
puet	puet
uenir	venir
sachiez	sachiez
bien	bien
qual	qual
departir	departir
	
ꝯnoist	connoist
on	on
le	le
reuenir	revenir
menconges	menconges
aime	aime
et	et
gas	gas
qui	qui
tel	tel
gent	gent
bee	bee
a	a
maintenir	maintenir
ainc	ainc
nama	nama
lor	lor
soulaz	soulaz
	
qui	qui
trahis	trahis
nen	nen
fust	fust
au	au
partir	partir
Nus	nus
naime	naime
sanz	sanz
trecherie	trecherie
qui	qui
ia	ja
par	par
euz	euz
ait	ait
nul	nul
confort	confort
felon	felon
sunt	sunt
et	et
plain	plain
demue	demue
sunt	sunt
mout	mout
degent	degent
a	a
lor	lor
acort	acort
ie	je
uons	vons
di	di
bien	bien
en	en
mon	mon
descort	descort
	
lor	lor
bien	bien
uueillanz	vueillanz
ne	ne
sui	sui
ie	je
mie	mie
