token	normalised
Onques	Onques
maiz	maiz
nus	nus
hõ	hom
ne	ne
chanta	chanta
en	en
la	la
maniere	maniere
que	que
ie	je
chant	chant
ne	ne
iamaiz	Kamaiz
nus	nus
ne	ne
chantera	chantera
pluz	pluz
ait	ait
dire	dire
a	a
mains	mains
de	de
samblant	samblant
et	et
quant	quant
ma	ma
dame	dame
ocis	ocis
maura	mavra
sachiez	sachiez
de	de
uoir	voir
ali	ali
men	men
uant	vant
	
que	que
iamaiz	Kamaiz
nul	nul
nen	nen
trouuera	trouvera
qui	qui
tant	tant
laint	laint
en	en
tout	tout
son	son
uiuant	vivant
merci	merci
deust	deust
auoir	avoir
pluz	pluz
grant	grant
	
de	de
moi	moi
qui	qui
ci	ci
uois	vois
languissant	languissant
Biaus	biaus
sire	sire
dex	dex
sele	sele
aime	aime
ia	ja
dounez	dounez
que	que
ce	ce
soit	soit
moi	moi
auant	avant
quar	quar
ie	je
sai	sai
bien	bien
conques	conques
nama	nama
pour	pour
ceu	ceu
est	est
mes	mes
cuers	cuers
pluz	pluz
engrant	engrant
mout	mout
a	a
enuis	envis
i	i
aprendra	aprendra
ie	je
men	men
uois	vois
bien	bien
aperceuant	apercevant
quant	quant
ele	ele
encore	encore
sentu	sentu
na	na
	
nus	nus
des	des
mauz	mauz
damer	damer
donc	donc
iai	Kai
tant	tant
ses	ses
clers	clers
uis	vis
quele	quele
a	a
si	si
riant	rrant
	
fait	fait
le	le
mien	mien
mat	mat
triste	triste
et	et
pensant	pensant
Li	li
lons	lons
delais	delais
dali	dali
parler	parler
	
me	me
fait	fait
souuent	souvent
taindre	taindre
et	et
palir	palir
quãt	quant
gi	gi
sui	sui
ne	ne
los	los
esguarder	esguarder
tant	tant
en	en
dout	dout
mes	mes
ex	ex
apartir	apartir
quil	quil
ne	ne
sen	sen
seuent	sevent
reuenir	revenir
ne	ne
ie	je
ne	ne
les	les
en	en
puis	puis
tourner	tourner
pour	pour
chastoier	chastoier
de	de
mieuz	mieuz
couurir	couurir
quar	quar
ce	ce
dont	dont
on	on
agrant	agrant
desir	desir
	
fait	fait
bien	bien
mesure	mesure
tressaillir	tressaillir
