token	normalised
DE	de
grant	grant
ioie	joie
me	me
sui	sui
toz	toz
esmeuz	esmeuz
	E
mon	mon
uoloir	voloir
qui	qui
mon	mon
fin	fin
cuer	cuer
esclaire	esclaire
des	des
que	que
madame	madame
ma	ma
demandez	demandez
saluz	saluz
ie	je
ne	ne
me	me
puis	puis
ne	ne
doi	doi
de	de
chanter	chanter
taire	taire
de	de
ce	ce
present	present
doi	doi
ie	je
estre	estre
siliez	siliez
com	com
de	de
celui	celui
qui	qui
a	a
bñ	bie
le	le
sachiez	sachiez
fine	fine
biaute	biaute
cortoisie	cortoisie
	E
uaillance	vaillance
porce	porce
i	il
Dame	dame
por	por
dieu	dieu
ne	ne
ai	ai
mis	mis
trestoute	trestoute
mesperance	mesperance
soie	soie
dece	dece
uz	uz
de	de
uos	vos
amer	amer
que	que
ne	ne
men	men
puis	puis
retraire	retraire
de	de
toz	toz
amis	amis
sui	sui
li	li
plus	plus
esleuz	esleuz
mes	mes
ne	ne
uos	vos
os	os
descourir	descourir
mon	mon
afaire	afaire
tant	tant
uos	vos
redout	redout
forment	forment
acorrecier	acorrecier
conques	conques
uers	vers
uos	vos
no	no
sai	sai
puis	puis
enuoier	envoier
que	que
se	se
de	de
uos	vos
eusse	eusse
eu	eu
atendance	atendance
mauues	mauves
respons	respons
mors	mors
fusse	fusse
sanz	sanz
doutance	doutance
Onques	Onques
ne	ne
soi	soi
deceuoir	decevoir
ne	ne
trichier	trichier
ne	ne
ie	je
por	por
rien	rien
apenre	apenre
ne	ne
uol	vol
droie	droie
en	en
uers	vers
celui	celui
qui	qui
me	me
puet	puet
auancier	avancier
faire	faire
	E
desfere	desfere
	E
douner	douner
bien	bien
	E
ioie	joie
tost	tost
cest	cest
en	en
lui	lui
	E
en	en
sa	sa
uolente	volente
dex	dex
sel	sel
sauoit	savoit
mon	mon
cuer	cuer
	E
mon	mon
pense	pense
ie	je
sai	sai
te	te
uoir	voir
q̃	que
lauroie	lavroie
ꝯquise	conquise
douce	douce
dame	dame
ce	ce
que	que
mes	mes
cuers	cuers
plus	plus
prisi	prisi
Nus	nus
qui	qui
aime	aime
ne	ne
sen	sen
doit	doit
esmaier	esmaier
se	se
fine	fine
amors	amors
le	le
destrainit	destrainit
	e
mestroie	mestroie
car	car
qui	qui
atent	atent
si	si
precieus	precieus
loi	loi
et	et
il	il
nest	nest
pas	pas
droiz	droiz
que	que
damer	damer
se	se
recroie	recroie
car	car
qui	qui
plus	plus
sert	sert
plus	plus
en	en
doit	doit
auoir	avoir
gre	gre
	e
ie	je
me	me
fi	fi
tant	tant
en	en
sa	sa
grant	grant
biaute	biaute
qui	qui
des	des
autres	autres
se	se
dessoiure	dessoiure
	E
deuise	devise
que	que
il	il
me	me
plaist	plaist
a	a
estre	estre
en	en
son	son
seruise	seruise
Mes	mes
ielz	ielz
dou	dou
cuer	cuer
dame	dame
ne	ne
uos	vos
puis	puis
uoir	voir
se	se
tuit	tuit
sont	sont
loing	loing
li	li
mien	mien
oeil	oeil
de	de
machiere	machiere
qui	qui
tant	tant
motr	motr
fait	fait
por	por
uon	von
pensee	pensee
auoir	avoir
des	des
celui	celui
ior	jor
que	que
ie	je
uos	vos
ui	vi
premier	premier
de	de
uos	vos
ue	ve
oir	oir
ai	ai
uolenre	volenre
mpgrant	mpgrant
par	par
ma	ma
chancõ	chancon
uos	vos
enuoi	envoi
en	en
present	present
mon	mon
cuer	cuer
	E
moi	moi
	e
toute	toute
ma	ma
pensee	pensee
receuez	recevez
lou	lou
dame	dame
si	si
uos	vos
agree	agree
Dame	dame
de	de
uos	vos
sont	sont
tuit	tuit
mi	mi
pense	pense
ment	ment
	E
auos	avos
sui	sui
remes	remes
a	a
mon	mon
uiuant	vivant
por	por
dieu	dieu
uos	vos
pri	pri
se	se
mes	mes
fins	fins
cuers	cuers
ibee	ibee
ma	ma
uolentez	volentez
ne	ne
soit	soit
trop	trop
comparee	comparee
