token	normalised
En	en
dous	dous
tans	tans
et	et
en	en
bone	bone
eure	eure
uueill	vueill
retraire	retraire
ma	ma
chancon	chancon
mestiers	mestiers
mest	mest
quor	quor
me	me
sekeure	sekeure
fausse	fausse
rienz	rienz
acuer	acver
felon	felon
en	en
cui	cui
ie	je
ai	ai
ma	ma
fiance	fiance
guardez	guardez
com	com
sui	sui
en	en
balance	balance
qui	qui
en	en
atent	atent
guerredon	guerredon
Quant	quant
de	de
moi	moi
est	est
au	au
desseure	desseure
ni	ni
a	a
rienz	rienz
se	se
merci	merci
non	non
maiz	maiz
trop	trop
dassez	dassez
me	me
demeure	demeure
sen	sen
doi	doi
auoir	avoir
guerison	guerison
sau	sau
daerrain	daerrain
ne	ne
mauance	mavance
donques	donques
ma	ma
mort	mort
esperance	esperance
en	en
guise	guise
de	de
trahison	trahison
Nos	nos
pas	pas
tout	tout
mon	mon
pense	pense
dire	dire
celi	celi
qui	qui
amis	amis
ie	je
sui	sui
mais	mais
de	de
duel	duel
morrai	morrai
et	et
dire	dire
seie	seie
laim	laim
auee	avee
autrui	autrui
ie	je
uif	vif
ꝯ	com
hom	hom
en	en
faillance	faillance
quar	quar
de	de
dure	dure
contenance	contenance
latrouai	latrovai
quant	quant
ie	je
i	il
fui	fui
Conseill	conseill
quier	quier
de	de
mon	mon
martire	martire
seigneur	seigneur
maiz	maiz
ne	ne
sai	sai
acui	acui
conment	conment
puet	puet
sa	sa
ioie	joie
eslire	eslire
qui	qui
a	a
tort	tort
uoit	voit
son	son
anui	anui
mauz	mauz
iai	Kai
apris	apris
des	des
menfance	menfance
une	une
fole	fole
contenance	contenance
damer	damer
la	la
uie	vie
ne	ne
dui	dui
Cil	Cil
est	est
bien	bien
en	en
auenture	aventure
quamours	quamours
a	a
enson	enson
pooir	pooir
tous	tous
me	me
mis	mis
en	en
sa	sa
droiture	droiture
pour	pour
ma	ma
greigneur	greigneur
ioie	joie
auoir	avoir
maiz	maiz
tant	tant
redout	redout
mescheance	mescheance
que	que
ie	je
nai	nai
mie	mie
fiance	fiance
que	que
rienz	rienz
me	me
doiue	doive
ualoir	valoir
Li	li
anuis	anvis
qui	qui
tant	tant
me	me
dure	dure
meust	meust
mort	mort
au	au
mien	mien
espoir	espoir
maiz	maiz
ades	ades
me	me
rasseure	rasseure
et	et
fait	fait
ma	ma
dolour	dolour
uoloir	voloir
quar	quar
une	une
douce	douce
samblance	samblance
me	me
dist	dist
sanz	sanz
aparceuance	aparcevance
un	un
men	men
tir	tir
pour	pour
deceuoir	decevoir
Gasses	gasses
de	de
sa	sa
mesestance	mesestance
mande	mande
a	a
odin	odin
en	en
france	france
pour	pour
dieu	dieu
quil	quil
len	len
die	die
uoir	voir
