token	normalised
mes	mes
cuers	cuers
qui	qui
me	me
fait	fait
penser	penser
ancoiz	ancoiz
mesprent	mesprent
pluz	pluz
damer	damer
et	et
si	si
me	me
dit	dit
et	et
semont	semont
et	et
aonde	aonde
que	que
ie	je
li	li
face	face
encor	encor
pluz	pluz
maus	maus
auoir	avoir
maiz	maiz
amours	amours
ma	ma
si	si
mis	mis
en	en
non	non
chaloir	chaloir
	
que	que
ie	je
ne	ne
cuit	cuit
que	que
nus	nus
biens	biens
men	men
desponde	desponde
Ce	Ce
quele	quele
nest	nest
si	si
estraigne	estraigne
fait	fait
Boine	boine
dame	dame
uu	vu
prie	prie
de	de
chanter	chanter
doiuent	doivent
requerre	requerre
par	par
mentir	mentir
	
quil	quil
ne	ne
seussent	seussent
parler	parler
nes	nes
un	un
language	language
