token	normalised
ur	ur
dont	dont
sui	sui
ess	ess
me	me
semont	semont
de	de
ant	ant
ꝯ	com
hom	hom
soupris	soupris
puet	puet
amender	amender
petit	petut
i	il
couquis	couquis
mais	mais
bien	bien
me	me
puis	puis
uanter	vanter
	
se	se
li	li
plaist	plaist
iai	Kai
apris	apris
a	a
loiaument	loiaument
amer	amer
a	a
ce	ce
sunt	sunt
mi	mi
penser	penser
et	et
seront	seront
atouz	atouz
dis	dis
	
ia	ja
nes	nes
en	en
quier	quier
oster	oster
La	la
membrance	membrance
del	del
uis	vis
fres	fres
et	et
uermeill	vermeill
et	et
cler	cler
ont	ont
mon	mon
cuer	cuer
en	en
tel	tel
mis	mis
que	que
nel	nel
en	en
puis	puis
tourner	tourner
et	et
se	se
iai	Kai
les	les
mauz	mauz
quis	quis
ies	ies
doi	doi
bien	bien
endurer	endurer
or	or
ai	ai
ie	je
trop	trop
mespris	mespris
ainz	ainz
les	les
doi	doi
mieuz	mieuz
amer	amer
conment	conment
que	que
ies	ies
comper	comper
ni	ni
ai	ai
rienz	rienz
ce	ce
mest	mest
bis	bis
	
fors	fors
de	de
merci	merci
trouuer	trouver
Dex	dex
	
pour	pour
coi	coi
mocirroit	mocrrroit
quant	quant
ainc	ainc
ne	ne
li	li
menti	menti
se	se
ia	ja
ioiauz	joiauz
en	en
soit	soit
li	li
cuers	cuers
don	don
tant	tant
et	et
conuoit	convoit
li	li
	
que	que
chascuns	chascuns
amer	amer
ausi	ausi
quest	quest
estre	estre
ne	ne
porroit	porroit
Mes	mes
trauaus	travaus
n	n
pieca	preca
et	et
trahi	trahi
me	me
doit	doit
ce	ce
pour	pour
quoi	quoi
lai	lai
destroit	destroit
de	de
bon	bon
sai	sai
bien	bien
quele	quele
adro	adro
ne	ne
ui	vi
entre	entre
mon	mon
fait	fait
si	si
adroit	adroit
	
cainc	cainc
failli	fallli
Se	se
pitiez	pitiez
nel	nel
en	en
p	p
qua	qua
estouoir	estovoir
mocirra	mocirra
fin	fin
doi	doi
ie	je
bien	bien
uoloir	voloir
ame	ame
ai	ai
l	l
ce	ce
mi	mi
doit	doit
bien	bien
ualoir	valoir
seus	seus
uer	ver
gent	gent
neust	neust
si	si
grant	grant
pooir	pooir
granz	granz
mauz	mauz
ma	ma
fait	fait
oir	oir
