token	normalised
Diex	diex
est	est
ainsi	ainsi
com	com
me	me
li	li
pelicãs	pelicans
qui	qui
fait	fait
son	son
ui	vi
ou	ou
plus	plus
haut	haut
arbre	arbre
sus	sus
	e
li	li
mauuais	mavvais
oisiaux	oisfaux
qui	qui
uient	vient
de	de
ius	jus
ses	ses
oisellons	oisellons
ocist	ocist
tant	tant
est	est
puianz	puianz
li	li
peres	peres
uient	vient
destroiz	destroiz
	E
angoisseux	angoisseux
du	du
bec	bec
socist	socist
de	de
son	son
sanc	sanc
dolereus	dolereus
uiure	viure
refait	refait
tantost	tantost
ses	ses
oiseillons	oiseillons
dex	dex
fist	fist
autel	autel
qnͣt	quaat
fu	fu
sa	sa
passions	passions
de	de
son	son
doirc	doirc
sanc	sanc
racheta	racheta
ses	ses
enfanz	enfanz
du	du
deable	deable
qͥ	qui
Li	li
guerredons	guerredons
len	len
est	est
mauues	mauves
	e
trop	trop
estoit	estoit
puissanz	puissanz
lenz	lenz
que	que
bien	bien
ne	ne
droit	droit
ne	ne
pitie	pitie
na	na
mais	mais
nus	nus
ainz	ainz
est	est
org	org
uianz	vianz
	E
baraz	baraz
audesus	audesus
felonie	felonie
ten	ten
cons	cons
	E
bobanz	bobanz
ml̃t	mout
par	par
est	est
ore	ore
uostre	vostre
estaz	estaz
perilleuz	perilleuz
	E
se	se
ne	ne
fust	fust
li	li
essamples	essamples
de	de
ceus	ceus
qui	qui
tant	tant
aiment	aiment
	E
noisez	noisez
	E
ten	ten
cons	cons
ce	ce
est	est
de	de
clers	clers
qui	qui
ont	ont
laissies	laissies
ser	ser
mons	mons
por	por
guerroie	guerroie
	E
por	por
tuer	tver
les	les
genz	genz
iames	james
en	en
dieu	dieu
ne	ne
fust	fust
nus	nus
hom	hom
creanz	creanz
Nostre	nostre
chiez	chiez
fait	fait
toz	toz
nos	nos
membrez	membrez
do	do
loir	loir
por	por
ce	ce
est	est
bñ	bie
droiz	droiz
qua	qua
dieu	dieu
nos	nos
ero	ero
plaingnons	plaingnons
	E
gnͣs	gnaas
corpes	corpes
ramout	ramout
sor	sor
les	les
barons	barons
cui	cui
il	il
poise	poise
quant	quant
aucuns	aucuns
uelt	velt
ualoit	valoit
	E
entre	entre
gent	gent
en	en
font	font
ml̃t	mout
ablas	ablas
mer	mer
qui	qui
tant	tant
seuent	sevent
	E
mentir	mentir
	E
guilir	guilir
le	le
mal	mal
enfont	enfont
de	de
seur	seur
aus	aus
reuenir	revenir
	e
qui	qui
mal	mal
qiuert	quvert
max	max
ne	ne
li	li
doit	doit
faillir	faillir
qͥ	qui
petit	petut
mal	mal
porchace	porchace
ason	ason
pooir	pooir
li	li
gnͣz	gnraz
ne	ne
doit	doit
en	en
son	son
cuer	cuer
remanoir	remanoir
Bien	bien
de	de
urions	vrions
en	en
lestoire	lestoire
ueoir	veoir
la	la
bataille	bataille
qui	qui
fu	fu
des	des
ii	iie
dragons	dragons
si	si
con	con
len	len
trouue	trouue
en	en
li	li
ure	ure
des	des
bretons	bretons
dont	dont
il	il
couuient	couuient
les	les
cha	cha
stiauz	stfauz
ius	jus
cheoir	cheoir
cest	cest
ciz	ciz
sieclez	sieclez
cui	cui
il	il
co	co
uient	vient
uerser	verser
se	se
dex	dex
ne	ne
fait	fait
la	la
bataille	bataille
fi	fi
ner	ner
le	le
sanc	sanc
merlin	merlin
en	en
couui	couui
fors	fors
issir	issir
por	por
deuener	devener
questoit	questoit
a	a
auenir	avenir
mes	mes
ante	ante
criz	criz
uient	vient
ce	ce
poez	poez
sauoir	savoir
as	as
macuez	macvez
q̃ne	quene
mis	mis
fait	fait
mouoir	movoir
Sauez	savez
qui	qui
sont	sont
li	li
uil	vil
oisel	oisel
punais	punais
qui	qui
tuent	tuent
dieu	dieu
	E
ses	ses
en	en
fanconez	fanconez
li	li
papelart	papelart
dont	dont
li	li
nons	nons
nest	nest
pas	pas
nez	nez
cil	cil
sont	sont
bien	bien
ort	ort
	E
puant	puant
et	et
mauuez	mauvez
il	il
ocient	ocient
toute	toute
la	la
simple	simple
gent	gent
par	par
lor	lor
faus	faus
moz	moz
qui	qui
son	son
li	li
dieu	dieu
enfant	enfant
papelart	papelart
font	font
le	le
siecle	siecle
chanceler	chanceler
par	par
saint	saint
pierre	prerre
mar	mar
les	les
fait	fait
en	en
contrer	contrer
il	il
ont	ont
tolu	tolu
ioie	joie
	E
solaz	solaz
	E
pais	pais
cil	cil
porteront	porteront
en	en
enfer	enfer
le	le
grant	grant
fais	fais
Or	Or
nous	nous
doint	doint
diex	diex
lui	lui
seruir	seruir
	E
amer	amer
	E
la	la
dame	dame
qñ	que
ni	ni
doit	doit
oublier	oublier
	E
noz	noz
uueille	vueille
garder	garder
a	a
toz	toz
iors	jors
mais	mais
des	des
max	max
oisiaux	oisfaux
qui	qui
ont	ont
uenin	venin
es	es
bes	bes
