token	normalised
AL	al
entrant	entrant
deste	deste
que	que
li	li
tans	tans
conmence	conmence
que	que
ioi	Ooine
seur	seur
la	la
flour	flour
les	les
oisiauz	oisfauz
tentir	tentir
sui	sui
soupris	soupris
damours	damours
u	u
mes	mes
cuers	cuers
balance	balance
diex	diex
men	men
doint	doint
auoir	avoir
ioie	joie
a	a
mon	mon
plaisir	plaisir
u	u
autrement	autrement
	
cuit	cuit
morir	morir
sanz	sanz
faillance	faillance
car	car
ie	je
nai	nai
el	el
mont	mont
autre	autre
soustenance	soustenance
quamours	quamours
et	et
la	la
rienz	rienz
que	que
ie	je
pluz	pluz
desir	desir
Nest	nest
pas	pas
drois	drois
damours	damours
que	que
les	les
biens	biens
en	en
sence	sence
cil	cil
qui	qui
nul	nul
des	des
mauz	mauz
nen	nen
ueut	veut
soustenir	soustenir
chargiez	chargiez
les	les
mes	mes
aen	aen
ma	ma
penitance	penitance
la	la
bele	bele
qui	qui
bien	bien
les	les
me	me
puet	puet
merir	merrr
touz	touz
les	les
mauz	mauz
dun	dun
an	an
par	par
une	une
samblance	samblance
massouageroit	massovageroit
mout	mout
agrant	agrant
puissance	puissance
cele	cele
qui	qui
me	me
fait	fait
parler	parler
et	et
taisir	taisir
un	un
autre	autre
home	home
en	en
fust	fust
pieca	preca
la	la
mort	mort
prise	prise
sil	sil
amast	amast
einsint	einsint
ꝯ	com
iai	Kai
fait	fait
touz	touz
iours	jours
quar	quar
onques	onques
nen	nen
peu	peu
par	par
mon	mon
bel	bel
seruise	seruise
auoir	avoir
biau	biau
samblant	samblant
si	si
ꝯ	com
iai	Kai
daillours	daillours
ia	ja
en	en
bel	bel
seruir	seruir
naurai	navrai
maiz	maiz
fiance	fiance
se	se
ie	je
lamour	lamour
pert	pert
u	u
iai	Kai
matendance	matendance
	
asseure	assevre
ma	ma
de	de
morir	morir
la	la
flours	flours
Ha	ma
	
laz	laz
ie	je
laim	laim
tant	tant
de	de
cuer	cuer
sanz	sanz
faintise	faintise
aura	avra
ia	ja
de	de
moi	moi
merci	merci
fine	fine
amours	amours
mout	mout
par	par
ai	ai
ma	ma
paĩne	painne
en	en
bel	bel
lieu	lieu
assise	assise
maiz	maiz
trop	trop
mi	mi
demeure	demeure
ioies	joies
et	et
secours	secours
ainc	ainc
maiz	maiz
nus	nus
amans	amans
en	en
tel	tel
desperance	desperance
natendi	natendi
damours	damours
la	la
recounoissance	recounoissance
ꝯ	com
afait	afait
cist	cist
las	las
asi	asi
grans	grans
dolours	dolours
Mon	mon
cuer	cuer
doi	doi
hair	haiva
sil	sil
longues	longues
la	la
prie	prie
cuidiez	cuidiez
uous	vous
li	li
maus	maus
damer	damer
ne	ne
mennuit	mennuit
nenil	nenil
par	par
ma	ma
foi	foi
iai	Kai
dit	dit
grant	grant
folie	folie
ia	ja
nen	nen
quier	quier
auoir	avoir
nul	nul
autre	autre
deduit	deduit
tant	tant
ꝯ	com
li	li
plaira	plarra
serai	serai
rois	rois
de	de
france	france
quar	quar
en	en
tout	tout
le	le
mont	mont
le	le
mont	mont
na	na
de	de
sa	sa
uaillance	vaillance
	
dame	dame
ne	ne
pucele	pucele
maiz	maiz
que	que
trop	trop
me	me
fuit	fuit
Ie	Ee
chant	chant
et	et
respont	respont
de	de
ma	ma
douce	douce
amie	amie
et	et
ali	ali
penser	penser
me	me
confort	confort
la	la
nuit	nuit
diex	diex
uerrai	verrai
ie	je
ia	ja
le	le
iour	jour
quele	quele
die	die
amis	amis
ie	je
uous	vous
aim	aim
naie	naie
uoir	voir
ie	je
cuit	cuit
amours	amours
me	me
soustient	soustient
ou	ou
iai	Kai
ma	ma
fiance	fiance
et	et
ce	ce
que	que
ie	je
sai	sai
quele	quele
est	est
bele	bele
et	et
blanche	blanche
	
ne	ne
men	men
partirai	partirai
sor	sor
mauoit	mavoit
destruit	destruit
Nus	nus
ne	ne
doit	doit
amours	amours
seruit	seruit
en	en
doutance	doutance
quar	quar
achaseun	achaseun
rent	rent
selonc	selonc
sa	sa
uaillance	vaillance
blondel	blondel
a	a
de	de
mort	mort
a	a
uie	vie
aconduit	aconduit
