token	normalised
Une	one
chose	chose
ai	ai
dedenz	dedenz
mon	mon
cuer	cuer
emprise	emprise
nen	nen
ai	ai
repos	repos
ne	ne
ne	ne
men	men
quier	quier
lasser	lasser
quar	quar
tant	tant
me	me
plaist	plaist
que	que
ne	ne
men	men
puis	puis
tourner	tourner
ma	ma
uolentez	volentez
est	est
si	si
ama	ama
deuise	devise
	
que	que
ie	je
pener	pener
uueill	vueill
pour	pour
cele	cele
qui	qui
einsi	einsi
me	me
iustise	justise
quar	quar
li	li
amer	amer
mestuet	mestvet
il	il
tant	tant
bien	bien
le	le
uous	vous
puis	puis
moustrer	moustrer
	
toute	toute
autre	autre
amour	amour
men	men
ꝯuient	convient
oublier	oublier
uous	vous
oes	oes
bien	bien
la	la
maniere	maniere
et	et
la	la
guise	guise
dont	dont
ce	ce
me	me
uient	vient
quil	quil
me	me
conuient	conuient
chanter	chanter
et	et
la	la
ioie	joie
que	que
uous	vous
moez	moez
mener	mener
uous	vous
fait	fait
sauoir	savoir
dont	dont
uient	vient
et	et
ou	ou
est	est
prise	prise
en	en
esguarder	esguarder
nonques	nonques
nul	nul
iour	jour
neu	neu
pluz	pluz
de	de
mon	mon
seruise	seruise
	
fors	fors
quen	quen
parler	parler
	
me	me
set	set
el	el
bien	bien
si	si
bel	bel
samblant	samblant
moustrer	moustrer
	
ie	je
criem	criem
par	par
tant	tant
ne	ne
sen	sen
pueille	pueille
passer	passer
Mout	mout
est	est
sage	sage
courtoise	courtoise
et	et
biẽ	bienre
aprise	aprise
tant	tant
douce	douce
rien	rien
ne	ne
porroit	porroit
on	on
troruier	troruier
et	et
samble	samble
bien	bien
quel	quel
nait	nait
nul	nul
mal	mal
penser	penser
maiz	maiz
quen	quen
li	li
ait	ait
et	et
pitie	pitie
et	et
franchise	franchise
	
pour	pour
conforter	conforter
ie	je
sai	sai
pour	pour
uoir	voir
quen	quen
li	li
aima	aima
mort	mort
prise	prise
quar	quar
demourer	demovrer
puet	puet
ele	ele
tant	tant
amoi	amoi
guerredouner	guerredouner
	
que	que
de	de
legier	legier
sen	sen
porra	porra
acutter	acutter
En	en
li	li
ne	ne
faut	faut
fors	fors
tant	tant
que	que
fust	fust
souprise	souprise
	
damours	damours
cele	cele
que	que
uous	vous
moez	moez
loer	loer
cheueus	cheveus
a	a
blons	blons
	e
uis	vis
riant	rrant
et	et
cler	cler
fres	fres
et	et
riant	rrant
pluz	pluz
quie	quie
nule	nule
cerise	cerise
ne	ne
sai	sai
sa	sa
per	per
le	le
col	col
ablanc	ablanc
ꝯ	com
noif	noif
senr	senr
branche	branche
assise	assise
atort	atort
blasmer	blasmer
me	me
uueill	vueill
de	de
ce	ce
quensi	quensi
le	le
moi	moi
loer	loer
tant	tant
est	est
bele	bele
ꝯ	com
ie	je
la	la
sai	sai
amer	amer
