token	normalised
Nest	nest
pas	pas
asoi	asoi
qui	qui
eimme	eimme
loiaumer	loiaumer
coraument	coraument
ne	ne
cil	cil
amis	amis
quamours	quamours
ne	ne
puet	puet
destraindre	destraindre
et	et
sachiez	sachiez
biẽ	bienre
qui	qui
de	de
li	li
se	se
desfent	desfent
	
quil	quil
ne	ne
porroit	porroit
ahaute	ahaute
homour	homour
ataindre	ataindre
li	li
uiguerouz	vrguerouz
ne	ne
si	si
pueent	pueent
desfendre	desfendre
maiz	maiz
qui	qui
miuz	miuz
uaut	vaut
ancoiz	ancoiz
si	si
leisse	leisse
prendre	prendre
damours	damours
sunt	sunt
tuit	tuit
li	li
bien	bien
adeuise	adeuise
	
ne	ne
ia	ja
sanz	sanz
lui	lui
niert	niert
grant	grant
ioie	joie
conquise	conquise
Faus	faus
et	et
felons	felons
uoi	voi
ceus	ceus
conmunement	conmunement
qui	qui
se	se
painnent	painnent
dabaissier	dabaissier
et	et
destraindre	destraindre
ioie	joie
et	et
honour	honour
sanz	sanz
lor	lor
amendement	amendement
maiz	maiz
grant	grant
amor	amor
ne	ne
puet	puet
pour	pour
eus	eus
remaindre	remaindre
mal	mal
mont	mont
il	il
fait	fait
ne	ne
ia	ja
pour	pour
ce	ce
niert	niert
mendre	mendre
ma	ma
uolente	volente
de	de
seruir	seruir
ne	ne
datendre	datendre
si	si
seruirai	servirai
et	et
ne	ne
sai	sai
en	en
quel	quel
guise	guise
	
uiegne	viegne
si	si
haut	haut
	
de	de
si	si
bas	bas
par	par
seruise	seruise
Diex	diex
qui	qui
en	en
moi	moi
fist	fist
pluz	pluz
quẽ	qust
autres	autres
cent	cent
amours	amours
uenir	venir
et	et
croistre	croistre
et	et
estre	estre
graindre	graindre
men	men
doint	doint
ioir	joira
issi	issi
ueraiement	veraiement
	
ꝯ	com
ie	je
nai	nai
cuer	cuer
ne	ne
nul	nul
talent	talent
de	de
faindre	faindre
	
uers	vers
ma	ma
dame	dame
qui	qui
nel	nel
os	os
faire	faire
entendre	entendre
mieuz	mieuz
uueill	vueill
mon	mon
cors	cors
de	de
douce	douce
mort	mort
souprendre	souprendre
	
quele	quele
de	de
moi	moi
soit	soit
ia	ja
nul	nul
iour	jour
requise	requise
	
maiz	maiz
el	el
set	set
bien	bien
quest	quest
pitiez	pitiez
et	et
franchise	franchise
Se	se
touz	touz
li	li
mons	mons
sauoit	savoit
ce	ce
que	que
ie	je
sent	sent
	
nis	nis
li	li
felon	felon
deuroient	devroient
ma	ma
mort	mort
plaindre	plaindre
quen	quen
morant	morant
uif	vif
si	si
ꝯ	com
amours	amours
consent	consent
et	et
ne	ne
me	me
puet	puet
trop	trop
greuer	grever
ne	ne
destraindre	destraindre
tel	tel
gre	gre
me	me
sai	sai
conques	conques
osai	osai
emprendre	emprendre
si	si
haute	haute
amour	amour
qua	qua
moi	moi
ne	ne
doit	doit
descendre	descendre
	
li	li
guerredons	guerredons
ne	ne
ia	ja
nen	nen
iert	iert
seurquise	seurquise
	
cele	cele
u	u
touz	touz
biens	biens
et	et
biautez	brautez
est	est
assise	assise
Ie	Ee
nai	nai
mestier	mestier
de	de
desconfortemẽt	desconfortemnnt
na	na
males	males
gens	gens
ne	ne
se	se
fait	fait
nul	nul
ꝯplaindre	complaindre
maiz	maiz
qui	qui
aimme	aimme
il	il
set	set
bien	bien
et	et
entent	entent
	
que	que
grant	grant
amour	amour
nest	nest
pas	pas
legiere	legiere
afaindre	afaindre
quant	quant
il	il
li	li
plait	plait
en	en
fin	fin
cuer	cuer
a	a
descendre	descendre
	
il	il
na	na
pooir	pooir
quil	quil
sen	sen
puisse	puisse
desfendre	desfendre
et	et
ele	ele
est	est
si	si
dedenz	dedenz
mon	mon
cuer	cuer
reprise	reprise
	
la	la
merci	merci
dieu	dieu
qua	qua
mon	mon
gre	gre
me	me
iustise	justise
Renaut	renaut
chantez	chantez
en	en
qui	qui
ualeur	valeur
sest	sest
mise	mise
	
quar	quar
leissie	leissie
lont	lont
li	li
dui	dui
de	de
saint	saint
denise	denise
