token	normalised
Li	li
biauz	biauz
estez	estez
se	se
resclaire	resclaire
que	que
naist	naist
lerbe	lerbe
uerdoians	verdoians
que	que
flours	flours
et	et
fueille	fueille
repaire	repaire
donc	donc
deusse	deusse
estre	estre
ioianz	joianz
maiz	maiz
por	por
cele	cele
sui	sui
dolanz	dolanz
ou	ou
il	il
na	na
rienz	rienz
que	que
reprendre	reprendre
rs	rs
tant	tant
que	que
trop	trop
est	est
tenanz	tenanz
	
uers	vers
de	de
guerredon	guerredon
rendre	rendre
qui	qui
lonc	lonc
ma	ma
fait	fait
atendre	atendre
i	i
maus	maus
que	que
iai	Kai
nest	nest
pas	pas
mendres	mendres
ce	ce
quil	quil
nest	nest
apparanz	apparanz
car	car
li	li
charsouz	charsouz
la	la
cendre	cendre
couuers	couvers
cest	cest
li	li
pluz	pluz
nz	nz
de	de
cuer	cuer
aime	aime
urais	vrais
amans	amans
non	non
des	des
ieuz	ieuz
ne	ne
du	du
uiaire	viarre
dont	dont
len	len
fet	fet
maĩz	mainz
biauz	biauz
samblanz	samblanz
na	na
gentill	gentill
cuer	cuer
ne	ne
doit	doit
plaire	plaire
	
samblance	samblance
damours	damours
sanz	sanz
faire	faire
Nest	nest
tant	tant
grief	grief
aporter	aporter
haire	haire
ne	ne
uiure	viure
com	com
peneans	peneans
ꝯ	com
de	de
porter	porter
cest	cest
contraire	contraire
que	que
iai	Kai
compare	compare
lonc	lonc
tanz	tanz
ie	je
morrai	morrai
merci	merci
proianz	promanz
si	si
ne	ne
sai	sai
u	u
confort	confort
prendre	prendre
et	et
si	si
fait	fait
com	com
recreanz	recreanz
	
qui	qui
son	son
baston	baston
tẽt	tent
pour	pour
rendre	rendre
quant	quant
pluz	pluz
ne	ne
se	se
puet	puet
desfendre	desfendre
Diex	diex
tant	tant
gent	gent
me	me
sot	sot
souprendre	souprendre
ses	ses
cors	cors
bien	bien
farz	farz
auenans	avenans
sa	sa
colours	colours
rosee	rosee
et	et
tendre	tendre
ieuz	ieuz
uairs	vairs
et	et
bouche	bouche
rianz	rranz
mes	mes
trop	trop
est	est
ma	ma
mors	mors
plaisanz	plaisanz
nil	nil
na	na
en	en
li	li
q̃	que
reprendre	reprendre
maiz	maiz
sans	sans
pitie	pitie
biautez	brautez
granz	granz
me	me
deust	deust
par	par
tout	tout
desplaire	desplaire
	
se	se
men	men
peusse	peusse
retraire	retraire
Biautez	biautez
doit	doit
ualour	valour
atraire	atraire
douce	douce
dame	dame
bien	bien
parlans	parlans
aqui	aqui
serez	serez
debonaire	debonaire
sa	sa
moi	moi
estes	estes
mal	mal
uueillanz	vueillanz
qui	qui
de	de
tout	tout
sui	sui
uos	vos
seruans	servans
ma	ma
mort	mort
mauez	mavez
fait	fait
emprendre	emprendre
si	si
en	en
seroiz	seroiz
mainz	mainz
poissanz	poissanz
quar	quar
pour	pour
engagier	engagier
ou	ou
uendre	vendre
	
me	me
poez	poez
ꝯ	com
uostre	vostre
prendre	prendre
