token	normalised
e	e
me	me
quidoie	quidoie
partir	partir
damors	damors
maiz	maiz
rienz	rienz
ne	ne
me	me
uaut	vaut
n	n
douz	douz
mauz	mauz
doit	doit
souuenir	souvenir
qui	qui
nuit	nuit
et	et
iour	jour
ne	ne
mi	mi
faut	faut
le	le
iour	jour
me	me
fait	fait
maint	maint
assaut	assaut
et	et
la	la
nuit	nuit
ne	ne
puis	puis
dormir	dormir
ainz	ainz
plaig	plaig
et	et
plor	plor
et	et
souspir	souspir
dex	dex
tant	tant
art	art
quant	quant
la	la
remir	remir
	
maiz	maiz
bien	bien
croi	croi
quil	quil
ne	ne
len	len
chaut	chaut
Nus	nus
ne	ne
doit	doit
amours	amours
trahir	trahir
fors	fors
que	que
garcon	garcon
et	et
ribaut	ribaut
li	li
dous	dous
mauz	mauz
me	me
nent	nent
einsi	einsi
ie	je
ne	ne
uoi	voi
ne	ne
bas	bas
ne	ne
haut	haut
ainz	ainz
uueill	vueill
quele	quele
me	me
triuist	trivist
baut	baut
sanz	sanz
ghiller	ghiller
et	et
sanz	sanz
mentir	mentir
maiz	maiz
se	se
ie	je
puis	puis
consiuir	consiuir
le	le
cerf	cerf
qui	qui
tant	tant
puet	puet
fuir	fuir
	
mis	mis
nest	nest
ioianz	joianz
athiebaut	athrebaut
Li	li
cers	cers
est	est
auentureus	aventureus
et	et
si	si
est	est
blãs	blane
ꝯme	comme
nois	nois
et	et
si	si
ales	ales
crins	crins
ansdeus	ansdeus
plus	plus
biauz	biauz
quns	quns
sors	sors
espanois	espanois
li	li
cers	cers
est	est
en	en
un	un
defois	defois
al	al
entrer	entrer
mout	mout
perilleus	perilleus
et	et
si	si
est	est
guardez	guardez
des	des
leus	leus
ce	ce
sunt	sunt
felon	felon
ennuieuz	ennuieuz
qui	qui
trop	trop
grieuent	grievent
as	as
courtoiz	courtoiz
Ainc	ainc
ch̃rs	chevalier
angoisseus	angoisseus
qui	qui
a	a
perdu	perdu
son	son
harnoiz	harnoiz
ne	ne
uueille	vueille
qui	qui
art	art
li	li
feus	feus
maisons	maisons
uignes	vrgnes
blez	blez
et	et
pois	pois
ne	ne
chacierres	chacierres
qui	qui
prent	prent
sois	sois
ne	ne
leus	leus
qui	qui
est	est
fameilleus	fameilleus
nest	nest
auers	avers
moi	moi
dolereus	dolereus
que	que
ie	je
ne	ne
soie	soie
de	de
ceus	ceus
	
qui	qui
aimment	aimment
deseur	deseur
lor	lor
pois	pois
Dame	dame
une	une
rienz	rienz
uous	vous
demant	demant
cuidiez	cuidiez
uous	vous
que	que
soit	soit
pechiez	pechiez
docirre	docirre
son	son
urai	vrai
amant	amant
oil	oil
uoir	voir
bien	bien
le	le
sachiez	sachiez
sil	sil
uous	vous
plaist	plaist
si	si
mociiez	mocimez
quar	quar
ie	je
le	le
uueill	vueill
et	et
creant	creant
et	et
se	se
mieuz	mieuz
mamiez	mamiez
uiuant	vivant
ie	je
le	le
uous	vous
di	di
en	en
oiant	oiant
	
mout	mout
en	en
seroie	seroie
pluz	pluz
liez	liez
