token	lemma	POS	morph	treated
Quant	cant1	CONsub	MORPH=empty	Quant
nois	noif	NOMcom	NOMB.=s|GENRE=m|CAS=n	nois
et	et	CONcoo	MORPH=empty	et
giaus	jauol	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	giaus
et	et	CONcoo	MORPH=empty	et
froidure	froidure	NOMcom	NOMB.=s|GENRE=f|CAS=n	froidure
remaint	remanoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remaint
od	o4	PRE	MORPH=empty	od
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
tanz	tant	NOMcom	NOMB.=s|GENRE=m|CAS=r	tanz
felon	felon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	felon
que	que2	CONsub	NOMB.=s	que
flours	flor1	NOMcom	NOMB.=p|GENRE=f|CAS=n	flours
et	et	CONcoo	MORPH=empty	et
fueille	fueille	NOMcom	NOMB.=s|GENRE=f|CAS=n	fueille
et	et	CONcoo	MORPH=empty	et
uerdure	ire	NOMcom	NOMB.=s|GENRE=f|CAS=n	uerdure
		PONfbl	MORPH=empty	
uient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	uient
od	o4	PRE	MORPH=empty	od
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
saison	saison	NOMcom	NOMB.=s|GENRE=f|CAS=r	saison
lors	lors	ADVgen	DEGRE=-	lors
chant	chant2	VERcjg	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	chant
sanz	sans	PRE	MORPH=empty	sanz
enuoiseure	enoios	NOMcom	NOMB.=s|GENRE=f|CAS=r	enuoiseure
dont	dont	PROrel	NOMB.=s|CAS=i	dont
iai	avoir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	iai
si	si	ADVgen	DEGRE=-	si
droite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	droite
ochoison	ochaison	NOMcom	NOMB.=s|GENRE=f|CAS=r	ochoison
que	que4	CONsub	MORPH=empty	que
iaim	aler	DETndf	TEMPS=pst|PERS.=1	iaim
damour	damor	NOMcom	NOMB.=s|GENRE=f|CAS=r	damour
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
trop	trop	ADVgen	TEMPS=pst|DEGRE=-	trop
dure	durer	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s|DEGRE=p	dure
		PONfbl	MORPH=empty	
sãs	savoir	ADJqua	NOMB.=s	sãs
ioie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=n	ioie
et	et	CONcoo	MORPH=empty	et
sanz	sans	PRE	MORPH=empty	sanz
guerredon	guerredon	NOMcom	NOMB.=s|GENRE=m|CAS=r	guerredon
Mout	mout	ADVgen	DEGRE=-	Mout
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
de	de	PRE	MORPH=empty	de
cruel	crüel	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	cruel
nature	nature	NOMcom	NOMB.=s|GENRE=f|CAS=r	nature
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amour
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
sanz	sans	PRE	MORPH=empty	sanz
reson	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r	reson
quen	cant1	CONsub	MORPH=empty	quen
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ai
mise	metre2	VERppe	NOMB.=s|GENRE=f|CAS=r	mise
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
cure	cure	NOMcom	NOMB.=s|GENRE=f|CAS=r	cure
et	et	CONcoo	MORPH=empty	et
toute	tot	DETind	NOMB.=s|GENRE=f|CAS=r	toute
