token	lemma	POS	morph	treated
Quant	cant1	CONsub	MORPH=empty	Quant
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bone
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=n	ame
et	et	CONcoo	MORPH=empty	et
fine	fin2	ADJqua	MODE=ind|NOMB.=s|GENRE=f|CAS=n|DEGRE=p	fine
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
mie	mie	ADVneg	MORPH=empty	mie
prie	priier	VERcjg	MODE=ind|NOMB.=s|GENRE=f	prie
encor	encore	ADVgen	DEGRE=-	encor
ferai	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	ferai
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancon
cointe	cointe	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	cointe
et	et	CONcoo	MORPH=empty	et
iolie	uile	ADJqua	NOMB.=s|GENRE=f|CAS=r	iolie
ne	ne2	CONcoo	MORPH=empty	ne
ia	ja	ADVgen	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|DEGRE=-	ia
ne	ne2	ADVneg	MORPH=empty	ne
qiuer	querre	VERcjg	NOMB.=s	qiuer
quenuiens	conoistre	ADJqua	NOMB.=s|GENRE=m|CAS=r	quenuiens
mot	mot	NOMcom	NOMB.=s|GENRE=m|CAS=r	mot
en	en2	PROadv	MORPH=empty	en
die	dire	VERcjg	MODE=sub|NOMB.=s|GENRE=f	die
car	car	CONcoo	MORPH=empty	car
onques	onque	ADVgen	DEGRE=-	onques
nes	ne1+il	ADVneg.PROper	NOMB.=p|GENRE=f|CAS=r	nes
amai	amer1	VERcjg	MODE=ind|PERS.=3|NOMB.=s	amai
ne	ne2	CONcoo	MORPH=empty	ne
ia	ja	ADVgen	TEMPS=pst|DEGRE=-	ia
nes	ne1+il	ADVgen	PERS.=3|NOMB.=p|GENRE=f|CAS=r	nes
amerai	amer1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	amerai
et	et	CONcoo	MORPH=empty	et
quis	-	VERppe	NOMB.=s|GENRE=m|CAS=r	quis
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aime
bien	bien1	ADVgen	DEGRE=p	bien
sai	savoir	VERcjg	TEMPS=pst|PERS.=1|NOMB.=s	sai
