token	lemma	POS	morph	treated
Grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	Grant
pechie	pechié	NOMcom	NOMB.=s|GENRE=f|CAS=r	pechie
fait	faire	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	fait
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
de	de	PRE	MORPH=empty	de
chanter	chanter	VERinf	MORPH=empty	chanter
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
prie	priier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	prie
car	car	CONcoo	MORPH=empty	car
sanz	sans	PRE	MORPH=empty	sanz
raison	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r	raison
nest	naistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	nest
pas	pas	ADVneg	MORPH=empty	pas
drois	droit	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	drois
que	que4	CONsub	MORPH=empty	que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
chant	chant	VERppa	MODE=ind|PERS.=3|NOMB.=s	chant
nonques	nonque	ADVgen	DEGRE=-	nonques
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=n	chancon
ne	ne2	ADVneg	MORPH=empty	ne
fis	faire	ADJqua	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fis
iour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	iour
de	de	PRE	MORPH=empty	de
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
uie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	uie
se	se	CONsub	GENRE=f|CAS=r	se
fine	fin2	ADJqua	MODE=ind|NOMB.=s|DEGRE=p	fine
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	nel
