token	normalised
Ainz	ainz
que	que
la	la
fueille	fueille
descẽde	descende
des	des
arbres	arbres
seur	seur
la	la
ramee	ramee
dirai	dirai
ne	ne
sai	sai
que	que
iatende	jatende
conment	conment
amours	amours
sest	sest
prouuee	prouvee
uers	vers
moi	moi
qui	qui
tant	tant
lai	lai
amee	amee
et	et
bel	bel
mest	mest
conment	conment
quil	quil
prende	prende
	
que	que
si	si
bele	bele
mort	mort
aprende	aprende
Bone	bone
amours	amours
qui	qui
que	que
la	la
uende	vende
	
ne	ne
puet	puet
mie	mie
estre	estre
achatee	achatee
mes	mes
pou	pou
en	en
uoit	voit
len	len
souz	souz
bende	bende
coulour	coulour
tainte	tainte
ne	ne
muee	muee
ma	ma
dame	dame
est	est
si	si
coulouree	coulouree
	
pou	pou
la	la
uoit	voit
hom	hom
nen	nen
esprende	esprende
	
et	et
qui	qui
ali	ali
ne	ne
se	se
rende	rende
Qui	qui
si	si
douce	douce
amour	amour
seone	seone
de	de
grant	grant
ioie	joie
se	se
dessourre	dessourre
maiz	maiz
mis	mis
ne	ne
si	si
abandone	abandone
qui	qui
puisse	puisse
asa	asa
bouche	bouche
boiure	boivre
mes	mes
sele	sele
ne	ne
mi	mi
aboiure	abojure
par	par
amours	amours
et	et
guerredoune	guerredoune
	
martyrs	marţrs
serai	serai
sanz	sanz
couroune	couroune
Maiz	maiz
ne	ne
sai	sai
conment	conment
la	la
truise	truise
quant	quant
tant	tant
preudome	preudome
refuse	refuse
	
samour	samour
quele	quele
mi	mi
conduise	conduise
se	se
ses	ses
douz	douz
reguars	reguars
mencuse	mencuse
et	et
force	force
et	et
proiere	proiere
a	a
use	use
dex	dex
doint	doint
quele	quele
mi	mi
conduise	conduise
	
ancoiz	ancoiz
quele	quele
me	me
destruise	destruise
De	de
ses	ses
proians	promans
sui	sui
menuise	menuise
	
mes	mes
nest	nest
drois	drois
que	que
ce	ce
me	me
nuise	nuise
