token	lemma	POS	morph	treated
AUtans	autant	NOMpro	GENRE=m|CAS=n	AUtans
plain	plein	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	plain
de	de	PRE	MORPH=empty	de
felonie	felonie	NOMcom	NOMB.=s|GENRE=f|CAS=r	felonie
denuie	denoiier	VERcjg	PERS.=3|NOMB.=s	denuie
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
traison	träison	NOMcom	NOMB.=s|GENRE=f|CAS=r	traison
de	de	PRE	MORPH=empty	de
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
mefprison	mesfrison	NOMcom	NOMB.=s|GENRE=f|CAS=r	mefprison
sanz	sans	PRE	MORPH=empty	sanz
bñ	bin	NOMcom	NOMB.=s|GENRE=m|DEGRE=p	bñ
		PONfbl	MORPH=empty	
sans	sans	PRE	MORPH=empty	sans
toisie	totise	NOMcom	NOMB.=s|GENRE=f|CAS=r	toisie
		PONfbl	MORPH=empty	
que	que4	CONsub	MORPH=empty	que
entre	entre2	PRE	MORPH=empty	entre
nos	nostre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=r	nos
barons	baron	NOMcom	TEMPS=fut|NOMB.=p|GENRE=m|CAS=r	barons
faisons	faire	VERcjg	MODE=ind|PERS.=1|NOMB.=p	faisons
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
siecle	siecle	NOMcom	NOMB.=s|GENRE=m|CAS=r	siecle
empirier	empirier	VERinf	MORPH=empty	empirier
que	que4	CONsub	NOMB.=s	que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
uoi	ues	VERcjg	MODE=ind|PERS.=1|NOMB.=s	uoi
escomenier	escomeniier	NOMcom	MORPH=empty	escomenier
ceus	cel	PROdem	NOMB.=p|GENRE=m|CAS=r	ceus
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
plus	plus	ADVgen	DEGRE=-	plus
offrent	ofrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	offrent
