token	lemma	POS	morph	treated
AL	il	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	AL
entrant	entrer	NOMcom	NOMB.=s|CAS=r	entrant
deste	deste	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|CAS=r	deste
que	que4	CONsub	MORPH=empty	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=n	tans
conmence	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	conmence
que	que4	CONsub	MORPH=empty	que
ioi	vëoir	PROper	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ioi
seur	sor2	PRE	MORPH=empty	seur
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
flour	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=r	flour
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
oisiauz	oisel	NOMcom	NOMB.=p|GENRE=m	oisiauz
tentir	tentir2	VERinf	MORPH=empty	tentir
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sui
soupris	sorprendre	VERppe	NOMB.=s|GENRE=m|CAS=n	soupris
damours	damoire	NOMcom	NOMB.=s|GENRE=m|CAS=n	damours
u	où	PROrel	NOMB.=s	u
mes	mon1	DETpos	PERS.=1|NOMB.=s|CAS=n	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
balance	balance	ADJqua	NOMB.=s|GENRE=f|CAS=n	balance
diex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	diex
men	je	CONcoo	PERS.=1|NOMB.=s|GENRE=m|CAS=r	men
doint	doner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doint
auoir	avoir	VERinf	MORPH=empty	auoir
ioie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r	ioie
a	a3	PRE	MORPH=empty	a
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m|CAS=r	plaisir
u	o3	CONcoo	GENRE=m	u
autrement	autrement	ADVgen	DEGRE=-	autrement
		PONfbl	MORPH=empty	
cuit	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	cuit
morir	morir	VERinf	MORPH=empty	morir
sanz	sans	PRE	MORPH=empty	sanz
faillance	faillement	NOMcom	NOMB.=s|GENRE=f|CAS=r	faillance
car	car	CONcoo	MORPH=empty	car
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
nai	naistre	VERcjg	MODE=ind|PERS.=1|NOMB.=s	nai
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
