token	normalised
Ala	ala
ioie	joie
que	que
desir	desir
tant	tant
damors	damors
qui	qui
ma	ma
asoi	asoi
tourne	tourne
ne	ne
puis	puis
leissier	leissier
que	que
ie	je
ne	ne
chant	chant
puiz	puiz
que	que
ma	ma
dame	dame
uient	vient
agre	agre
en	en
cui	cui
iai	Kai
mis	mis
mon	mon
cuer	cuer
et	et
mon	mon
pense	pense
atrestoute	atrestoute
ma	ma
uie	vie
maiz	maiz
trop	trop
me	me
font	font
anui	anui
souent	sovent
genz	genz
qui	qui
diez	diez
maleie	maleie
A	a
touz	touz
faiz	faiz
ioie	joie
sans	sans
talent	talent
neis	neis
ciauz	chauz
que	que
de	de
mon	mon
cuer	cuer
he	he
felon	felon
anuieuz	anvieuz
mesdisant	mesdisant
dont	dont
deable	deable
font	font
tel	tel
plente	plente
que	que
trestoute	trestoute
lor	lor
poeste	poeste
tournent	tournent
en	en
felenie	felenie
ancoiz	ancoiz
sunt	sunt
du	du
mal	mal
apense	apense
que	que
lamour	lamour
soit	soit
iehie	iehie
Petit	petit
puet	puet
laguerre	lagverre
ualoir	valoir
quant	quant
ma	ma
dame	dame
uoudra	voudra
amer	amer
et	et
sele	sele
atalent	atalent
ne	ne
uoloir	voloir
du	du
plus	plus
loial	loial
ami	ami
trouer	trover
	
qui	qui
soit	soit
dont	dont
me	me
puis	puis
ie	je
monter	monter
uanter	vanter
qͣ	qua
haute	haute
honeur	honeur
damie	damie
	
neporroit	neporroit
nus	nus
amis	amis
monter	monter
pour	pour
nule	nule
seignourie	seignourie
Se	se
longue	longue
atente	atente
et	et
bon	bon
espoir	espoir
ne	ne
me	me
font	font
amours	amours
recourer	recovrer
dont	dont
mont	mont
amours	amours
trahi	trahi
pour	pour
uoir	voir
car	car
touz	touz
iours	jours
le	le
mont	mont
fet	fet
cuider	cuider
maiz	maiz
uns	uns
clers	clers
uis	vis
ma	ma
ꝯforte	conforte
qui	qui
mainte	mainte
en	en
a	a
trahie	trahie
et	et
si	si
sai	sai
quen	quen
desesperer	desesperer
aorgueill	aorgueill
et	et
folie	folie
Bele	bele
douce	douce
dame	dame
merci	merci
de	de
moi	moi
qui	qui
ainc	ainc
maiz	maiz
ne	ne
fui	fui
priz	priz
	
damours	damours
maiz	maiz
or	or
men	men
est	est
einsi	einsi
qua	qua
tous	tous
amans	amans
men	men
aatiz	aatiz
de	de
cuer	cuer
uous	vous
proi	pooi
uolenteiz	volenteiz
quẽ	qust
uostre	vostre
ꝯpaignie	compaignie
	
macueilliez	macveilliez
ainz	ainz
quil	quil
men	men
soit	soit
piz	piz
par	par
felenesse	felenesse
enuie	envie
Dame	dame
mout	mout
ai	ai
petit	petut
serui	serui
atel	atel
dõ	don
ꝯ	com
ie	je
uous	vous
ai	ai
quis	quis
maiz	maiz
mes	mes
cuers	cuers
ma	ma
uers	vers
pous	pous
pleui	pleui
destre	destre
li	li
pluz	pluz
loianz	loianz
amis	amis
	
del	del
mont	mont
si	si
le	le
serai	serai
touz	touz
dis	dis
quamour	quamour
nai	nai
pas	pas
leissie	leissie
ainz	ainz
est	est
toute	toute
en	en
moi	moi
ce	ce
mest	mest
uis	vis
	
tant	tant
qua	qua
loial	loial
partie	partie
Odin	odin
proi	pooi
et	et
mant	mant
et	et
deuis	devis
que	que
ceste	ceste
chancon	chancon
die	die
aciaus	acfaus
quil	quil
saura	savra
ententiz	ententiz
	
damer	damer
sanz	sanz
tricherie	tricherie
