token	normalised
Bel	bel
mest	mest
quant	quant
ie	je
uoi	voi
repairier	repairier
le	le
tanz	tanz
deste	deste
et	et
rauerdir	raverdir
et	et
ioi	Ooine
ces	ces
oisiauz	oisfauz
renuoisier	renvoisier
chascun	chascun
chanter	chanter
et	et
resbaudir	resbaudir
adonques	adonques
uueill	vueill
merci	merci
proier	proier
ma	ma
dame	dame
pour	pour
cui	cui
ie	je
souspir	souspir
et	et
quant	quant
ele	ele
mi	mi
puet	puet
aidier	aidier
he	he
	
las	las
me	me
laira	laira
donc	donc
morir	morir
ahi	ahi
amours	amours
grant	grant
tort	tort
auez	avez
de	de
moi	moi
qui	qui
me	me
menez	menez
amort	amort
si	si
ne	ne
sauez	savez
pour	pour
coi	coi
Amours	amours
qui	qui
si	si
auez	avez
douz	douz
non	non
pour	pour
coi	coi
faites	faites
tel	tel
cruaute	cruaute
de	de
moi	moi
qui	qui
sui	sui
en	en
uo	vo
prison	prison
quant	quant
ie	je
nai	nai
ailleurs	ailleurs
mon	mon
pense	pense
et	et
quar	quar
me	me
rendez	rendez
guerredon	guerredon
u	u
atel	atel
meussiez	meussiez
luire	luire
qui	qui
de	de
moi	moi
preist	preiet
raencon	raencon
ancoiz	ancoiz
que	que
meust	meust
afole	afole
Cele	cele
au	au
gent	gent
cors	cors
et	et
au	au
cler	cler
uis	vis
pour	pour
qui	qui
ie	je
sui	sui
en	en
tel	tel
dolour	dolour
sert	sert
roine	roine
de	de
saint	saint
denis	denis
saueroit	saveroit
ele	ele
assez	assez
ualour	valour
diex	diex
ꝯ	com
auroit	avroit
gent	gent
paradiz	paradiz
qui	qui
seroit	seroit
sires	sires
de	de
samour	samour
maiz	maiz
ne	ne
sui	sui
pas	pas
de	de
si	si
haut	haut
pris	pris
	
que	que
ie	je
ia	ja
aie	aie
tant	tant
dounour	dounour
Dame	dame
mout	mout
grant	grant
pechie	pechie
ferez	ferez
se	se
me	me
laissiez	laissiez
en	en
cest	cest
tourment	tourment
se	se
uostre	vostre
lige	lige
home	home
ociez	ociez
mout	mout
esploiterez	esploiterez
malement	malement
que	que
puiz	puiz
lore	lore
que	que
ie	je
fui	fui
nez	nez
dautrui	dautrui
seruir	seruir
noi	noi
ie	je
talent	talent
mes	mes
cuers	cuers
en	en
est	est
a	a
uous	vous
alez	alez
sen	sen
faites	faites
uo	vo
conmandement	conmandement
Ne	ne
me	me
sai	sai
maiz	maiz
u	u
conforter	conforter
q̃	que
iai	Kai
mon	mon
cuer	cuer
del	del
tout	tout
ali	ali
sel	sel
ne	ne
men	men
croit	croit
uiegne	viegne
i	i
guarder	guarder
uez	vez
nen	nen
amie	amie
dedenz	dedenz
mi	mi
or	or
se	se
puet	puet
bien	bien
faire	faire
blasmer	blasmer
sele	sele
auques	auques
nen	nen
a	a
de	de
merci	merci
quar	quar
on	on
ne	ne
uit	vit
pieca	preca
durer	durer
home	home
sanz	sanz
cuer	cuer
longues	longues
einsi	einsi
Sire	sire
dee	dee
quar	quar
me	me
s	s
ꝯseilliez	conseilliez
ia	ja
ne	ne
puiz	puiz
ie	je
marz	marz
en	en
auant	avant
ia	ja
sui	sui
ie	je
si	si
affebloiez	affebloiez
tuit	tuit
li	li
membre	membre
me	me
uont	vont
faillant	faillant
quant	quant
aceli	aceli
nen	nen
prẽt	prent
pitiez	pitiez
donc	donc
ie	je
quidai	quidai
auoir	avoir
guarãt	guarant
ne	ne
ia	ja
dautrui	dautrui
ni	ni
iere	iere
aidiez	aidiez
li	li
cors	cors
faut	faut
lame	lame
li	li
conmant	conmant
Seigneur	seigneur
mors	mors
sui	sui
sanz	sanz
nul	nul
refui	refui
maiz	maiz
ie	je
uoudroie	voudroie
sauoir	savoir
bien	bien
sonques	sonques
ma	ma
dame	dame
en	en
ot	ot
ennui	ennui
ne	ne
se	se
il	il
len	len
pesa	pesa
de	de
rien	rien
sele	sele
li	li
dit	dit
bien	bien
paiez	paiez
sui	sui
	
se	se
encore	encore
disoit	disoit
ca	ca
uien	vien
u	u
se	se
ce	ce
non	non
auec	avec
dieu	dieu
sui	sui
	
maiz	maiz
ie	je
mamaisse	mamaisse
mout	mout
mieus	mieus
sien	sien
