token	lemma	POS	morph	treated
Bien	bien1	ADVgen	DEGRE=p	Bien
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
chanter	chanter	VERinf	MORPH=empty	chanter
qͥ	que4	CONsub	GENRE=m	qͥ
fine	fin2	ADJqua	NOMB.=s|GENRE=f|DEGRE=p	fine
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
adrece	adrecier	VERcjg	MODE=ind|NOMB.=s|GENRE=f	adrece
de	de	PRE	MORPH=empty	de
ioie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r	ioie
auoir	avoir	VERinf	MORPH=empty	auoir
maiz	mais1	CONcoo	CAS=r|DEGRE=c	maiz
pas	pas	ADVneg	MORPH=empty	pas
ne	ne1	CONcoo	MORPH=empty	ne
men	mien	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=r	men
semont	semondre	NOMcom	TEMPS=pst|NOMB.=s|GENRE=m|CAS=r	semont
quen	cant2	CONsub	MORPH=empty	quen
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
ne	ne1	ADVneg	MORPH=empty	ne
truis	trover	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	truis
ne	ne2	CONcoo	MORPH=empty	ne
ioie	voie	NOMcom	TEMPS=pst|NOMB.=s|CAS=n	ioie
ne	ne2	CONcoo	MORPH=empty	ne
leece	lëece	NOMcom	NOMB.=s|GENRE=f|CAS=n	leece
par	par	PRE	MORPH=empty	par
quoi	que3	PROrel	NOMB.=s|GENRE=f|CAS=i	quoi
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
chãt	chacier	VERcjg	MODE=sub|PERS.=1|NOMB.=s	chãt
ne	ne2	CONcoo	MORPH=empty	ne
ne	ne1	ADVneg	MORPH=empty	ne
sauroie	savoir	VERcjg	MODE=con|PERS.=1|NOMB.=s	sauroie
donc	donc	ADVgen	DEGRE=-	donc
et	et	CONcoo	MORPH=empty	et
nonpour	nejor	NOMcom	GENRE=f|CAS=n	nonpour
quant	cant1	CONsub	MORPH=empty	quant
se	se	CONsub	MORPH=empty	se
cist	cest	DETdem	NOMB.=s|GENRE=m|CAS=n	cist
