token	lemma	POS	morph	treated
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	Li
pluseur	plusor	PROind	NOMB.=p|GENRE=m|CAS=n	pluseur
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
damours	damoir	NOMcom	NOMB.=p|GENRE=m|CAS=r	damours
chante	chanter	VERcjg	MODE=ind|NOMB.=s|GENRE=f|CAS=r	chante
par	par	PRE	MORPH=empty	par
esfors	esforz1	NOMcom	NOMB.=p|GENRE=m|CAS=r	esfors
et	et	CONcoo	MORPH=empty	et
desloiaum̃t	deslëaument	VERcjg	NOMB.=s|DEGRE=p	desloiaum̃t
mes	mais1	CONcoo	MORPH=empty	mes
de	de	PRE	MORPH=empty	de
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
sauoir	savoir	VERinf	MORPH=empty	sauoir
gre	gré2	NOMcom	GENRE=f|CAS=n	gre
ꝯques	que4	PROrel	NOMB.=s|GENRE=f|CAS=n|DEGRE=-	ꝯques
ne	ne1	ADVneg	MORPH=empty	ne
chantai	chanter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	chantai
faintement	feintement	ADVgen	DEGRE=-	faintement
car	car	CONcoo	MORPH=empty	car
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
fois	foie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	fois
men	je	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	men
aguarde	agairder	NOMcom	NOMB.=s|GENRE=m|CAS=r	aguarde
et	et	CONcoo	MORPH=empty	et
lamours	lancor	NOMcom	NOMB.=p|GENRE=m|CAS=r	lamours
dont	dont	PROrel	NOMB.=s|CAS=i	dont
iai	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	iai
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
plente	plenté	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	plente
que	que4	CONsub	MORPH=empty	que
merueille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=n	merueille
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
se	se	CONsub	MORPH=empty	se
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
riẽz	rire	VERppe	MODE=ind|PERS.=2|NOMB.=s	riẽz
he	e2	VERcjg	NOMB.=s	he
		PONfbl	MORPH=empty	
neis	nëis	ADVgen	MORPH=empty	neis
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
anuieuse	enoios	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	anuieuse
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n	gent
Certes	certes	ADVgen	DEGRE=-	Certes
iai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	iai
de	de	PRE	MORPH=empty	de
fin	fin2	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	fin
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r	ame
ne	ne2	ADVneg	MORPH=empty	ne
ia	ja	ADVgen	MODE=ind|TEMPS=pst|PERS.=1|DEGRE=-	ia
na	ne1	ADVneg	MORPH=empty	na
merai	merai	VERcjg	NOMB.=s|CAS=r	merai
autrement	autrement	ADVgen	DEGRE=-	autrement
bien	bien1	ADVgen	DEGRE=p	bien
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
auoir	avoir	VERinf	MORPH=empty	auoir
esproue	esprover	VERppe	NOMB.=s|GENRE=f|CAS=r	esproue
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
se	soi1	CONsub	PERS.=3|GENRE=m|CAS=r	se
guarde	garder	NOMcom	MODE=ind|PERS.=3|NOMB.=s	guarde
sen	sans	PRE	MORPH=empty	sen
prent	prendre	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	prent
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
ne	ne1	ADVneg	MORPH=empty	ne
di	dire	VERcjg	MODE=imp|TEMPS=pst|PERS.=1|NOMB.=s	di
pas	pas	ADVneg	MORPH=empty	pas
que	que4	CONsub	MORPH=empty	que
mait	mais1	NOMcom	MODE=sub|TEMPS=pst|NOMB.=s|CAS=r	mait
greue	grever	VERppe	NOMB.=s|GENRE=f|CAS=r	greue
que	qui	CONsub	MORPH=empty	que
ne	ne1	ADVneg	MORPH=empty	ne
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
ama	amer1	PRE	NOMB.=s	ama
uolente	volenté	VERppe	NOMB.=s|GENRE=f|CAS=n	uolente
car	car	CONcoo	MORPH=empty	car
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
tout	tot	PROind	NOMB.=s|GENRE=n|CAS=n|DEGRE=-	tout
mi	je	PROper	NOMB.=s|GENRE=m|CAS=n	mi
pense	penser	VERcjg	NOMB.=s|GENRE=f	pense
mout	mout	ADVgen	DEGRE=-	mout
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
plaist	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plaist
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
ꝯsent	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ꝯsent
Se	soi1	CONsub	MORPH=empty	Se
iai	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1	iai
hors	hors	ADVgen	DEGRE=-	hors
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
paiz	pais	NOMcom	NOMB.=s|GENRE=m|CAS=r	paiz
este	estre1	VERppe	NOMB.=s|GENRE=m|CAS=r	este
u	o3	PROrel	NOMB.=s|CAS=i	u
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mes
biẽz	bien1	NOMcom	NOMB.=s|GENRE=m|CAS=n	biẽz
et	et	CONcoo	MORPH=empty	et
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
ioie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r	ioie
atent	atendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	atent
pour	por2	PRE	MORPH=empty	pour
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
nai	naiier2	NOMcom	PERS.=1|NOMB.=s	nai
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
mie	mie	ADVneg	MORPH=empty	mie
oublie	oblïer	VERcjg	MODE=ind|NOMB.=s|CAS=r	oublie
aamer	aesmer	VERinf	MORPH=empty	aamer
bien	bien1	ADVgen	DEGRE=p	bien
et	et	CONcoo	MORPH=empty	et
loiaument	lëaument	ADVgen	DEGRE=p	loiaument
