token	normalised
Quant	quant
la	la
saisons	saisons
sest	sest
demise	demise
del	del
tanz	tanz
deste	deste
bel	bel
et	et
plaisant	plaisant
quil	quil
fait	fait
froit	froit
et	et
uente	vente
bise	bise
et	et
li	li
oisel	oisel
sint	sint
tuit	tuit
taisant	taisant
lors	lors
me	me
semont	semont
que	que
ie	je
chant	chant
	
amours	amours
qui	qui
mesprent	mesprent
et	et
atise	atise
et	et
me	me
fait	fait
estre	estre
par	par
samblant	samblant
enuoisie	envoisie
en	en
itel	itel
guise	guise
	
que	que
du	du
cuer	cuer
plour	plour
la	la
uie	vie
chant	chant
Par	par
grant	grant
force	force
de	de
iustise	justise
fait	fait
amours	amours
de	de
moi	moi
son	son
talant	talant
trop	trop
me	me
tient	tient
asa	asa
deuise	devise
et	et
si	si
nest	nest
mie	mie
auenant	avenant
	
ce	ce
quel	quel
mocit	mocit
mes	mes
iex	iex
uoiant	voiant
	
me	me
fait	fait
que	que
mes	mes
cuers	cuers
leime	leime
et	et
prise	prise
pluz	pluz
que	que
nule	nule
autre	autre
rienz	rienz
uiuant	vivant
sanz	sanz
orgueill	orgveill
et	et
tout	tout
saĩz	sainz
faintise	faintise
ne	ne
faiz	faiz
fors	fors
que	que
merci	merci
de	de
mant	mant
Ou	Ou
sera	sera
ele	ele
donc	donc
prise	prise
la	la
merciz	merciz
que	que
uois	vois
pourchacant	pourchacant
onques	onques
ni	ni
trouuai	trovvai
franchise	franchise
ne	ne
dautre	dautre
ne	ne
la	la
uois	vois
querant	querant
et	et
sele	sele
mi	mi
faut	faut
de	de
guarant	guarant
donc	donc
sai	sai
ie	je
bien	bien
que	que
ie	je
ai	ai
ma	ma
mort	mort
quise	quise
	
en	en
li	li
et	et
en	en
son	son
bel	bel
samblant	samblant
maiz	maiz
ce	ce
me	me
reconforte	reconforte
et	et
prise	prise
	
que	que
se	se
ie	je
muir	muir
cest	cest
por	por
uaillant	vaillant
