token	normalised
Samours	samours
ueut	veut
que	que
mes	mes
chans	chans
remaigne	remaigne
et	et
la	la
bele	bele
le	le
me	me
desfent	desfent
qui	qui
mon	mon
cuer	cuer
angoisse	angoisse
et	et
mahaigne	mahaigne
	
ie	je
nen	nen
quier	quier
maiz	maiz
auoir	avoir
talent	talent
ainz	ainz
uueill	vueill
mieuz	mieuz
quele	quele
me	me
destraigne	destraigne
sele	sele
uoloit	voloit
estre	estre
compaigne	compaigne
de	de
la	la
doleur	doleur
que	que
pour	pour
li	li
sent	sent
	
or	or
li	li
proi	pooi
que	que
pitiez	pitiez
len	len
praigne	pramgne
Et	et
que	que
de	de
moi	moi
greuer	grever
se	se
faigne	faigne
trop	trop
maire	maire
et	et
pauinne	pavinne
souuent	souvent
maiz	maiz
nest	nest
pas	pas
drois	drois
que	que
ie	je
men	men
plaigne	plaigne
samours	samours
fait	fait
son	son
ꝯmandement	commandement
puiz	puiz
que	que
li	li
ameres	ameres
lenseigne	lenseigne
bien	bien
feroit	feroit
maiz	maiz
ele	ele
ne	ne
daigne	daigne
sele	sele
mamoit	mamoit
si	si
loiaument	loiaument
	
ꝯ	com
si	si
oeill	oeill
men	men
firent	frrent
lenseigne	lenseigne
Certes	Certes
ia	ja
plus	plus
ne	ne
li	li
querroie	querroie
pour	pour
tant	tant
porroie	porroie
ie	je
guerir	guerir
	
de	de
cest	cest
mal	mal
qui	qui
si	si
affebloie	affebloie
mon	mon
cuer	cuer
qui	qui
ne	ne
la	la
puet	puet
hair	haiva
si	si
mest	mest
bel	bel
quele	quele
mi	mi
guerroie	guerroie
et	et
se	se
ie	je
cest	cest
mal	mal
refusoie	refusoie
ia	ja
puis	puis
ne	ne
deuroie	devroie
ioir	joira
	
des	des
biens	biens
donc	donc
la	la
doleurs	doleurs
est	est
moie	moie
A	a
ce	ce
ꝯsert	consert
de	de
cuer	cuer
et	et
proie	proie
uoit	voit
len	len
mout	mout
pou	pou
de	de
bien	bien
uenir	venir
ia	ja
diex	diex
ne	ne
doint	doint
que	que
men	men
recroie	recroie
por	por
mal	mal
qui	qui
men	men
puisse	puisse
auenir	avenir
se	se
dous	dous
reguars	reguars
ne	ne
mi	mi
faunoie	faunoie
li	li
bel	bel
oeill	oeill
que	que
ses	ses
cuers	cuers
menuoie	menvoie
sil	sil
ne	ne
decoiuent	decoivent
par	par
mentir	mentir
	
font	font
bien	bien
samblant	samblant
que	que
ie	je
les	les
croie	croie
Et	et
ie	je
si	si
fais	fais
pluz	pluz
dous	dous
message	message
ne	ne
mi	mi
porroit	porroit
ele	ele
enuoier	envoier
que	que
ceus	ceus
qui	qui
sunt	sunt
de	de
son	son
parage	parage
pour	pour
ma	ma
grant	grant
doleur	doleur
alegier	alegier
mout	mout
en	en
sui	sui
liez	liez
en	en
mon	mon
corage	corage
et	et
si	si
puiz	puiz
bien	bien
auoir	avoir
damage	damage
puiz	puiz
que	que
si	si
sui	sui
en	en
son	son
dangier	dangier
quausi	quausi
priue	prive
uoit	voit
on	on
sauuage	savvage
Qui	qui
damours	damours
nauroit	navroit
autre	autre
guage	guage
que	que
iai	Kai
samast	samast
de	de
cuer	cuer
entier	entier
	
si	si
ꝯ	com
ie	je
fais	fais
en	en
grant	grant
folage	folage
aueroit	averoit
mis	mis
son	son
desirrier	desirrier
blondiaus	blondiaus
met	met
son	son
cuer	cuer
en	en
hostage	hostage
la	la
u	u
il	il
na	na
point	point
de	de
uisnage	visnage
fors	fors
biau	biau
samblant	samblant
sanz	sanz
otroier	otroier
maiz	maiz
ni	ni
claime	claime
point	point
direrage	direrage
