token	lemma	POS	morph	treated
Iai	aler	ADVgen	TEMPS=pst	Iai
maintes	maint	DETind	NOMB.=p|GENRE=f|CAS=r	maintes
foiz	foiz	NOMcom	NOMB.=p|GENRE=f|CAS=r	foiz
chante	chanter	VERcjg	MODE=ind|PERS.=3|NOMB.=s|GENRE=f	chante
de	de	PRE	MORPH=empty	de
ioie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r	ioie
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
baudour	baudor	NOMcom	NOMB.=s|GENRE=m|CAS=r	baudour
or	or4	ADVgen	CAS=r|DEGRE=-	or
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
mõ	mon1	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mõ
uers	vers2	NOMcom	MORPH=empty	uers
mue	müer	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	mue
si	si	ADVgen	DEGRE=-	si
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
en	en1	PRE	MORPH=empty	en
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
errour	error1	NOMcom	NOMB.=s|GENRE=f|CAS=r	errour
quar	car	CONcoo	MORPH=empty	quar
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
uoi	aler	VERcjg	MODE=ind|PERS.=1|NOMB.=s	uoi
atourne	atorner	VERppe	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=f	atourne
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
afaire	afaire2	NOMcom	NOMB.=s|GENRE=m|CAS=r	afaire
en	en1	PRE	MORPH=empty	en
tristour	tristor	NOMcom	NOMB.=s|GENRE=f|CAS=r	tristour
quele	quel1	PROrel	NOMB.=s|GENRE=f|CAS=r	quele
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
reprouue	reprovier	NOMcom	NOMB.=s|GENRE=f|CAS=r	reprouue
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
donc	donc	PROrel	DEGRE=-	donc
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
souuent	soser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	souuent
plour	plorer	NOMcom	NOMB.=p|CAS=n	plour
Ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	Ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
ramprosne	ramprendor	NOMcom	NOMB.=s|GENRE=f|CAS=r	ramprosne
et	et	CONcoo	MORPH=empty	et
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dit	dire	NOMcom	MODE=ind|NOMB.=s|CAS=n	dit
que	que4	CONsub	MORPH=empty	que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
u	en1+le	CONcoo	MORPH=empty	u
tour	tor2	NOMcom	NOMB.=s|GENRE=f|CAS=r	tour
que	que4	CONsub	MORPH=empty	que
trop	trop	ADVgen	DEGRE=-	trop
aile	aler	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	aile
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	chief
melle	mesler	VERcjg	NOMB.=s|GENRE=f|CAS=n	melle
de	de	PRE	MORPH=empty	de
chainnes	chäeine	NOMcom	NOMB.=s|GENRE=f|CAS=r	chainnes
nai	naistre	ADJqua	PERS.=1|NOMB.=s	nai
droit	droit	ADVgen	NOMB.=s|GENRE=m|CAS=r	droit
en	en1	PRE	MORPH=empty	en
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
maiz	mais1	CONcoo	GENRE=m|CAS=n	maiz
se	se	PROper	GENRE=m|CAS=r	se
iai	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	iai
de	de	PRE	MORPH=empty	de
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
tans	tens	NOMcom	NOMB.=s|GENRE=m|CAS=r	tans
use	user	VERcjg	MODE=ind|NOMB.=s|GENRE=f	use
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=n|CAS=r	el
na	ne1	ADVneg	NOMB.=s	na
pas	pas	ADVneg	MORPH=empty	pas
este	estre1	VERppe	PERS.=3|NOMB.=s|GENRE=m|CAS=r	este
aseiour	assëur	NOMcom	NOMB.=s|GENRE=m|CAS=n	aseiour
ainz	ainz	ADVgen	DEGRE=-	ainz
abien	abiner	NOMcom	GENRE=m	abien
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
uis	uis	NOMcom	NOMB.=s|GENRE=m|CAS=r	uis
guarde	garder	NOMcom	MODE=ind|NOMB.=s	guarde
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
uoirs	voir	NOMcom	NOMB.=s|GENRE=m|CAS=r	uoirs
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
de	de	PRE	MORPH=empty	de
bel	bel1	ADJqua	NOMB.=s|CAS=r|DEGRE=p	bel
atour	ator	NOMcom	GENRE=f|CAS=r	atour
Sest	set	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=n	Sest
pluz	plus	ADVgen	DEGRE=c	pluz
blanche	blanc	ADJqua	NOMB.=s|CAS=n|DEGRE=p	blanche
que	que4	CONsub	MORPH=empty	que
flour	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=n	flour
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
uermeille	oremie	NOMcom	NOMB.=s|GENRE=f|CAS=r	uermeille
coulour	color	NOMcom	NOMB.=s	coulour
		PONfbl	MORPH=empty	
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f	sa
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
ueu	vëoir	CONcoo	PERS.=3|NOMB.=s|GENRE=m	ueu
maint	maint	DETind	NOMB.=s|GENRE=m|CAS=n	maint
iour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=n	iour
Ne	ne1	ADVneg	MORPH=empty	Ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
deuroit	devoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	deuroit
gaber	gaber	VERinf	NOMB.=s	gaber
mie	mie	ADVneg	MORPH=empty	mie
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
de	de	PRE	MORPH=empty	de
si	si	ADVgen	DEGRE=-	si
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
ualour	volor	NOMcom	NOMB.=s|GENRE=f|CAS=r	ualour
ne	ne1	ADVneg	MORPH=empty	ne
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
dire	dire	VERinf	MORPH=empty	dire
uilenie	vilenie	NOMcom	NOMB.=s|GENRE=f|CAS=r	uilenie
quar	car	CONcoo	MORPH=empty	quar
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
met	metre2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	met
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r	gent
en	en1	PRE	MORPH=empty	en
irour	iror	NOMcom	NOMB.=s|GENRE=f|CAS=r	irour
		PONfbl	MORPH=empty	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
bien	bien1	ADVgen	DEGRE=p	bien
oir	öir	VERinf	GENRE=m	oir
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
Ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	Ele
auoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	auoit
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
desueillier	deslëauler	VERinf	MORPH=empty	desueillier
le	il	DETdef	NOMB.=s|GENRE=m|CAS=r	le
chiẽ	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	chiẽ
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
dort	dormir	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	dort
en	en1	PRE	MORPH=empty	en
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
descort	descort2	NOMcom	MODE=ind|NOMB.=s|GENRE=m|CAS=r	descort
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
plaig	plaindre	NOMcom	PERS.=1|NOMB.=s	plaig
mout	mout	ADVgen	DEGRE=-	mout
de	de	PRE	MORPH=empty	de
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
acort	acort	NOMcom	NOMB.=s|GENRE=m|CAS=r	acort
maiz	mais1	CONcoo	GENRE=m|CAS=r|DEGRE=-	maiz
iai	aler	VERcjg	MODE=ind|PERS.=1	iai
confort	confort	NOMcom	NOMB.=s|GENRE=m|CAS=r	confort
		PONfbl	MORPH=empty	
quades	casder	NOMcom	NOMB.=s|GENRE=f|CAS=n	quades
aproche	aprochier	VERcjg	NOMB.=s	aproche
ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ala
mort	morir	VERppe	NOMB.=s|GENRE=m|CAS=r	mort
arruiez	ariver1	VERppe	NOMB.=s|GENRE=m|CAS=n	arruiez
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
amal	amal	ADJqua	NOMB.=s|GENRE=m|CAS=n	amal
port	port2	VERcjg	NOMB.=s|GENRE=m|CAS=n	port
quant	cant1	CONsub	MORPH=empty	quant
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=n	cele
seur	sor2	PRE	MORPH=empty	seur
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
parole	parole	VERcjg	MODE=ind|PERS.=3|NOMB.=s	parole
u	où	CONcoo	NOMB.=s|CAS=i	u
cuidoie	cuidier1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	cuidoie
auoir	avoir	VERinf	MORPH=empty	auoir
confort	conforter	NOMcom	NOMB.=s|GENRE=m|CAS=r	confort
Or	or4	ADVgen	DEGRE=-	Or
uoi	vëoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s|CAS=i	uoi
quele	quel1	CONsub	NOMB.=s|GENRE=f|CAS=r	quele
me	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r	me
limpole	limoges	NOMcom	NOMB.=s|GENRE=f	limpole
gi	je	PROper	PERS.=1|GENRE=m	gi
