token	lemma	POS	morph	treated
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
damour	damoir	NOMcom	PERS.=3|NOMB.=s|CAS=n	damour
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
conseille	conseillier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	conseille
que	que4	CONsub	MORPH=empty	que
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
doie	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	doie
partir	partir	VERinf	MORPH=empty	partir
ne	ne1	ADVneg	MORPH=empty	ne
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	set
pas	pas	ADVneg	MORPH=empty	pas
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
resueille	restoillir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	resueille
ne	ne2	CONcoo	MORPH=empty	ne
quel	quel1	PROrel	NOMB.=s|GENRE=m|CAS=n	quel
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
mi	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n	mi
grief	grief	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	grief
souspir	sospir	VERinf	MORPH=empty	souspir
petit	petit	ADVgen	NOMB.=p|CAS=n|DEGRE=p	petit
a	a3	PRE	MODE=ind	a
sent	sentir	PROcar	NOMB.=s|GENRE=m|CAS=r	sent
et	et	CONcoo	MORPH=empty	et
uoisdie	Oudisie	VERppe	MODE=sub|NOMB.=s|CAS=r	uoisdie
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
ueut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ueut
chastoier	chastiier	VERinf	MORPH=empty	chastoier
nonques	nonciu1	ADVgen	DEGRE=-	nonques
nama	namer	VERcjg	MODE=ind|PERS.=3|NOMB.=s	nama
en	en1	PRE	MORPH=empty	en
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
uie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r	uie
si	si	ADVgen	DEGRE=-	si
fait	faire	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	fait
trop	trop	ADVgen	DEGRE=-	trop
nice	niece	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	nice
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
sentremet	sentemer	NOMcom	MODE=ind|TEMPS=pst|NOMB.=s	sentremet
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r	mestier
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i	dont
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
aidier	aidier	VERinf	MORPH=empty	aidier
Ha	ha!	OUT	TEMPS=pst|GENRE=f|CAS=r	Ha
		PONfbl	MORPH=empty	
blanche	blanc	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	blanche
clere	cler	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	clere
et	et	CONcoo	MORPH=empty	et
uermeille	Orbene	NOMcom	NOMB.=s|GENRE=f|CAS=r	uermeille
de	de	PRE	MORPH=empty	de
uous	vos	NOMcom	NOMB.=p|GENRE=m|CAS=i	uous
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
tout	tot	DETind	NOMB.=s|GENRE=m	tout
mi	je	DETpos	NOMB.=s|GENRE=m|CAS=n	mi
desir	desirrer	NOMcom	MORPH=empty	desir
car	car	CONcoo	MORPH=empty	car
faites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	faites
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
merueille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r	merueille
droiture	droiture	NOMcom	NOMB.=s|GENRE=f|CAS=r	droiture
