token	lemma	POS	morph	treated
Onques	onque	ADVgen	DEGRE=-	Onques
maiz	mais1	ADVgen	CAS=n|DEGRE=-	maiz
nus	nul	DETind	NOMB.=s|GENRE=m|CAS=n	nus
hõ	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hõ
ne	ne1	ADVneg	MORPH=empty	ne
chanta	chanter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	chanta
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r	maniere
que	que4	PROrel	NOMB.=s|GENRE=f|CAS=r	que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
chant	chant2	VERppa	MODE=ind|PERS.=3|NOMB.=s	chant
ne	ne2	CONcoo	MORPH=empty	ne
iamaiz	amer1	VERppe	NOMB.=s|GENRE=m	iamaiz
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nus
ne	ne1	ADVneg	MORPH=empty	ne
chantera	chanter	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	chantera
pluz	plus	ADVgen	DEGRE=-	pluz
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	ait
dire	dire	VERinf	MORPH=empty	dire
a	a3	PRE	MORPH=empty	a
mains	main2	ADVgen	NOMB.=p|GENRE=f|CAS=r	mains
de	de	PRE	MORPH=empty	de
samblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	samblant
et	et	CONcoo	MORPH=empty	et
quant	cant1	CONsub	MORPH=empty	quant
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
ocis	ocire	VERppe	NOMB.=s|GENRE=m|CAS=n	ocis
maura	morir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	maura
sachiez	savoir	VERppe	NOMB.=p	sachiez
de	de	PRE	MORPH=empty	de
uoir	voir	VERinf	NOMB.=s	uoir
ali	aler	VERppe	NOMB.=s|GENRE=m|CAS=r	ali
men	mien	PROpos	PERS.=1|GENRE=m|CAS=r	men
uant	avant	ADVgen	NOMB.=s|GENRE=m|DEGRE=-	uant
		PONfbl	MORPH=empty	
que	que4	CONsub	MORPH=empty	que
iamaiz	amer1	ADVgen	NOMB.=s|GENRE=m|DEGRE=-	iamaiz
nul	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nul
nen	ne1	ADVneg	MORPH=empty	nen
trouuera	trover	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	trouuera
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
laint	laint	VERcjg	MODE=ind|PERS.=3|NOMB.=s|CAS=r	laint
en	en1	PRE	MORPH=empty	en
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
son	son4	ADJpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
uiuant	viein	VERppa	NOMB.=s|GENRE=m|CAS=r	uiuant
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
deust	devoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	deust
auoir	avoir	VERinf	MORPH=empty	auoir
pluz	plus	ADVgen	DEGRE=-	pluz
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ci	ci	ADVgen	DEGRE=-	ci
uois	voiz	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	uois
languissant	langison	VERppa	MORPH=empty	languissant
Biaus	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Biaus
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sire
dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	dex
sele	sele	NOMcom	NOMB.=s|GENRE=f|CAS=r	sele
aime	amer1	VERcjg	MODE=ind|NOMB.=s	aime
ia	ja	ADVgen	TEMPS=pst|DEGRE=-	ia
dounez	doner	VERppe	PERS.=2|NOMB.=p|GENRE=m|CAS=n	dounez
que	que4	CONsub	MORPH=empty	que
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	moi
auant	avant	ADVgen	DEGRE=-	auant
quar	car	CONcoo	MORPH=empty	quar
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
bien	bien1	ADVgen	DEGRE=p	bien
conques	conquerre	ADVgen	NOMB.=s	conques
nama	namer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	nama
pour	por2	PRE	MORPH=empty	pour
ceu	ce1	PROdem	NOMB.=s|GENRE=m|CAS=r	ceu
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mes	mais1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
pluz	plus	ADVgen	DEGRE=-	pluz
engrant	engrant	ADJqua	NOMB.=s|GENRE=m|CAS=n	engrant
mout	mout	ADVgen	DEGRE=-	mout
a	a3	PRE	MORPH=empty	a
enuis	enui	NOMcom	NOMB.=s|CAS=r	enuis
i	i2	PROadv	MORPH=empty	i
aprendra	aprendre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	aprendra
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
men	mien	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	men
uois	voiz	NOMcom	MODE=ind|NOMB.=s|GENRE=m|CAS=r	uois
bien	bien1	ADVgen	DEGRE=p	bien
aperceuant	apercevoir	VERppa	MORPH=empty	aperceuant
quant	cant1	CONsub	MORPH=empty	quant
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
encore	encore	ADVgen	TEMPS=pst|DEGRE=-	encore
sentu	sentir	VERcjg	PERS.=3|NOMB.=s|GENRE=m|CAS=r	sentu
na	ne1	VERcjg	NOMB.=s	na
		PONfbl	MORPH=empty	
nus	nos1	PROind	PERS.=1|NOMB.=p|GENRE=m|CAS=r	nus
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
mauz	mal1	NOMcom	NOMB.=p|CAS=r	mauz
