token	lemma	POS	morph	treated
POr	por2	PRE	MORPH=empty	POr
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
se	se	CONsub	GENRE=m	se
damer	dame	VERinf	MORPH=empty	damer
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
duel	duel	NOMcom	MODE=ind|NOMB.=s|GENRE=m|CAS=r	duel
si	si	ADVgen	DEGRE=-	si
iai	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1	iai
ie	je	PROper	PERS.=1|GENRE=m|CAS=n	ie
gnͣt	gent2	ADJqua	NOMB.=s|GENRE=m|CAS=r	gnͣt
confort	confort	NOMcom	NOMB.=s|GENRE=m|CAS=r	confort
quar	car	CONcoo	MORPH=empty	quar
ades	adès	ADVgen	CAS=r	ades
en	en2	PRE	MORPH=empty	en
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
recort	recorir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	recort
diex	Dieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	diex
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
uirent	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	uirent
mi	mon1	DETpos	NOMB.=s|GENRE=m|CAS=n	mi
oeil	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=n	oeil
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=n	cest
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	sa
gnͣt	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n	gnͣt
biaute	biauté	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	biaute
ueraie	verai	VERcjg	MODE=ind|NOMB.=s|GENRE=f|CAS=r	ueraie
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
en	en1	PRE	MORPH=empty	en
plusors	plusor	DETind	TEMPS=pst|NOMB.=p|CAS=r	plusors
sens	sens	NOMcom	NOMB.=p|CAS=r	sens
mes	mais1	CONcoo	MORPH=empty	mes
saie	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s|DEGRE=p	saie
que	que4	CONsub	MORPH=empty	que
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
combat	combatre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	combat
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amors
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuers
		PONfbl	MORPH=empty	
