token	lemma	POS	morph	treated
MAuuez	mauvet	DETind	CAS=n	MAuuez
arbres	arbre	NOMcom	NOMB.=s|GENRE=m|CAS=n	arbres
ne	ne1	ADVneg	MORPH=empty	ne
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
florir	florir	VERinf	MORPH=empty	florir
ainz	ainz	ADVgen	DEGRE=-	ainz
seche	sec	VERcjg	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	seche
toz	tot	ADVgen	NOMB.=p|GENRE=m|CAS=r	toz
		PONfbl	MORPH=empty	
ua	aler	ADVgen	MODE=ind|PERS.=3|NOMB.=s	ua
crolant	croler	VERppa	NOMB.=s	crolant
		PONfbl	MORPH=empty	
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
naime	Naimes	VERcjg	NOMB.=s|CAS=r	naime
sanz	sans	PRE	MORPH=empty	sanz
mentir	mentir	NOMcom	MORPH=empty	mentir
ne	ne2	ADVneg	MORPH=empty	ne
porte	porter	VERcjg	MODE=ind|PERS.=3|NOMB.=s	porte
fruit	fruit	NOMcom	NOMB.=s|GENRE=m|CAS=r	fruit
ainz	ainz	ADVgen	DEGRE=-	ainz
ua	aler	VERcjg	MODE=ind|PERS.=3|NOMB.=s	ua
morant	morir	VERppa	NOMB.=s	morant
fleur	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=r	fleur
		PONfbl	MORPH=empty	
fruit	fruit	NOMcom	NOMB.=s|GENRE=m|CAS=r	fruit
de	de	PRE	MORPH=empty	de
cointe	cointe	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	cointe
semblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	semblant
porce	por2+ce1	PRE.PROdem	NOMB.=s|CAS=r	porce
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
en	en1	PRE	MORPH=empty	en
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
naist	naistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	naist
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amors
en	en1	PRE	MORPH=empty	en
ce	ce1	DETdem	NOMB.=s|GENRE=m|CAS=r	ce
fruit	fruit	NOMcom	NOMB.=s|GENRE=m|CAS=r	fruit
a	a3	PRE	MORPH=empty	a
tant	tant	ADVgen	DEGRE=-	tant
de	de	PRE	MORPH=empty	de
ualor	voloir	NOMcom	NOMB.=s|GENRE=f|CAS=r	ualor
q̃	que4	CONsub	MORPH=empty	q̃
nus	nos1	PROind	NOMB.=s|GENRE=m|CAS=n	nus
ne	ne1	ADVneg	MORPH=empty	ne
porroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	porroit
alegier	alegier1	VERinf	MORPH=empty	alegier
que	que4	CONsub	MORPH=empty	que
toz	tot	DETind	NOMB.=p|GENRE=m	toz
max	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=n	max
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
allegier	alegier1	VERinf	MORPH=empty	allegier
fruit	fruit	NOMcom	NOMB.=s|GENRE=m|CAS=r	fruit
de	de	PRE	MORPH=empty	de
nature	nature	NOMcom	NOMB.=s|GENRE=f|CAS=r	nature
lapele	lapele	ADJqua	NOMB.=s|GENRE=f|CAS=r	lapele
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
or	or4	ADVgen	GENRE=m|CAS=r	or
uos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	uos
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
deuise	devoir	VERppe	NOMB.=s	deuise
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
