token	lemma	POS	morph	treated
Mes	mon1	DETpos	PERS.=1|CAS=n	Mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
conmencier	comencier	VERinf	MORPH=empty	conmencier
quant	cant1	CONsub	MORPH=empty	quant
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
deusse	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	deusse
fenir	fenir	VERinf	MORPH=empty	fenir
pour	por2	PRE	MORPH=empty	pour
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
doleur	dolor	NOMcom	NOMB.=s|GENRE=f|CAS=r	doleur
noncier	noncier1	VERinf	MORPH=empty	noncier
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	cele
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
languir	langiure	VERinf	MORPH=empty	languir
maiz	mais1	CONcoo	CAS=r|DEGRE=c	maiz
ainc	ainc	ADVgen	DEGRE=-	ainc
ne	ne1	ADVneg	MORPH=empty	ne
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
desir	desir	NOMcom	NOMB.=s|GENRE=m|CAS=r	desir
si	si	ADVgen	DEGRE=-	si
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
merveillier	merveillier	VERinf	MORPH=empty	merveillier
u	o3	PROrel	NOMB.=s	u
se	se	CONsub	MORPH=empty	se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vai	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vai
angoisse	angoisse	NOMcom	NOMB.=s|GENRE=f|CAS=r	angoisse
et	et	CONcoo	MORPH=empty	et
ire	ire	NOMcom	NOMB.=s|GENRE=f|CAS=r	ire
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
autres	autre	PROind	NOMB.=s|GENRE=m|CAS=n	autres
deüst	devoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	deüst
morir	morir	VERinf	MORPH=empty	morir
s	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
en	en1	PRE	MORPH=empty	en
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
desirrier	desirrier2	NOMcom	NOMB.=s|GENRE=m|CAS=r	desirrier
maiz	mais1	CONcoo	GENRE=m|CAS=r|DEGRE=c	maiz
esperance	esperance	NOMcom	NOMB.=s|GENRE=f|CAS=r	esperance
et	et	CONcoo	MORPH=empty	et
desir	desirrer	VERinf	MORPH=empty	desir
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
assez	assez	ADVgen	DEGRE=p	assez
mains	moins	ADVgen	NOMB.=p|GENRE=f|CAS=r|DEGRE=c	mains
gregier	gregier	VERinf	MORPH=empty	gregier
et	et	CONcoo	MORPH=empty	et
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=f|CAS=r	mes
douleurs	dolor	NOMcom	NOMB.=p|GENRE=f|CAS=r	douleurs
alegier	alegier1	VERinf	MORPH=empty	alegier
dont	dont	PROrel	NOMB.=s|GENRE=m	dont
ja	ja	ADVgen	DEGRE=-	ja
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	quier
partir	partir	VERinf	MORPH=empty	partir
chancounete	chançonete	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancounete
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
li	le	PROper	NOMB.=s|GENRE=m|CAS=n	li
dire	dire	VERinf	MORPH=empty	dire
pour	por2	PRE	MORPH=empty	pour
dieu	dieu	NOMcom	NOMB.=s|GENRE=m|CAS=r	dieu
trop	trop	ADVgen	DEGRE=-	trop
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
puent	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	puent
targier	targier2	VERinf	MORPH=empty	targier
biauz	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biauz
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sire
a	a3	PRE	MORPH=empty	a
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m|CAS=r	plaisir
volez	voloir	VERcjg	MODE=ind|PERS.=2|NOMB.=p	volez
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
vous	vostre	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
pluz	plus	ADVgen	DEGRE=-	pluz
chargier	chargier	VERinf	MORPH=empty	chargier
ainc	ainz	ADVgen	DEGRE=-	ainc
maiz	mais1	ADVgen	GENRE=m|CAS=r|DEGRE=c	maiz
ne	ne1	ADVneg	MORPH=empty	ne
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
osai	oser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	osai
gehir	jesir	VERinf	MORPH=empty	gehir
quar	car	CONcoo	MORPH=empty	quar
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
felon	felon	ADJqua	NOMB.=p|GENRE=m|CAS=n	felon
losengier	losengier1	NOMcom	NOMB.=s|GENRE=m|CAS=n	losengier
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
tout	tot	ADVgen	NOMB.=p|GENRE=n|CAS=r|DEGRE=-	tout
vuelent	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	vuelent
encerchier	encerchier	VERinf	MORPH=empty	encerchier
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
fonnt	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	fonnt
maint	maint	DETind	NOMB.=p|GENRE=m|CAS=r	maint
anui	enui	NOMcom	NOMB.=p|GENRE=m|CAS=r	anui
sentir	sentir	VERinf	MORPH=empty	sentir
ne	ne2	CONcoo	MORPH=empty	ne
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
ensai	en2	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	ensai
