token	lemma	POS	morph	treated
en	en1	PRE	MORPH=empty	en
dous	deus	DETcar	NOMB.=p|GENRE=m|CAS=r	dous
tans	tens	NOMcom	NOMB.=p|GENRE=m|CAS=r	tans
et	et	CONcoo	MORPH=empty	et
en	en1	PRE	MORPH=empty	en
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
eure	ore3	NOMcom	NOMB.=s|GENRE=f|CAS=r	eure
vueill	voloir	NOMcom	NOMB.=s	vueill
retraire	retraire	VERinf	MORPH=empty	retraire
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancon
mestiers	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=n	mestiers
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
qu	que4	CONsub	MORPH=empty	qu
or	or4	ADVgen	DEGRE=-	or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
sekeure	secorer	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s	sekeure
fausserienz	fausserie	NOMcom	NOMB.=s|GENRE=m|CAS=n	fausserienz
a	a3	PRE	MORPH=empty	a
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
felon	felon	ADJqua	NOMB.=s|GENRE=m|CAS=r	felon
en	en1	PRE	MORPH=empty	en
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	cui
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
fiance	fïance	NOMcom	NOMB.=s|GENRE=f|CAS=r	fiance
guardez	garder	VERppe	NOMB.=s|CAS=r	guardez
com	come1	CONsub	MORPH=empty	com
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
en	en1	PRE	MORPH=empty	en
balance	balance	NOMcom	NOMB.=s|GENRE=f|CAS=r	balance
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
en	en2	PROadv	MORPH=empty	en
atent	atendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	atent
guerredon	guerredon	NOMcom	NOMB.=s|GENRE=m|CAS=r	guerredon
quant	cant1	CONsub	MORPH=empty	quant
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
desseure	desor	ADVgen	NOMB.=s|GENRE=m|CAS=r	desseure
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
rienz	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rienz
se	se	CONsub	NOMB.=s	se
merci	mercïer	NOMcom	TEMPS=pst|NOMB.=s|GENRE=f|CAS=r	merci
non	non	ADVneg	MORPH=empty	non
maiz	mais1	ADVgen	CAS=r	maiz
trop	trop	ADVgen	DEGRE=-	trop
d	de	PRE	MORPH=empty	d
assez	assez	ADVgen	DEGRE=-	assez
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
demevres	desmesurer	NOMcom	PERS.=2|NOMB.=p	demevres
en	en1	PROadv	MORPH=empty	en
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
avoir	avoir	VERinf	MORPH=empty	avoir
guerison	garison	NOMcom	NOMB.=s|GENRE=f|CAS=r	guerison
sau	sauf	ADJqua	NOMB.=s|GENRE=m|CAS=r	sau
daerrain	däerrain	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	daerrain
ne	ne2	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
avance	avance	VERcjg	NOMB.=s|GENRE=f|CAS=r	avance
donques	donc	ADVgen	DEGRE=-	donques
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
esperance	esperance	NOMcom	NOMB.=s|GENRE=f|CAS=r	esperance
en	en1	PRE	MORPH=empty	en
guise	guise	NOMcom	NOMB.=s|GENRE=f|CAS=r	guise
de	de	PRE	MORPH=empty	de
trahison	träison	NOMcom	NOMB.=s|GENRE=f|CAS=r	trahison
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	nos
pas	pas	ADVneg	MORPH=empty	pas
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
mon	mon1	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
pense	penser	NOMcom	NOMB.=s|GENRE=m|CAS=r	pense
dire	dire	VERinf	MORPH=empty	dire
celi	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n	amis
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
mais	mais1	ADVgen	MORPH=empty	mais
de	de	PRE	MORPH=empty	de
duel	duel	NOMcom	NOMB.=s|GENRE=m|CAS=r	duel
morrai	morir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	morrai
et	et	CONcoo	MORPH=empty	et
dire	dire	VERinf	MORPH=empty	dire
se	se	CONsub	MORPH=empty	se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
l	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
aimavee	agaitier	VERcjg	MODE=sub|PERS.=1|NOMB.=s	aimavee
autrui	autrui	PROind	PERS.=1|NOMB.=s|CAS=i	autrui
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vif	vif	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	vif
com	come1	CONsub	MORPH=empty	com
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
en	en1	PRE	MORPH=empty	en
faillance	falirance	NOMcom	NOMB.=s|CAS=r	faillance
quar	car	CONcoo	DEGRE=-	quar
de	de	PRE	MORPH=empty	de
dure	dur	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	dure
contenance	contenance	NOMcom	NOMB.=s|GENRE=f|CAS=r	contenance
la	là	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
trovai	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	trovai
quant	cant1	CONsub	MORPH=empty	quant
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
i	i2	PROadv	MORPH=empty	i
fui	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fui
conseill	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=n	conseill
quier	querre	VERcjg	PERS.=1|NOMB.=s	quier
de	de	PRE	MORPH=empty	de
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
martire	martire2	NOMcom	NOMB.=s|GENRE=m|CAS=r	martire
seigneur	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r	seigneur
maiz	mais1	CONcoo	NOMB.=s|GENRE=m|CAS=n|DEGRE=c	maiz
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
a	a3	PRE	MORPH=empty	a
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	cui
conment	coment1	ADVint	MORPH=empty	conment
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
eslire	eslire	VERinf	MORPH=empty	eslire
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
a	a3	PRE	MORPH=empty	a
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
anui	enui	NOMcom	NOMB.=s|GENRE=m|CAS=r	anui
