token	lemma	POS	morph	treated
Savez	savoir	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=p	Savez
pour	por2	PRE	MORPH=empty	pour
coi	coi2	PROrel	NOMB.=s|GENRE=m|CAS=i	coi
plaig	plaindre	NOMcom	NOMB.=s|CAS=r	plaig
et	et	CONcoo	MORPH=empty	et
souspir	sospirer	VERinf	MORPH=empty	souspir
seigneur	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	seigneur
n	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
faiz	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	faiz
pas	pas	ADVneg	MORPH=empty	pas
a	a3	PRE	MORPH=empty	a
blasmer	blasmer	VERinf	MORPH=empty	blasmer
touz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	touz
jours	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r	jours
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
servir	servir	VERinf	MORPH=empty	servir
d	de	PRE	MORPH=empty	d
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
ne	ne2	ADVneg	MORPH=empty	ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1	puis
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
oster	oster2	VERinf	MORPH=empty	oster
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mes
honeurs	onor	NOMcom	NOMB.=p|GENRE=m|CAS=n	honeurs
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
d	de	PRE	MORPH=empty	d
einsint	ainsi	ADVgen	DEGRE=-	einsint
morir	morir	VERinf	MORPH=empty	morir
si	se	ADVgen	DEGRE=-	si
en	en2	PROadv	MORPH=empty	en
vueill	voloir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	vueill
mieus	mieus	ADVgen	MORPH=empty	mieus
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
soufrir	sofrir	VERinf	MORPH=empty	soufrir
tant	tant	ADVgen	DEGRE=-	tant
qu	que4	CONsub	MORPH=empty	qu
