token	lemma	POS	morph	treated
ur	or1	NOMcom	GENRE=m|DEGRE=-	ur
dont	dont	ADVgen	CAS=i|DEGRE=-	dont
suiessme	suire2	VERcjg	PERS.=1|NOMB.=s|GENRE=m|CAS=n	suiessme
semont	semondre	VERcjg	MODE=ind|NOMB.=s	semont
deant	dedenz	ADVgen	MORPH=empty	deant
com	come1	CONsub	MORPH=empty	com
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
soupris	sorprendre	VERppe	NOMB.=s|GENRE=m|CAS=n	soupris
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
amender	amender	VERinf	MORPH=empty	amender
petit	petit	ADVgen	NOMB.=s|DEGRE=p	petit
icou	ice1	PROdem	NOMB.=s|GENRE=m|CAS=r	icou
quis	querre	PROrel.PROper	NOMB.=s|GENRE=m|CAS=r	quis
mais	mais1	CONcoo	MORPH=empty	mais
bien	bien1	ADVgen	DEGRE=p	bien
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
puis	pöoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	puis
vanter	vanter	VERinf	MORPH=empty	vanter
se	se	CONsub	MORPH=empty	se
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
plaist	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plaist
iai	aler	VERcjg	DEGRE=-	iai
a	a3	PRE	MORPH=empty	a
pris	prendre	NOMcom	NOMB.=s|GENRE=m|CAS=r	pris
a	a3	PRE	MORPH=empty	a
loiaument	lëaument	ADVgen	DEGRE=-	loiaument
amera	amer1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	amera
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
mi	mon1	DETpos	NOMB.=p|GENRE=m|CAS=n	mi
penser	penser	VERinf	NOMB.=p	penser
et	et	CONcoo	MORPH=empty	et
seront	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p	seront
a	a3	PRE	MORPH=empty	a
touz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	touz
dis	dis1	PROcar	NOMB.=s|GENRE=m|CAS=r	dis
ja	ja	ADVgen	DEGRE=-	ja
ne	ne1	ADVneg	MORPH=empty	ne
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	quier
oster	oster2	VERinf	MORPH=empty	oster
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
membrance	membrance	NOMcom	NOMB.=s|GENRE=f|CAS=r	membrance
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
uis	uis	NOMcom	NOMB.=s|GENRE=m|CAS=r	uis
fres	frois1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fres
et	et	CONcoo	MORPH=empty	et
