token	lemma	POS	morph	treated
Des	des2	PRE	MORPH=empty	Des
or	or4	ADVgen	GENRE=m|CAS=r|DEGRE=-	or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
vueillesioir	veillore	NOMcom	PERS.=2	vueillesioir
en	en1	PRE	MORPH=empty	en
chantant	chanter	VERppa	MORPH=empty	chantant
en	en1	PRE	MORPH=empty	en
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r	maniere
que	que4	CONsub	MORPH=empty	que
jamaiz	ja+mais1	ADVgen	DEGRE=-	jamaiz
ne	ne1	ADVneg	MORPH=empty	ne
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	quier
issir	issir	VERinf	MORPH=empty	issir
derienz	derrier(e)	VERcjg	NOMB.=p|GENRE=m|DEGRE=p	derienz
qumours	cus	NOMcom	NOMB.=s|GENRE=m|CAS=r	qumours
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
requiere	requerre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	requiere
que	que4	CONsub	MORPH=empty	que
si	si	ADVgen	DEGRE=-	si
bel	bel1	ADVgen	NOMB.=s|DEGRE=p	bel
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
choisir	choisir	VERinf	NOMB.=s|GENRE=m	choisir
qu	que4	CONsub	MORPH=empty	qu
a	a3	PRE	MODE=ind|TEMPS=pst	a
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
un	un	PROind	NOMB.=s|GENRE=m|CAS=r	un
ne	ne1	ADVneg	MORPH=empty	ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
maiz	mais1	ADVgen	NOMB.=s|DEGRE=-	maiz
faillir	falir	VERinf	MORPH=empty	faillir
u	o3	CONcoo	MORPH=empty	u
bel	bel1	ADVgen	NOMB.=s|DEGRE=p	bel
vivre	vivre1	VERinf	NOMB.=s	vivre
u	o3	CONcoo	MORPH=empty	u
bel	bel1	ADVgen	NOMB.=s|GENRE=m|DEGRE=p	bel
morir	morir	VERinf	NOMB.=s	morir
en	en1	PRE	MORPH=empty	en
merci	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merci
et	et	CONcoo	MORPH=empty	et
en	en1	PRE	MORPH=empty	en
proiere	priiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	proiere
Et	et	CONcoo	MORPH=empty	Et
puiz	puis	ADVgen	NOMB.=s|CAS=r|DEGRE=-	puiz
qu	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
a	a3	PRE	MORPH=empty	a
plaisir	plaisir	NOMcom	GENRE=m|CAS=r	plaisir
a	a3	PRE	MORPH=empty	a
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
debonaire	debonaire	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	debonaire
fiere	fier	ADJqua	NOMB.=s|GENRE=f|CAS=r	fiere
quele	quel1	PROrel	NOMB.=s|GENRE=f|CAS=r	quele
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
chant	chant2	NOMcom	NOMB.=s|GENRE=m|CAS=r	chant
deigneoir	deignier	VERinf	MORPH=empty	deigneoir
toute	tot	DETind	GENRE=f|CAS=r	toute
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r	autre
rienz	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rienz
