token	lemma	POS	morph	treated
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	douce
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
tot	tot	DETind	MORPH=empty	tot
autre	autre	DETind	NOMB.=s|GENRE=m|CAS=r	autre
pensement	pensement	ADVgen	NOMB.=s|CAS=r|DEGRE=p	pensement
quant	cant1	CONsub	MORPH=empty	quant
pensa	penser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	pensa
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
oubli	oblïer	VERppe	TEMPS=psp|NOMB.=s	oubli
en	en1	PRE	MORPH=empty	en
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
coraige	corage	NOMcom	NOMB.=s|GENRE=m|CAS=r	coraige
des	des2	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
que	que2	CONsub	NOMB.=s|GENRE=m|CAS=r	que
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
vi	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	vi
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
ielz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r	ielz
monbimierement	Mondimier	ADVgen	DEGRE=-	monbimierement
ains	ainz	ADVgen	DEGRE=-	ains
puis	puis	ADVgen	DEGRE=-	puis
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amors
ne	ne1	ADVneg	MORPH=empty	ne
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
savuage	sauvage	ADJqua	NOMB.=s|GENRE=m|CAS=r	savuage
aincoins	ainçois	ADVgen	DEGRE=-	aincoins
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
plus	plus	ADVgen	DEGRE=-	plus
traveillie	travaillier	VERppe	NOMB.=s|GENRE=f|CAS=n	traveillie
que	que4	CONsub	MORPH=empty	que
devant	devant	ADVgen	MORPH=empty	devant
por	por2	PRE	MORPH=empty	por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
bien	bien1	ADVgen	DEGRE=p	bien
que	que4	CONsub	MORPH=empty	que
garison	garison	NOMcom	NOMB.=s|CAS=n	garison
n	ne1	ADVneg	MORPH=empty	n
aten	atendre	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	aten
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
m	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
asovaige	assoagier	VERcjg	MODE=ind|PERS.=3|NOMB.=s	asovaige
fors	fors1	ADVgen	DEGRE=-	fors
seul	sol1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	seul
de	de	PRE	MORPH=empty	de
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
remrrer	remroire	VERinf	MORPH=empty	remrrer
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
ielz	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r	ielz
ducve	douz	ADJqua	NOMB.=s|CAS=r	ducve
en	en1	PRE	MORPH=empty	en
pensant	penser	NOMcom	NOMB.=s|CAS=r	pensant
se	se	CONsub	MORPH=empty	se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
vers	vers2	PRE	MORPH=empty	vers
vos	vostre	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
aler	aler	VERinf	MORPH=empty	aler
souvent	sovent	ADVgen	TEMPS=pst|DEGRE=-	souvent
ne	ne2	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
poist	peser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	poist
pas	pas	ADVneg	MORPH=empty	pas
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
oonku	onque	ADVgen	GENRE=f	oonku
cortoise	cortois	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	cortoise
oonku	onque	ADVgen	GENRE=m	oonku
sage	sage	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	sage
que	que2	CONsub	NOMB.=s	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
dout	doloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dout
forment	forment2	ADVgen	DEGRE=-	forment
de	de	PRE	MORPH=empty	de
male	mal1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	male
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r	gent
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
deuinent	devenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	deuinent
avront	avoir	VERcjg	MODE=ind|TEMPS=fut|NOMB.=p	avront
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
maint	maint	DETind	NOMB.=p|GENRE=m|CAS=n	maint
damage	damage	NOMcom	NOMB.=s|GENRE=m|CAS=r	damage
oonku	onque	ADVgen	GENRE=m	oonku
d	de	PRE	MORPH=empty	d
ameralllors	amenarcor	NOMpro	NOMB.=p|GENRE=m|CAS=r	ameralllors
samblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	samblant
sachies	savoir	VERcjg	MODE=sub|PERS.=2|NOMB.=p|GENRE=f	sachies
que	que4	CONsub	MORPH=empty	que
c	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	c
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
sanz	sans	PRE	MORPH=empty	sanz
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
oonku	onque	ADVgen	GENRE=m	oonku
sanz	sans	PRE	MORPH=empty	sanz
talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r	talant
s	se	PROper	PERS.=3|CAS=r	s
en	en2	PROadv	MORPH=empty	en
soiez	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p	soiez
saigeminur	saignier	NOMpro	NOMB.=s|GENRE=m|CAS=n	saigeminur
s	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
devoit	devoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	devoit
peser	peser	VERinf	MORPH=empty	peser
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
lairoie	laissier	VERcjg	MODE=con|PERS.=1|NOMB.=s	lairoie
aincois	ainçois	ADVgen	DEGRE=-	aincois
ester	ester	VERinf	MORPH=empty	ester
sanz	sans	PRE	MORPH=empty	sanz
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
ne	ne2	CONcoo	MORPH=empty	ne
