token	lemma	POS	morph	treated
Tant	tant	ADVgen	DEGRE=-	Tant
aim	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	aim
et	et	CONcoo	MORPH=empty	et
vueill	voloir	ADJqua	NOMB.=s	vueill
et	et	CONcoo	MORPH=empty	et
desir	desirrer	NOMcom	MORPH=empty	desir
que	que4	CONsub	MORPH=empty	que
ne	ne1	ADVneg	MORPH=empty	ne
puis	pöoir	ADVgen	MODE=ind|PERS.=1	puis
ailleurs	aillors	ADVgen	DEGRE=-	ailleurs
sersi	servise	VERppe	NOMB.=s|CAS=r	sersi
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
amours	amor	NOMcom	NOMB.=p|GENRE=f|CAS=n	amours
languir	langir	VERinf	MORPH=empty	languir
outre	outre1	PRE	MORPH=empty	outre
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
chanter	chanter	VERinf	MORPH=empty	chanter
tant	tant	ADVgen	DEGRE=-	tant
la	il	PROper	NOMB.=s|GENRE=f|CAS=r	la
amee	amer1	VERppe	NOMB.=s|GENRE=f|CAS=r	amee
et	et	CONcoo	MORPH=empty	et
servie	servir	VERppe	NOMB.=s|GENRE=f|CAS=r	servie
que	que4	CONsub	MORPH=empty	que
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=n	mort
aid	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aid
servie	servir	VERppe	NOMB.=s|GENRE=f|CAS=r	servie
sa	son4	DETpos	PERS.=3|NOMB.=s|CAS=r	sa
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
convient	covenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	convient
faillir	falir	VERinf	MORPH=empty	faillir
Mout	mout	ADVgen	DEGRE=-	Mout
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
delit	delit2	VERcjg	MODE=ind|PERS.=1|NOMB.=s	delit
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
servir	servir	VERinf	NOMB.=s|GENRE=m|CAS=r	servir
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amor
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
grever	grever	VERinf	MORPH=empty	grever
si	se	ADVgen	DEGRE=-	si
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
repentir	repentir	VERinf	MORPH=empty	repentir
ne	ne2	CONcoo	MORPH=empty	ne
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	PROrel	NOMB.=s|GENRE=n|CAS=r	que
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
oublier	oblïer	NOMcom	NOMB.=s	oublier
et	et	CONcoo	MORPH=empty	et
se	se	CONsub	MORPH=empty	se
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
bele	bel1	NOMcom	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
m	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i	m
oublie	oblïer	VERcjg	MODE=ind|PERS.=3|NOMB.=s	oublie
donc	donc	ADVgen	DEGRE=-	donc
sui	estre1	VERcjg	MODE=ind|PERS.=1|NOMB.=s	sui
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n	amis
sanz	sans	PRE	MORPH=empty	sanz
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r	amie
si	si	ADVgen	DEGRE=-	si
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
convendra	covenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	convendra
soufrir	sofrir	VERinf	MORPH=empty	soufrir
et	et	CONcoo	MORPH=empty	et
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
voloir	voloir	NOMcom	NOMB.=s|GENRE=m|CAS=r	voloir
mercier	mercïer	VERinf	NOMB.=s	mercier
Rienz	rien	NOMpro	NOMB.=s|CAS=r	Rienz
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
aprende	aprendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aprende
a	a3	PRE	MORPH=empty	a
hair	häir	NOMcom	CAS=r	hair
ne	ne1	ADVneg	MORPH=empty	ne
porroie	pöoir	VERcjg	MODE=con|PERS.=1|NOMB.=s	porroie
en	en2	PRE	MORPH=empty	en
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
trover	trover	VERinf	MORPH=empty	trover
toutes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	toutes
biautez	biauté	NOMcom	NOMB.=p|GENRE=f|CAS=r	biautez
i	i2	PROadv	MORPH=empty	i
remir	remetre	VERinf	PERS.=1	remir
quant	cant1	CONsub	MORPH=empty	quant
l	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=n	ame
loist	loisir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	loist
reguarder	regarder	VERinf	MORPH=empty	reguarder
que	que4	CONsub	MORPH=empty	que
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=n	mort
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
samble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	samble
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
mout	mout	ADVgen	DEGRE=-	mout
i	i2	PROadv	MORPH=empty	i
faiz	faire	VERcjg	MODE=ind|PERS.=2|NOMB.=p	faiz
sage	sage	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	sage
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
s	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
deignoit	deignier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	deignoit
souvenir	sovenir	VERinf	MORPH=empty	souvenir
de	de	PRE	MORPH=empty	de
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
muir	morir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	muir
d	de	PRE	MORPH=empty	d
amer	amer1	VERinf	NOMB.=s	amer
I	i2	PROper	GENRE=m|CAS=n	I
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
veü	vëoir	VERppe	NOMB.=s|GENRE=m|CAS=r	veü
pour	por2	PRE	MORPH=empty	pour
pluz	plus	ADVgen	DEGRE=-	pluz
durer	durer	VERinf	MORPH=empty	durer
mainte	maint	DETind	NOMB.=s|GENRE=f|CAS=r	mainte
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
couvrir	covrir	VERinf	MORPH=empty	couvrir
maiz	mais1	CONcoo	GENRE=m|CAS=n|DEGRE=c	maiz
ne	ne1	ADVneg	MORPH=empty	ne
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
oublier	oblïer	VERinf	NOMB.=s	oublier
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aime
sanz	sans	PRE	MORPH=empty	sanz
faillir	falir	VERinf	MORPH=empty	faillir
se	se	CONsub	MORPH=empty	se
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
bouche	boche	NOMcom	NOMB.=s|GENRE=f|CAS=n	bouche
n	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
hardie	hardi	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	hardie
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
couleur	color	NOMcom	NOMB.=s|GENRE=f|CAS=n	couleur
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	nel
coile	coillir	VERcjg	MODE=sub|NOMB.=s|GENRE=m|CAS=r	coile
mie	mie	ADVneg	MORPH=empty	mie
tainte	teinte	VERppe	NOMB.=s|GENRE=f|CAS=n	tainte
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
convient	covenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	convient
porter	porter	VERinf	MORPH=empty	porter
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
bien	bien1	ADVgen	DEGRE=p	bien
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aime
sanz	sans	PRE	MORPH=empty	sanz
mentir	mentir	VERinf	MORPH=empty	mentir
Ainc	ainc	ADVgen	DEGRE=-	Ainc
n	ne1	ADVneg	MORPH=empty	n
oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	oï
voloir	voloir	VERinf	CAS=r	voloir
de	de	PRE	MORPH=empty	de
fausser	fausser	VERinf	MORPH=empty	fausser
ne	ne2	CONcoo	MORPH=empty	ne
corage	corage	NOMcom	NOMB.=s|GENRE=m|CAS=r	corage
de	de	PRE	MORPH=empty	de
trahir	traire	VERinf	CAS=r	trahir
si	si	ADVgen	DEGRE=-	si
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
lait	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	lait
diex	Dieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	diex
recouvrer	recovrer	VERinf	MORPH=empty	recouvrer
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
donc	donc	ADVgen	DEGRE=-	donc
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
souspir	sospir	VERcjg	MODE=ind	souspir
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
aim	amer1	VERcjg	MODE=ind|PERS.=1|NOMB.=s	aim
pluz	plus	ADVgen	DEGRE=-	pluz
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	die
comment	coment1	ADVsub	NOMB.=s	comment
qu	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
m	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i	m
escondie	escondire	VERppe	MODE=ind|PERS.=3|NOMB.=s|GENRE=f	escondie
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
ne	ne1	ADVneg	MORPH=empty	ne
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
tourner	torner	VERinf	MORPH=empty	tourner
ne	ne2	CONcoo	MORPH=empty	ne
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
