token	lemma	POS	morph	treated
Quant	cant1	CONsub	MORPH=empty	Quant
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
pluz	plus	ADVgen	PERS.=1|DEGRE=c	pluz
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
en	en1	PRE	MORPH=empty	en
paour	pëor	NOMcom	NOMB.=s|GENRE=f|CAS=r	paour
de	de	PRE	MORPH=empty	de
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
et	et	CONcoo	MORPH=empty	et
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
mieuz	mieus	ADVgen	DEGRE=c	mieuz
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
par	par	PRE	MORPH=empty	par
raison	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r	raison
estre	estre1	VERinf	MORPH=empty	estre
iriez	irier	VERppe	NOMB.=s|GENRE=m|CAS=n	iriez
Lors	lors	ADVgen	DEGRE=-	Lors
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
semont	semondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	semont
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
volentez	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=n	volentez
et	et	CONcoo	MORPH=empty	et
prie	priier	VERcjg	MODE=ind|NOMB.=s	prie
et	et	CONcoo	MORPH=empty	et
fine	fin2	ADJqua	MODE=ind|NOMB.=s|GENRE=f|DEGRE=p	fine
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amours
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
soie	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	soie
envoisiez	envoisier	VERppe	NOMB.=s|GENRE=m|CAS=n	envoisiez
s	se	CONsub	MORPH=empty	s
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
ocit	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	ocit
suens	suen	PROpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	suens
en	en2	PROadv	MORPH=empty	en
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	iert
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
pechiez	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=n	pechiez
trop	trop	ADVgen	DEGRE=-	trop
