token	lemma	POS	morph	treated
Ainc	ainc	ADVgen	DEGRE=-	Ainc
mais	mais1	ADVgen	DEGRE=-	mais
ne	ne1	ADVneg	MORPH=empty	ne
fis	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fis
chancon	chançon	NOMcom	NOMB.=s|GENRE=m|CAS=r	chancon
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
de	de	PRE	MORPH=empty	de
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
donc	donc	PROrel	DEGRE=-	donc
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
trovaisse	trover	VERcjg	MODE=sub|PERS.=1|NOMB.=s	trovaisse
si	si	ADVgen	DEGRE=-	si
esgare	esgarer	VERcjg	NOMB.=s|GENRE=m	esgare
qu	que4	CONsub	MORPH=empty	qu
a	a3	PRE	MORPH=empty	a
painnes	peine	NOMcom	NOMB.=p|GENRE=f|CAS=r	painnes
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
se	se	CONsub	MORPH=empty	se
suiu	sivre	VERcjg	NOMB.=s|CAS=n	suiu
ne	ne1	ADVneg	MORPH=empty	ne
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
mie	mie	ADVneg	MORPH=empty	mie
quar	car	CONcoo	MORPH=empty	quar
ire	ire	NOMcom	NOMB.=s|GENRE=f|CAS=n	ire
ma	mon1	ADVgen	PERS.=1|NOMB.=s|GENRE=f|DEGRE=-	ma
et	et	CONcoo	MORPH=empty	et
meschies	meschief	VERcjg	MODE=ind|PERS.=2|NOMB.=s|GENRE=f|CAS=n	meschies
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
mene	mener	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mene
et	et	CONcoo	MORPH=empty	et
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
atourne	atorner	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=f	atourne
en	en1	PRE	MORPH=empty	en
tristece	tristece	NOMcom	NOMB.=s|GENRE=f|CAS=r	tristece
en	en1	PRE	MORPH=empty	en
mesdit	mesdit	NOMcom	NOMB.=s|GENRE=m|CAS=r	mesdit
e	et	CONcoo	MORPH=empty	e
n	ne2	CONcoo	MORPH=empty	n
envie	envie	NOMcom	MODE=sub|NOMB.=s	envie
d	de	PRE	MORPH=empty	d
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r	autre
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	chose
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
aura	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	aura
mais	mais1	CONcoo	MORPH=empty	mais
par	par	PRE	MORPH=empty	par
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
ainz	ainz	ADVgen	GENRE=m|DEGRE=-	ainz
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
et	et	CONcoo	MORPH=empty	et
tout	tot	ADVgen	NOMB.=s|DEGRE=-	tout
bien	bien1	ADVgen	DEGRE=p	bien
adosse	adosser	VERcjg	PERS.=3|NOMB.=s	adosse
Ha	ha!	ADVgen	GENRE=f	Ha
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bone
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
trahie	traire	VERppe	NOMB.=s|GENRE=f|CAS=r	trahie
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
felon	felon	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	felon
fol	fol3	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	fol
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
mout	mout	ADVgen	DEGRE=-	mout
petit	petit	ADJqua	NOMB.=p|CAS=n|DEGRE=p	petit
sen	sen2	NOMcom	PERS.=3	sen
e	et	CONcoo	MORPH=empty	e
ja	ja	ADVgen	DEGRE=-	ja
