token	lemma	POS	morph	treated
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
ne	ne1	ADVneg	MORPH=empty	ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
pas	pas	ADVneg	MORPH=empty	pas
si	si	ADVgen	DEGRE=-	si
loinz	loing	ADVgen	GENRE=m|CAS=r|DEGRE=p	loinz
fuir	fuir	VERinf	NOMB.=s	fuir
que	que4	CONsub	MORPH=empty	que
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
puisse	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puisse
oublier	oblïer	VERinf	MORPH=empty	oublier
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	nel
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
deigne	deignier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	deigne
retenir	retenir	VERinf	MORPH=empty	retenir
ne	ne2	CONcoo	MORPH=empty	ne
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
quel	quel1	DETrel	NOMB.=s|GENRE=f|CAS=r	quel
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r	part
aler	aler	VERinf	MORPH=empty	aler
entre	entre	PRE	MORPH=empty	entre
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
et	et	CONcoo	MORPH=empty	et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
desir	desirrer	NOMcom	NOMB.=s|GENRE=m|CAS=r	desir
et	et	CONcoo	MORPH=empty	et
moneur	monor	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=c	moneur
sunt	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sunt
trop	trop	ADVgen	DEGRE=-	trop
amer	amer1	VERinf	MORPH=empty	amer
et	et	CONcoo	MORPH=empty	et
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
que	que4	PROrel	NOMB.=s|GENRE=n|CAS=r	que
ne	ne2	ADVneg	MORPH=empty	ne
li	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	li
pauceler	paustole	VERcjg	PERS.=1|NOMB.=s|CAS=n	pauceler
m	je	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
amour	amor	VERcjg	NOMB.=s|CAS=r	amour
si	si	ADVgen	DEGRE=-	si
ne	ne1	ADVneg	MORPH=empty	ne
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
puiz	pöoir	VERcjg	MODE=sub|PERS.=1|NOMB.=s	puiz
maiz	mais1	ADVgen	NOMB.=s|CAS=r|DEGRE=-	maiz
soufrir	sofrir	VERinf	MORPH=empty	soufrir
D	de	PRE	MORPH=empty	D
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
feïst	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	feïst
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
partir	partir	VERinf	NOMB.=s|GENRE=m|CAS=r	partir
maiz	mais1	CONcoo	GENRE=m|CAS=r	maiz
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nus
ne	ne1	ADVneg	MORPH=empty	ne
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
consirrer	consirer	VERinf	MORPH=empty	consirrer
fors	fors1	PRE	DEGRE=-	fors
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
essaucent	essaucier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	essaucent
mentir	mentir	VERinf	MORPH=empty	mentir
ne	ne2	CONcoo	MORPH=empty	ne
de	de	PRE	MORPH=empty	de
voir	voir	NOMcom	GENRE=m|CAS=r|DEGRE=-	voir
ne	ne1	ADVneg	MORPH=empty	ne
quierent	querre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	quierent
parler	parler	VERinf	MORPH=empty	parler
s	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
poent	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	poent
en	en1	PRE	MORPH=empty	en
mal	mal1	NOMcom	NOMB.=s|CAS=r	mal
tenir	tenir1	VERinf	MORPH=empty	tenir
ja	ja	ADVgen	DEGRE=-	ja
diex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	diex
ne	ne1	ADVneg	MORPH=empty	ne
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
laist	laissier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	laist
amender	amender	VERinf	MORPH=empty	amender
tant	tant	ADVgen	DEGRE=-	tant
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
d	de	PRE	MORPH=empty	d
anui	enui	NOMcom	NOMB.=s|GENRE=m|CAS=r	anui
endurer	endurer	VERinf	MORPH=empty	endurer
que	que4	CONsub	MORPH=empty	que
n	ne1	ADVneg	MORPH=empty	n
aimaiz	amer1	VERcjg	MODE=sub|PERS.=2|NOMB.=s	aimaiz
poour	pëor	NOMcom	NOMB.=s|GENRE=f|CAS=r	poour
de	de	PRE	MORPH=empty	de
morir	morir	VERinf	MORPH=empty	morir
Se	se	CONsub	MORPH=empty	Se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ja	ja	ADVgen	PERS.=1|DEGRE=-	ja
marz	marz	NOMcom	NOMB.=s|GENRE=m|CAS=r	marz
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
avoir	avoir	VERinf	MORPH=empty	avoir
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amors
qu	que4	PROrel	MORPH=empty	qu
alez	aler	VERcjg	MODE=ind|PERS.=2|NOMB.=p	alez
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
atendant	atendre	VERcjg	TEMPS=pst|NOMB.=s	atendant
quant	cant1	CONsub	MORPH=empty	quant
vers	vers2	PRE	MORPH=empty	vers
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
faiz	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	faiz
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
pooir	pöoir	NOMcom	NOMB.=s|GENRE=m|CAS=r	pooir
a	a3	PRE	MORPH=empty	a
guise	guise	NOMcom	NOMB.=s|GENRE=f|CAS=r	guise
de	de	PRE	MORPH=empty	de
loial	lëal	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	loial
amant	amer1	NOMcom	NOMB.=s|GENRE=m|CAS=r	amant
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
volez	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	volez
faire	faire	VERinf	MORPH=empty	faire
apercevoir	apercevoir	VERinf	MORPH=empty	apercevoir
que	que4	CONsub	MORPH=empty	que
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
fol	fol3	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	fol
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
aiment	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	aiment
tant	tant	ADVgen	DEGRE=-	tant
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	nostre
anemi	enemi	NOMcom	NOMB.=s|GENRE=m|CAS=r	anemi
ensint	ainsi	ADVgen	TEMPS=pst|DEGRE=-	ensint
