token	lemma	POS	morph	treated
Bien	bien1	ADVgen	DEGRE=p	Bien
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
quidai	cuidier1	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	quidai
de	de	PRE	MORPH=empty	de
chanter	chanter	VERinf	MORPH=empty	chanter
touz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	touz
jours	jor	NOMcom	NOMB.=p|CAS=r	jours
tenir	tenir1	VERinf	MORPH=empty	tenir
maiz	mais1	CONcoo	CAS=r|DEGRE=-	maiz
plus	plus	ADVgen	DEGRE=-	plus
bel	bel1	ADJqua	NOMB.=s|CAS=r|DEGRE=p	bel
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
penser	penser	VERinf	MORPH=empty	penser
ne	ne2	CONcoo	MORPH=empty	ne
regehir	rejehir	VERinf	MORPH=empty	regehir
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
corage	corage	NOMcom	NOMB.=s|GENRE=m|CAS=r	corage
et	et	CONcoo	MORPH=empty	et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
penser	penser	NOMcom	NOMB.=s|GENRE=m|CAS=r	penser
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i	dont
trop	trop	ADVgen	DEGRE=-	trop
mair	mais1	VERinf	NOMB.=s	mair
de	de	PRE	MORPH=empty	de
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
seurer	sorer1	VERinf	MORPH=empty	seurer
et	et	CONcoo	MORPH=empty	et
departir	departir	VERinf	MORPH=empty	departir
gens	gent1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	gens
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
vis	vif	ADJqua	PERS.=2|NOMB.=s|GENRE=m|CAS=n	vis
cler	cler	ADVgen	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	cler
trop	trop	ADVgen	DEGRE=-	trop
dous	deus	ADJqua	NOMB.=p|CAS=r	dous
comper	conter	VERinf	MORPH=empty	comper
mout	mout	ADVgen	DEGRE=-	mout
truis	trover	VERppe	MODE=ind|PERS.=1|NOMB.=p	truis
amer	amer1	VERinf	MORPH=empty	amer
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
souvenir	sovenir	VERinf	NOMB.=s|GENRE=m|CAS=r	souvenir
de	de	PRE	MORPH=empty	de
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
aler	aler	VERinf	MORPH=empty	aler
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
parler	parler	VERinf	MORPH=empty	parler
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
joer	jöer	NOMcom	NOMB.=s	joer
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vostre
venir	venir	VERinf	NOMB.=s	venir
or	or4	ADVgen	DEGRE=-	or
