token	lemma	POS	morph	treated
Fueille	fueille	NOMcom	NOMB.=s|GENRE=f|CAS=n	Fueille
ne	ne2	CONcoo	MORPH=empty	ne
flors	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=n	flors
ne	ne1	ADVneg	MORPH=empty	ne
vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vaut
rien	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rien
en	en1	PRE	MORPH=empty	en
chantant	chanter	VERppa	MORPH=empty	chantant
que	que4	CONsub	MORPH=empty	que
por	por2	PRE	MORPH=empty	por
defaut	defaut	NOMcom	PERS.=3|NOMB.=s|GENRE=m|CAS=r	defaut
sanz	sans	PRE	MORPH=empty	sanz
plus	plus	ADVgen	DEGRE=-	plus
de	de	PRE	MORPH=empty	de
rimoier	rimier	VERinf	MORPH=empty	rimoier
et	et	CONcoo	MORPH=empty	et
por	por2	PRE	MORPH=empty	por
faire	faire	VERinf	MORPH=empty	faire
solaz	solaz	NOMcom	NOMB.=p|GENRE=m|CAS=r	solaz
vilaine	vilain	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	vilaine
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n	gent
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
mauvez	mauvais	ADJqua	NOMB.=p|CAS=n|DEGRE=p	mauvez
moz	mot	NOMcom	NOMB.=p|GENRE=m|CAS=r	moz
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	font
souvent	sovent	ADVgen	DEGRE=-	souvent
abaierie	abeier	NOMcom	NOMB.=s|GENRE=f|CAS=n	abaierie
ne	ne2	ADVneg	MORPH=empty	ne
chant	chant2	VERcjg	MODE=ind|PERS.=3|NOMB.=p|GENRE=m	chant
pas	pas	ADVneg	MORPH=empty	pas
pour	por2	PRE	MORPH=empty	pour
aus	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	aus
