token	lemma	POS	morph	treated
A	a3	PRE	MORPH=empty	A
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r	que
desir	desirrer	VERcjg	NOMB.=s	desir
tant	tant	ADVgen	DEGRE=-	tant
d	de	PRE	MORPH=empty	d
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amors
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
a	a3	PRE	MORPH=empty	a
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	soi
tourne	torner	VERppe	MODE=ind|NOMB.=s|CAS=r	tourne
ne	ne2	ADVneg	MORPH=empty	ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	puis
leissier	laissier	VERinf	MORPH=empty	leissier
que	que4	CONsub	MORPH=empty	que
ie	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ie
ne	ne1	ADVneg	MORPH=empty	ne
chant	chant	VERcjg	MODE=ind|PERS.=3|NOMB.=s|DEGRE=p	chant
puiz	puis	ADVgen	CAS=r	puiz
que	que4	CONsub	MORPH=empty	que
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
a	a3	PRE	MORPH=empty	a
gre	gré2	NOMcom	NOMB.=s|GENRE=m	gre
en	en1	PRE	MORPH=empty	en
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	cui
i	i2	PROadv	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r	mis
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
et	et	CONcoo	MORPH=empty	et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
pense	penser	VERcjg	MODE=ind|NOMB.=s|GENRE=m|CAS=r	pense
a	a3	PRE	MORPH=empty	a
