token	lemma	POS	morph	treated
A	a3	PRE	MORPH=empty	A
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
entree	entree	NOMcom	NOMB.=s|GENRE=f|CAS=r	entree
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
saison	Soissons	NOMpro	NOMB.=s|GENRE=f|CAS=r	saison
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
vers	vers1	PRE	MORPH=empty	vers
faut	falir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	faut
et	et	CONcoo	MORPH=empty	et
lait	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	lait
legeler	legeret	NOMpro	NOMB.=s|GENRE=m|CAS=r	legeler
que	que4	CONsub	MORPH=empty	que
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
flours	flor1	NOMcom	NOMB.=s|GENRE=f|CAS=n	flours
naist	naistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	naist
lez	lez	PRE	MORPH=empty	lez
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n	le
buisson	buisson	NOMcom	NOMB.=s|GENRE=m|CAS=n	buisson
bien	bien1	ADVgen	DEGRE=p	bien
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
cueillir	coillir	VERinf	MORPH=empty	cueillir
et	et	CONcoo	MORPH=empty	et
porter	porter	VERinf	MORPH=empty	porter
u	o3	CONcoo	NOMB.=s	u
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
amez	amer1	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	amez
es	estre1	VERcjg	MODE=ind|NOMB.=p	es
sanz	sans	PRE	MORPH=empty	sanz
compaignon	compagnon	NOMcom	NOMB.=s|GENRE=m|CAS=r	compaignon
maiz	mais1	CONcoo	GENRE=m|CAS=r	maiz
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mout	mout	ADVgen	DEGRE=-	mout
mal	mal1	ADJqua	CAS=r|DEGRE=p	mal
guerredon	guerredon	NOMcom	NOMB.=s|GENRE=m|CAS=r	guerredon
u	o3	PROrel	MORPH=empty	u
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
aimme	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aimme
et	et	CONcoo	MORPH=empty	et
bien	bien1	ADVgen	DEGRE=p	bien
n	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
trouver	trover	VERinf	MORPH=empty	trouver
Pour	por2	PRE	MORPH=empty	Pour
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moi
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
di	dire	VERcjg	MODE=ind|PERS.=1|NOMB.=s	di
en	en1	PRE	MORPH=empty	en
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
chancon	chançon	NOMcom	NOMB.=s|GENRE=f|CAS=r	chancon
u	o3	PROrel	NOMB.=s|GENRE=n	u
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n	le
noir	noir	NOMcom	NOMB.=s|GENRE=m|CAS=n	noir
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
chanter	chanter	NOMcom	NOMB.=s|GENRE=m|CAS=r	chanter
que	que4	CONsub	MORPH=empty	que
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	cele
a	avoir	VERcjg	TEMPS=pst|NOMB.=s	a
mout	mout	ADVgen	DEGRE=-	mout
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
felon	felon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	felon
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
a	a3	PRE	MORPH=empty	a
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
penser	penser	VERinf	NOMB.=s	penser
et	et	CONcoo	MORPH=empty	et
bien	bien1	ADVgen	DEGRE=p	bien
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
que	que4	CONsub	MORPH=empty	que
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
en	en1	PRE	MORPH=empty	en
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
s	se	CONsub	MORPH=empty	s
or	or4	ADVgen	MORPH=empty	or
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
met	metre2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	met
a	a3	PRE	MORPH=empty	a
guarison	garison	NOMcom	NOMB.=s|GENRE=f|CAS=r	guarison
u	où	PROrel	MORPH=empty	u
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=n	nule
autre	autre	PROind	NOMB.=s|GENRE=f|CAS=n	autre
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
en	en2	PROadv	MORPH=empty	en
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
