token	normalised
et	et
i	i
oi	oi
laloe	laloe
chanter	chanter
douz	douz
chant	chant
rassouage	rassovage
las	las
ne	ne
me	me
puis	puis
conforter	conforter
qu	qu
amours	amours
ueut	veut
mon	mon
damage	damage
a	a
celi	celi
me	me
fait	fait
penser	penser
qui	qui
le	le
tient	tient
a	a
outrage	outrage
Ha	Ha
fins	fins
amis	amis
morrai	morrai
ce	ce
m	m
est	est
uis	vis
ia	ja
uooir	vooir
n	n
en	en
partira	partira
i	i
uis	vis
trop	trop
m	m
a	a
soupris	soupris
Ma	ma
mort	mort
pris	pris
en	en
esguarder	esguarder
son	son
cors	cors
et	et
son	son
uisage	visage
ne	ne
m	m
en	en
seuamesurer	sevamesurer
trop	trop
en	en
crei	crei
mon	mon
corage	corage
maiz	maiz
por	por
dieu	dieu
de	de
li	li
amer	amer
nel	nel
me	me
tieigne	tieigne
a	a
folage	folage
qu	qu
a	a
s	s
amour	amour
faire	faire
oublier	oublier
seroient	seroient
fol	fol
li	li
sage	sage
ha	ha
sima	sima
prissiẽs	prissiens
serai	serai
tous	tous
dis	dis
ia	ja
uooir	vooir
Ie	Je
neu	neu
pooir	pooir
contre	contre
amour	amour
puis	puis
qu	qu
en	en
moi	moi
se	se
fu	fu
mise	mise
quar	quar
ma	ma
ioie	joie
et	et
ma	ma
dolour	dolour
est	est
toute	toute
amadeuise	amadevise
ia	ja
sanz	sanz
li	li
n	n
aurai	aurai
nul	nul
iour	iour
ce	ce
qui	qui
pluz	pluz
me	me
iustise	justise
qui	qui
qu	qu
e	e
le	le
neigne	neigne
a	a
folour	folour
ie	ie
ferai	ferai
son	son
seruise	servise
Haiel	Haiel
me	me
quis	quis
ce	ce
donc	donc
muir	muir
pensis	pensis
i	i
auoir	avoir
De	De
cest	cest
graindre	graindre
ma	ma
paours	paours
que	que
ma	ma
dame	dame
ont	ont
assise	assise
losengier	losengier
et	et
mẽteour	menteour
et	et
genz	genz
de	de
male	male
guise	guise
maiz	maiz
pou	pou
dout	dout
losengeours	losengeours
se	se
l	l
s	s
en	en
ert	ert
entremise	entremise
tost	tost
le	le
sauroit	sauroit
mis	mis
utour	utour
et	et
moi	moi
hors	hors
de	de
iuise	juise
Ha	Ha
pour	pour
quel	quel
dis	dis
ainz	ainz
m	m
aura	aura
ocis	ocis
ia	ja
uooir	vooir
Guillot	Guillot
le	le
conte	conte
me	me
di	di
si	si
le	le
me	me
salue	salue
qu	qu
il	il
aint	aint
et	et
serue	serve
en	en
merciusa	merciusa
paine	paine
iert	iert
perdue	perdue
qu	qu
amours	amours
n	n
a	a
maiz	maiz
nul	nul
a	a
mise	mise
ses	ses
cuers	cuers
se	se
remue	remue
fors	fors
moi	moi
qu	qu
a	a
son	son
oez	oez
choisi	choisi
quant	quant
ma	ma
dame	dame
oi	oi
ueue	veüe
Ha	Ha
si	si
bien	bien
fis	fis
quant	quant
mon	mon
cuer	cuer
i	i
mis	mis
i	i
a	a
uoir	voir
Guillot	Guillot
biaus	biaus
amis	amis
di	di
li	li
siert	siert
ma	ma
ioie	joie
creue	creve
qu	qu
il	il
m	m
est	est
puis	puis
que	que
ie	je
le	le
ui	vi
tel	tel
honorsauenue	honorsavenue
qu	qu
en	en
un	un
litu	litu
m	m
endormi	endormi
ai	ai
ma	ma
dame	dame
ueue	veüe
bien	bien
mot	mot
pitiez	pitiez
en	en
oubli	oubli
qui	qui
tel	tel
dormir	dormir
remue	remue
Ha	Ha
en	en
son	son
uis	vis
choisi	choisi
un	un
dous	dous
ris	ris
iauoir	iauoir
Ha	Ha
ennemis	ennemis
a	a
en	en
son	son
paiz	paiz
Gasses	Gasses
qui	qui
est	est
fins	fins
amis	amis
et	et
iert	iert
tous	tous
dis	dis
