token	normalised
Cil	Cil
qui	qui
d	d
amour	amour
me	me
conseille	conseille
que	que
de	de
li	li
doie	doie
partir	partir
ne	ne
set	set
pas	pas
qui	qui
me	me
resueille	resueille
ne	ne
quel	quel
sunt	sunt
mi	mi
grief	grief
souspir	souspir
petit	petit
a	a
sent	sent
et	et
uoisdie	voisdie
cil	cil
qui	qui
me	me
ueut	veut
chastoier	chastoier
n	n
onques	onques
n	n
ama	ama
en	en
sa	sa
uie	vie
si	si
fait	fait
trop	trop
nice	nice
folie	folie
qui	qui
s	s
entremet	entremet
du	du
mestier	mestier
dont	dont
il	il
ne	ne
se	se
set	set
aidier	aidier
Ha	Ha
blanche	blanche
clere	clere
et	et
uermeille	vermeille
de	de
uous	vous
sunt	sunt
tout	tout
mi	mi
desir	desir
car	car
faites	faites
une	une
merueille	merveille
droiture	droiture
et	et
raison	raison
faillir	faillir
que	que
ie	je
uous	vous
tieigne	tieigne
a	a
amie	amie
drois	drois
nel	nel
porroit	porroit
otroier	otroier
se	se
uostre	vostre
granz	granz
seignourie	seignourie
plainne	plainne
de	de
bonte	bonte
guarnie	guarnie
ne	ne
mi	mi
uuelent	vuelent
conseillier	conseillier
mar	mar
uous	vous
ui	vi
et	et
ma	ma
mort	mort
quier	quier
Poures	Povres
cuers	cuers
se	se
desconseille	desconseille
et	et
lait	lait
de	de
paour	paour
morir	morir
et	et
uiguereuz	viguereuz
s	s
appareille	appareille
en	en
biau	biau
confort	confort
de	de
guerir	guerir
dame	dame
maiz	maiz
rienz	rienz
que	que
ie	je
die	die
ne	ne
me	me
me	me
uaut	vaut
quar	quar
ie	je
sourquiers	sourquiers
un	un
petit	petit
de	de
felonie	felonie
esprise	esprise
de	de
uile	vile
ne	ne
uous	vous
fait	fait
pitie	pitie
desuoier	desvoier
mar	mar
uous	vous
oi	oi
tant	tant
prisier	prisier
Qui	Qui
trop	trop
haut	haut
bee	bee
et	et
te	te
seille	seille
maint	maint
desconfort	desconfort
puet	puet
oir	oir
maiz	maiz
tres	tres
granz	granz
amours	amours
pareille	pareille
ce	ce
que	que
li	li
plaist	plaist
a	a
soufrir	soufrir
sa	sa
tres	tres
grande	grande
seignorie	seignorie
puet	puet
monter	monter
et	et
auoier	avoier
douce	douce
dame	dame
uostre	vostre
aie	aie
cele	cele
qui	qui
m	m
a	a
en	en
baillie	baillie
puet	puet
bien	bien
condiure	condivre
et	et
haucier	haucier
mon	mon
outrageus	outrageus
desirrier	desirrier
Dedenz	Dedenz
mon	mon
cuer	cuer
monte	monte
treille	treille
toute	toute
preste	preste
de	de
flourir	flourir
fine	fine
amours	amours
bone	bone
et	et
feeille	feeille
qui	qui
la	la
deigneroit	deigneroit
ioir	joir
maiz	maiz
amours	amours
qui	qui
n	n
est	est
ioie	joie
ne	ne
puet	puet
cuer	cuer
esleecier	esleecier
se	se
la	la
mors	mors
ne	ne
me	me
chastie	chastie
ma	ma
uolente	volente
a	a
m	m
anemie	anemie
ne	ne
puis	puis
mon	mon
biau	biau
tort	tort
chan	chan
leissier	leissier
ne	ne
mon	mon
outrage	outrage
changier	changier
