token	lemma	POS	morph	treated
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mes
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
conmencier	comencier	VERinf	MORPH=empty	conmencier
quant	cant1	CONsub	MORPH=empty	quant
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
deusse	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	deusse
fenir	fenir	VERinf	MORPH=empty	fenir
pour	por2	PRE	MORPH=empty	pour
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
doleur	dolor	NOMcom	NOMB.=s|GENRE=f|CAS=r	doleur
noncier	noncier1	VERinf	MORPH=empty	noncier
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r	cele
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
languir	langiure	VERinf	MORPH=empty	languir
maiz	mais1	CONcoo	CAS=r	maiz
ainc	ainc	ADVgen	DEGRE=-	ainc
ne	ne2	ADVneg	MORPH=empty	ne
so	savoir	PROper	NOMB.=s|GENRE=m	so
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
mo	movoir	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mo
n	ne1	ADVneg	MORPH=empty	n
desi	deci	ADVgen	MODE=ind|PERS.=1	desi
r	(er	PRE	GENRE=m	r
s	se	CONsub	CAS=r	s
i	i2	PROadv	NOMB.=s	i
n	ne2	ADVneg	MORPH=empty	n
e	en2	CONcoo	MORPH=empty	e
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
n	ne1	ADVneg	MORPH=empty	n
do	de+le	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	do
i	i2	PROadv	MORPH=empty	i
meruelllie	merveillier	VERppe	TEMPS=pst|PERS.=3|NOMB.=s	meruelllie
r	OUT	PRE	GENRE=m	r
		PONfbl	MORPH=empty	
s	se	ADVgen	NOMB.=s|GENRE=m	s
e	et	CONcoo	MORPH=empty	e
i	i2	PROadv	MORPH=empty	i
e	et	CONcoo	MORPH=empty	e
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
i	i2	PROadv	MORPH=empty	i
angoiss	angoissier	ADJqua	NOMB.=s|GENRE=m|CAS=n	angoiss
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
ir	ier	NOMcom	NOMB.=s|GENRE=m	ir
e	et	CONcoo	MORPH=empty	e
un	un	PROcar	NOMB.=s|GENRE=m|CAS=n	un
s	son4	CONsub	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
autre	autre	PROind	TEMPS=pst|NOMB.=s|GENRE=m|CAS=n	autre
s	se	CONsub	GENRE=m|CAS=r	s
deus	dieu	PROcar	NOMB.=s|GENRE=m	deus
t	tu	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	t
mori	morir	VERcjg	MODE=ind|NOMB.=s	mori
r	ror2	PRE	GENRE=m	r
si	si	ADVgen	DEGRE=-	si
l	il	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
fus	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	fus
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	te
l	le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
desirrie	desirrier2	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	desirrie
r	très	PRE	GENRE=m|CAS=r	r
mai	mai	NOMcom	PERS.=1|NOMB.=s|CAS=r	mai
,	,	PONfbl	MORPH=empty	,
esperanc	esperon	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	esperanc
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
desi	deci	ADVgen	MODE=ind|PERS.=1	desi
r	(r	PRE	GENRE=m	r
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
e	et	CONcoo	MORPH=empty	e
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	son
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
asse	assez	ADJqua	MODE=sub|TEMPS=pst|NOMB.=s	asse
,	,	PONfbl	MORPH=empty	,
