token	lemma	POS	morph	treated
e	et	CONcoo	MORPH=empty	e
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
quidoie	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	quidoie
partir	partir	VERinf	MORPH=empty	partir
d	de	PRE	MORPH=empty	d
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amors
maiz	mais1	CONcoo	GENRE=f|CAS=r	maiz
rienz	rien	PROind	NOMB.=s|GENRE=f|CAS=r	rienz
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vaut
n	ne2	CONcoo	MORPH=empty	n
douz	douz	DETcar	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	douz
mauz	mal1	NOMcom	NOMB.=s|CAS=n	mauz
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
souvenir	sovenir	VERinf	MORPH=empty	souvenir
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
nuit	nuit	VERcjg	TEMPS=pst|NOMB.=s|GENRE=f|CAS=r	nuit
et	et	CONcoo	MORPH=empty	et
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
i	i2	PROadv	MORPH=empty	i
faut	falir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	faut
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
jour	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jour
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
maint	maint	DETind	NOMB.=s|GENRE=m|CAS=n	maint
assaut	assaut	NOMcom	NOMB.=s|GENRE=m|CAS=n	assaut
et	et	CONcoo	MORPH=empty	et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
ne	ne1	ADVneg	MORPH=empty	ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
dormir	dormir	VERinf	MORPH=empty	dormir
ainz	ainz	ADVgen	DEGRE=-	ainz
plaig	plaindre	NOMcom	NOMB.=s|GENRE=m|CAS=r	plaig
et	et	CONcoo	MORPH=empty	et
plor	plorer	NOMcom	NOMB.=s|GENRE=m|CAS=r	plor
et	et	CONcoo	MORPH=empty	et
souspir	sospirer	VERinf	MORPH=empty	souspir
dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	dex
tant	tant	ADVgen	DEGRE=-	tant
art	ardre	VERcjg	MODE=ind|PERS.=3|NOMB.=s	art
quant	cant1	CONsub	MORPH=empty	quant
la	le	PROper	NOMB.=s|GENRE=f|CAS=n	la
remir	remire	VERinf	NOMB.=s|CAS=n	remir
		PONfbl	MORPH=empty	
maiz	mais1	CONcoo	PERS.=2|NOMB.=s|DEGRE=-	maiz
bien	bien1	ADVgen	DEGRE=p	bien
