token	lemma	POS	morph	treated
en	en1	PRE	MORPH=empty	en
icel	icel	DETdem	NOMB.=s|GENRE=m|CAS=r	icel
tanz	tant	NOMcom	NOMB.=s|GENRE=m|CAS=r	tanz
que	que4	CONsub	CAS=r	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
la	là	DETdef	NOMB.=s|GENRE=f|CAS=r	la
fredournoif	frerelor	NOMcom	NOMB.=s|GENRE=f|CAS=r	fredournoif
et	et	CONcoo	MORPH=empty	et
gresill	grisil	ADJqua	NOMB.=s|GENRE=m|CAS=r	gresill
remanoir	remanoir	VERinf	MORPH=empty	remanoir
et	et	CONcoo	MORPH=empty	et
boschage	boschage	NOMcom	NOMB.=s|GENRE=m|CAS=r	boschage
		PONfbl	MORPH=empty	
foillissent	foillir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p	foillissent
tot	tot	ADVgen	DEGRE=-	tot
encontre	encontre1	PRE	MORPH=empty	encontre
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
doucour	douçor	NOMcom	NOMB.=s|GENRE=f|CAS=r	doucour
		PONfbl	MORPH=empty	
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
tanz	tant	NOMcom	NOMB.=s|GENRE=m|CAS=r	tanz
d	de	PRE	MORPH=empty	d
este	estre1	NOMcom	NOMB.=s|GENRE=m|CAS=r	este
chantent	chanter	VERcjg	MODE=ind|PERS.=3|NOMB.=p	chantent
oisel	Oisel	NOMcom	NOMB.=p|GENRE=m|CAS=n	oisel
savuage	sauvage	ADJqua	NOMB.=s|GENRE=m|CAS=n	savuage
et	et	CONcoo	MORPH=empty	et
resbaudit	respaudir	VERppe	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	resbaudit
chante	chanter	VERcjg	NOMB.=p|GENRE=f|CAS=r	chante
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
en	en1	PRE	MORPH=empty	en
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
langage	langage	NOMcom	NOMB.=s|GENRE=m|CAS=r	langage
oa	öir	PRE	MODE=ind|PERS.=3|NOMB.=s	oa
ilas	il	ADVgen	GENRE=m|CAS=r|DEGRE=-	ilas
chaitis	chaitif	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	chaitis
et	et	CONcoo	MORPH=empty	et
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
tout	tot	ADVgen	MORPH=empty	tout
ades	adès	ADVgen	TEMPS=pst	ades
plour	plorer	NOMcom	NOMB.=s|GENRE=m|CAS=r	plour
fors	fors1	ADVgen	DEGRE=-	fors
qu	que4	CONsub	MORPH=empty	qu
en	en1	PRE	MORPH=empty	en
chantant	chanter	VERppa	MODE=ind|NOMB.=s	chantant
ramentoif	ramentevoir	VERcjg	NOMB.=s	ramentoif
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
dolour	dolor	NOMcom	NOMB.=s|GENRE=f|CAS=r	dolour
que	que4	PROrel	CAS=r	que
i	il	PROper	MORPH=empty	i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
souferte	sofrir	VERppe	NOMB.=s|CAS=r	souferte
ades	adès	ADVgen	CAS=r	ades
en	en1	PRE	MORPH=empty	en
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
corage	corage	NOMcom	NOMB.=s|GENRE=m|CAS=r	corage
morir	morir	VERinf	MORPH=empty	morir
en	en2	PRE	MORPH=empty	en
cuit	cuidier1	VERcjg	NOMB.=s|CAS=r	cuit
quar	car	CONcoo	DEGRE=-	quar
point	point	ADVneg	MORPH=empty	point
ne	ne1	ADVneg	MORPH=empty	ne
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
assoage	assoagier	NOMcom	NOMB.=s|GENRE=m|CAS=n	assoage
esfreez	esfrëer	VERppe	PERS.=2|NOMB.=p|GENRE=m|CAS=n	esfreez
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
durement	durement2	ADVgen	DEGRE=-	durement
de	de	PRE	MORPH=empty	de
paour	pëor	NOMcom	NOMB.=s|GENRE=f|CAS=r	paour
qu	que4	PROrel	NOMB.=s	qu
ades	adès	ADVgen	TEMPS=pst|CAS=r	ades
i	i2	PROadv	MORPH=empty	i
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
perte	perte	NOMcom	NOMB.=s|GENRE=f|CAS=r	perte
et	et	CONcoo	MORPH=empty	et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
damage	damage	NOMcom	NOMB.=s|GENRE=m|CAS=r	damage
mout	mout	ADVgen	DEGRE=-	mout
a	avoir	VERcjg	MODE=ind	a
este	estre1	NOMcom	NOMB.=s|GENRE=m|CAS=r	este
longement	longement2	ADVgen	DEGRE=-	longement
a	a3	PRE	MORPH=empty	a
sefour	sefors	NOMcom	NOMB.=s|GENRE=m	sefour
Ooie	Ovoir	NOMpro	NOMB.=s|CAS=r	Ooie
en	en1	PRE	MORPH=empty	en
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
a	a3	PRE	MORPH=empty	a
pou	poi	ADVgen	DEGRE=-	pou
qu	que4	CONsub	MORPH=empty	qu
e	et	CONcoo	MORPH=empty	e
i	i2	PROper	NOMB.=s	i
e	et	CONcoo	MORPH=empty	e
nenrag	enragier	NOMcom	NOMB.=s|GENRE=m|CAS=n	nenrag
e	et	CONcoo	MORPH=empty	e
s	se	CONsub	MORPH=empty	s
i	i2	PROadv	NOMB.=s|CAS=n	i
ne	ne1	CONcoo	MORPH=empty	ne
u	o3	PROadv	NOMB.=s	u
prec	priste	VERcjg	PERS.=3|NOMB.=s	prec
a	a3	PRE	TEMPS=pst	a
gran	grant	NOMpro	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gran
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
Ooine	Oine	NOMpro	NOMB.=s|GENRE=m|CAS=r	Ooine
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
mo	mon1	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mo
n	ne1	CONcoo	MORPH=empty	n
corag	coraner	NOMcom	TEMPS=pst|PERS.=1|NOMB.=s|GENRE=m|CAS=r	corag
e	et	CONcoo	MORPH=empty	e
maintenu	maintenir	NOMpro	NOMB.=s|GENRE=m|CAS=r	maintenu
e	et	CONcoo	MORPH=empty	e
a	a3	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	a
i	i2	PROadv	MORPH=empty	i
ade	avoir	VERcjg	NOMB.=s|CAS=r	ade
loia	loiier	NOMpro	MODE=ind|PERS.=3|NOMB.=s	loia
