token	normalised
mes	mes
cuers	cuers
qui	qui
me	me
fait	fait
penser	penser
ancoiz	ancoiz
mesprent	mesprent
pluz	pluz
d	d
amer	amer
et	et
si	si
me	me
dit	dit
et	et
semont	semont
et	et
a	a
onde	onde
que	que
ie	je
li	li
face	face
encor	encor
pluz	pluz
maus	maus
auoir	avoir
maiz	maiz
amours	amours
m	m
a	a
si	si
mis	mis
en	en
nonchaloir	nonchaloir
	u
que	que
ie	je
ne	ne
cuit	cuit
que	que
nus	nus
biens	biens
m	m
en	en
desponde	desponde
Ce	Ce
qu	qu
ele	ele
n	n
est	est
si	si
estraigne	estraigne
fait	fait
Boine	Boine
dame	dame
uu	vu
prie	prie
de	de
chanter	chanter
doiuent	doivent
requerre	requerre
par	par
mentir	mentir
	u
qu	qu
il	il
ne	ne
seussent	seussent
parler	parler
nesun	nesun
language	language
