token	normalised
De	de
bone	bone
amour	amour
et	et
de	de
loial	loial
amie	amie
me	me
uient	vient
souuent	souvent
pitiez	pitiez
et	et
remembrance	remembrance
si	si
que	que
ia	ja
marz	marz
a	a
nul	nul
iour	jour
de	de
ma	ma
uie	vie
n	n
oublierai	oublierai
son	son
uis	vis
ne	ne
sa	sa
samblance	samblance
porquant	porquant
s	s
amours	amours
ne	ne
me	me
ueut	veut
pluz	pluz
soufrir	soufrir
qu	qu
ele	ele
de	de
touz	touz
ne	ne
face	face
a	a
son	son
pleisir	pleisir
et	et
de	de
toutes	toutes
maiz	maiz
ne	ne
puet	puet
auenir	avenir
que	que
de	de
la	la
moie	moie
aie	aie
bone	bone
esperance	esperance
Conment	Conment
porroie	porroie
auoir	avoir
bone	bone
esperance	esperance
de	de
bone	bone
amour	amour
et	et
de	de
loial	loial
amie	amie
as	as
ieuz	ieuz
au	au
uisa	visa
la	la
douce	douce
samblance	samblance
ia	ja
n	n
auendra	avendra
a	a
nul	nul
iour	jour
de	de
ma	ma
uie	vie
amer	amer
m	m
estuet	estuet
car	car
ne	ne
m	m
en	en
puiz	puiz
tenir	tenir
cele	cele
qui	qui
ia	ja
ne	ne
uendra	vendra
a	a
pleisir	pleisir
et	et
de	de
tel	tel
mort	mort
ma	ma
iugie	jugie
a	a
morir	morir
dont	dont
ie	je
ne	ne
puiz	puiz
ueoir	veoir
ma	ma
deliurance	delivrance
Ie	Je
ne	ne
uoiz	voiz
pas	pas
querant	querant
tel	tel
deliurance	delivrance
par	par
coi	coi
amours	amours
soit	soit
de	de
moi	moi
departie	departie
ne	ne
ia	ja
nul	nul
iout	iout
n	n
en	en
quier	quier
auoir	avoir
puissance	puissance
ainz	ainz
amerai	amerai
ce	ce
qui	qui
ne	ne
m	m
aime	aime
mie	mie
car	car
cele	cele
est	est
tieux	tieux
pour	pour
cui	cui
plaig	plaig
et	et
souspir	souspir
que	que
ma	ma
doleur	doleur
ne	ne
deigneroit	deigneroit
oir	oir
saim	saim
assez	assez
mieuz	mieuz
celer	celer
mon	mon
bon	bon
tesir	tesir
que	que
dire	dire
rienz	rienz
qui	qui
li	li
tourt	tourt
a	a
greuance	grevance
Ne	Ne
uous	vous
deuroit	devroit
pas	pas
tourner	tourner
a	a
greuance	grevance
se	se
ie	ie
uous	vous
ai	ai
dame	dame
pluz	pluz
que	que
ma	ma
uie	vie
car	car
c	c
est	est
la	la
rienz	rienz
uiai	viai
greigneut	greigneut
fiance	fiance
quant	quant
par	par
moi	moi
seul	seul
uous	vous
os	os
nomer	nomer
amie	amie
et	et
pour	pour
ce	ce
faiz	faiz
maint	maint
dolereus	dolereus
souspir	souspir
quant	quant
ne	ne
uous	vous
puis	puis
ne	ne
ueoir	veoir
ne	ne
oir	oir
et	et
quant	quant
uous	vous
uoi	voi
n	n
i	i
a	a
fors	fors
du	du
taisir	taisir
car	car
si	si
sui	sui
pris	pris
que	que
ne	ne
sai	sai
que	que
ie	je
die	die
