token	normalised
T	T
Ot	Ot
autressi	autressi
com	com
lante	lante
fet	fet
uenir	venir
li	li
arrosers	arrosers
de	de
l	l
iaue	iaue
qui	qui
chiet	chiet
uis	vis
fet	fet
bone	bone
amors	amors
nestre	nestre
et	et
croistre	croistre
	u
florir	florir
li	li
ramembrers	ramembrers
par	par
costume	costume
	u
parus	parus
d	d
amors	amors
liaus	liaus
n	n
iert	iert
ia	ja
nus	nus
au	au
desus	desus
ainz	ainz
li	li
couuient	couvient
au	au
desoz	desoz
meintenir	meintenir
por	por
ce	ce
est	est
ma	ma
doucez	doucez
do	do
lor	lor
plainerre	plainerre
signͣt	signant
paor	paor
dame	dame
si	si
fazgñt	fazgnent
iugor	jugor
de	de
chanter	chanter
qnͣt	qant
de	de
cuer	cuer
pleur	pleur
Pleust	pleust
a	a
dieu	dieu
por	por
ma	ma
dolor	dolor
gart	gart
t	t
q̃l	quel
fust	fust
tysbe	tysbe
que	que
ie	je
sui	sui
piramus	piramus
mes	mes
ie	je
uoi	voi
bien	bien
ce	ce
ne	ne
puet	puet
auenir	avenir
ainz	ainz
i	i
morrai	morrai
que	que
ia	ja
n	n
en	en
aurai	aurai
plus	plus
ahi	ahi
	u
bele	bele
tãt	tant
sui	sui
por	por
uos	vos
confus	confus
que	que
d	d
un	un
quart	quart
el	el
me	me
uenistez	venistez
ferir	ferir
espris	espris
d	d
ardant	ardant
feu	feu
d	d
amors	amors
qnͣt	qant
uos	vos
ui	vi
le	le
premier	premier
ior	jor
li	li
arz	arz
ne	ne
fu	fu
pas	pas
d	d
aubor	aubor
qui	qui
si	si
traist	traist
pargnͣt	pargnart
doucor	doucor
Dame	Dame
se	se
ie	je
seruisse	servisse
dieu	dieu
autant	autant
	un
priasse	priasse
de	de
uerai	verai
cuer	cuer
entier	entier
com	com
ie	je
faz	faz
uos	vos
ie	je
sai	sai
certenement	certenement
qñ	que
paradis	paradis
n	n
eust	eüst
nus	nus
tel	tel
loier	loier
mes	mes
ie	je
ne	ne
puis	puis
ne	ne
seruir	servir
ne	ne
proier	proier
nului	nului
fors	fors
uos	vos
a	a
cui	cui
mes	mes
cuers	cuers
sentent	sentent
si	si
ne	ne
puis	puis
aperceuoir	apercevoir
que	que
ia	ja
bien	bien
en	en
doie	doie
auoir	avoir
ne	ne
ie	je
ne	ne
uos	vos
puis	puis
ueoir	veoir
fors	fors
d	d
iaux	iaux
clos	clos
	u
de	de
cuer	cuer
noir	noir
La	La
prophete	prophete
dit	dit
uoir	voir
qui	qui
pas	pas
ne	ne
mẽt	ment
que	que
en	en
la	la
fin	fin
faudront	faudront
li	li
droiturier	droiturier
	u
la	la
finz	finz
est	est
uenue	venue
uoirement	voirement
que	que
cri	cri
uiautez	viautez
uaint	vaint
merci	merci
proier	proier
ne	ne
seruises	servises
ne	ne
puet	puet
auoir	avoir
mestier	mestier
ne	ne
bone	bone
amors	amors
n	n
atendre	atendre
longuement	longuement
ainz	ainz
a	a
plusor	plusor
guiaux	guiaux
pooir	pooir
	u
bobant	bobant
que	que
douz	douz
uoloir	voloir
n	n
encontre	encontre
amor	amor
n	n
a	a
sauoir	savoir
qu	qu
atendre	atendre
sanz	sanz
espoir	espoir
Ayglesanz	Ayglesanz
uos	vos
ne	ne
puis	puis
merci	merci
trouuer	trouver
bien	bien
sai	sai
uoi	nuoi
qu	qu
a	a
tos	tos
biens	biens
ai	ai
failli	failli
se	se
uos	vos
einsi	einsi
me	me
uoles	voles
eschiuer	eschiver
que	que
uos	vos
de	de
moi	moi
n	n
aiez	aiez
quelque	quelque
merci	merci
ia	ja
naurez	navrez
mez	mez
mil	mil
si	si
loia	loia
l	l
amine	amine
nou	nou
porrez	porrez
a	a
nul	nul
ior	jor
recouurer	recouvrer
iemẽ	siemen
morrai	morrai
chains	chains
ma	ma
uie	vie
sera	sera
mes	mes
pis	pis
loĩg	loing
de	de
uostre	vostre
biau	biau
cler	cler
uis	vis
ou	ou
naist	naist
la	la
rose	rosee
li	li
lis	lis
Aygle	Aygle
i	i
ai	ai
toz	toz
iors	jors
a	a
pris	pris
a	a
estre	estre
loiaux	loiaux
amis	amis
si	si
me	me
uaudroit	vaudroit
mieux	mieux
.	.
i	i
.	.
ris	ris
.	.
de	de
uos	vos
qu	qu
autre	autre
paradis	paradis
