token	normalised
Fueille	fueille
ne	ne
flors	flors
ne	ne
uaut	vaut
rien	rien
en	en
chantant	chantant
que	que
por	por
defaut	defaut
sanz	sanz
plus	plus
de	de
rimoier	rrmoier
<UNK>	oonku
por	por
faire	faire
solaz	solaz
uilaine	vilaine
gent	gent
qui	qui
mauuez	mauvez
moz	moz
font	font
souuent	souvent
abaierie	abaeerie
ne	ne
chant	chant
pas	pas
pour	pour
aus	aus
esbanoier	esbanoier
mes	mes
por	por
mon	mon
cuer	cuer
fere	fere
un	un
poi	poi
plus	plus
ioiant	joiant
c	c
uns	uns
malades	malades
en	en
garist	garist
bien	bien
souuent	souvent
par	par
un	un
confort	confort
quͣt	quaat
Qui	qui
uoit	voit
uenir	venir
son	son
anemi	anemi
corant	corant
il	il
ne	ne
puet	puet
mengier	mengier
por	por
traire	traire
a	a
luignͣs	luignas
saietez	saietez
d	d
acier	acier
il	il
se	se
deuroit	devroit
trestorñ	trestornn
en	en
fuiant	fuiant
<UNK>	oonku
garantir	garantir
si	si
pooit	pooit
de	de
lacier	lacier
mes	mes
qnͣt	quaat
amors	amors
uient	vient
plus	plus
a	a
moi	moi
lancier	lancier
<UNK>	oonku
mainz	mainz
li	li
fui	fui
cest	cest
merueille	merveille
trop	trop
gnͣt	gnaat
qñ	que
ci	ci
recoit	recoit
son	son
cop	cop
ueant	veant
la	la
gent	gent
com	com
segiere	segiere
toz	toz
seuz	seuz
en	en
un	un
uergier	vergier
Ie	Ee
sai	sai
de	de
uoir	voir
que	que
ma	ma
dame	dame
aiment	aiment
cent	cent
<UNK>pl᷒	oonkapls
assez	assez
c	c
est	est
por	por
moi	moi
corrocier	corrocier
mes	mes
ie	je
lam	lam
plus	plus
q̃	que
nus	nus
tres	tres
duremẽt	durement
si	si
me	me
doint	doint
dex	dex
son	son
biau	biau
cors	cors
embracier	embracier
ce	ce
est	est
la	la
rien	rien
que	que
plus	plus
auroie	avroie
chier	chier
<UNK>	oonku
se	se
i	i
en	en
sui	sui
par	par
iurs	jurs
a	a
escient	escient
ou	ou
me	me
deuroit	devroit
trainer	trainer
tot	tot
auant	avant
<UNK>	oonku
puis	puis
pandre	pandre
plus	plus
haut	haut
q̃	que
nul	nul
clochier	clochier
Se	se
ie	je
li	li
di	di
dame	dame
ie	je
uos	vos
aim	aim
tant	tant
ele	ele
diraie	diraie
la	la
uueil	vueil
engignier	engrgnier
ne	ne
ie	je
ne	ne
pas	pas
ne	ne
sen	sen
ne	ne
hardement	hardement
q̃	que
contre	contre
li	li
me	me
puisse	puisse
destraignier	destraignier
cuers	cuers
me	me
faudrot	faudrot
qui	qui
me	me
deuroit	devroit
aidier	aidier
ne	ne
parole	parole
d	d
autrui	autrui
n	n
i	i
uaut	vaut
neent	neent
que	que
ferai	ferai
ie	je
ꝯseilliez	conseilliez
m	m
en	en
amant	amant
li	li
quiex	quiex
uaut	vaut
miex	miex
ou	ou
atendre	atendre
ou	ou
laissier	laissier
Ie	Ee
ne	ne
di	di
pas	pas
que	que
nu	nu
saint	saint
folement	folement
que	que
li	li
pl᷒faus	plufaus
en	en
fait	fait
plus	plus
aproisier	aproisier
mesgnͣseurs	mesgnrseurs
ia	ja
mestier	mestier
souuent	souvent
plus	plus
que	que
n	n
a	a
sens	sens
ne	ne
raison	raison
ne	ne
plaidier	plaedier
de	de
bien	bien
am̃	aon
ne	ne
puet	puet
nus	nus
enseignier	enseignier
fors	fors
que	que
li	li
cuers	cuers
qui	qui
done	done
le	le
talent	talent
qui	qui
plus	plus
aime	aime
de	de
fin	fin
cuer	cuer
loiaumẽt	loiaument
cil	cil
en	en
set	set
plus	plus
mes	mes
maĩs	maines
s	s
en	en
puet	puet
aidier	aidier
Dame	dame
merci	merci
uueilliez	vueilliez
cuidier	cuidier
itant	itant
que	que
ie	je
uos	vos
aim	aim
riens	riens
plus	plus
ne	ne
uos	vos
demant	demant
uez	vez
la	la
forfet	forfet
dont	dont
ie	je
uos	vos
uueil	vueil
proier	proier
