token	normalised
Pensis	Pensis
d	d
amours	amours
uueill	vueill
retraire	retraire
conment	conment
li	li
miẽs	miens
cuers	cuers
me	me
maire	maire
qu	qu
a	a
son	son
plesir	plesir
m	m
estuet	estuet
faire	faire
ce	ce
dont	dont
i	i
ai	ai
anui	anui
et	et
paine	paine
trop	trop
me	me
fait	fait
ma	ma
doleur	doleur
plaire	plaire
s	s
entieig	entieig
amour	amour
a	a
uilainne	vilainne
qui	qui
m	m
ocit	ocit
en	en
son	son
seruise	servise
qui	qui
touz	touz
sui	sui
a	a
sa	sa
deuise	devise
Ma	Ma
doleur	doleur
me	me
conuient	convient
plaire	plaire
et	et
seruir	servir
amour	amour
prochainne	prochainne
qui	qui
tous	tous
mes	mes
pensers	pensers
repaire	repaire
a	a
estre	estre
li	li
suens	suens
demainne	demainne
se	se
cele	cele
m	m
est	est
debonaire	debonaire
qui	qui
de	de
tous	tous
bons	bons
sens	sens
est	est
plainne	plainne
tel	tel
ioie	joie
auroie	auroie
conquise	conquise
qui	qui
ia	ja
n	n
iert	iert
par	par
moi	moi
requise	requise
Amours	Amours
dechiet	dechiet
et	et
empire	empire
par	par
fausse	fausse
gent	gent
nouueliere	nouveliere
pour	pour
ce	ce
entrai	entrai
grief	grief
martire	martire
.	.
que	que
suens	suens
sui	sui
a	a
ma	ma
maniere	maniere
l	l
en	en
ne	ne
puet	puet
pas	pas
si	si
bien	bien
dire	dire
si	si
grant	grant
doleur	doleur
en	en
proiere	proiere
ꝯ	com
els	els
est	est
en	en
mon	mon
cuer	cuer
mise	mise
de	de
li	li
amer	amer
sanz	sanz
faintise	faintise
Ma	ma
uolentez	volentez
trait	trait
et	et
tire	tire
lauon	lavon
la	la
tient	tient
mainz	mainz
chiere	chiere
maiz	maiz
ne	ne
me	me
doi	doi
escondire	escondire
de	de
rienz	rienz
qu	qu
amours	amours
me	me
requiere	requiere
ie	ie
cuit	cuit
que	que
me	me
ueut	veut
ocirre	ocirre
d	d
esperance	esperance
mencongiere	mencongiere
maiz	maiz
a	a
seruir	servir
lai	lai
emprises	emprises
el	el
ferai	ferai
dusqu	dusqu
al	al
iuise	juise
De	de
li	li
ne	ne
partirai	partirai
mie	mie
pour	pour
doleur	doleur
ne	ne
pour	pour
pesance	pesance
et	et
cil	cil
qui	qui
pluz	pluz
m	m
en	en
tarie	tarie
ne	ne
ueut	veut
pas	pas
ma	ma
deliurance	delivrance
qu	qu
amours	amours
a	a
grant	grant
seignorie	seignorie
seul	seul
damẽbrer	damembrer
sa	sa
samblance	samblance
pour	pour
ce	ce
sui	sui
en	en
son	son
seruise	servise
i	i
amena	amena
ioie	joie
pramise	pramise
Du	du
tout	tout
sui	sui
en	en
sa	sa
baillie	baillie
mal	mal
feras	feras
el	el
ne	ne
m	m
auance	avance
ne	ne
ia	ja
pour	pour
rienz	rienz
que	que
nus	nus
dien	dien
aurai	aurai
ailleins	ailleins
ma	ma
fiance	fiance
ainz	ainz
morrai	morrai
se	se
ne	ne
m	m
aie	aie
en	en
ceste	ceste
longe	longe
atendance	atendance
serur	serur
la	la
uueilla	vueilla
sa	sa
guise	guise
tant	tant
que	que
amours	amours
l	l
ait	ait
esprise	esprise
Odiu	Odiu
lonc	lonc
tanz	tanz
l	l
a	a
assise	assise
Gassos	Gassos
qui	qui
tant	tant
l	l
eime	eime
et	et
prise	prise
