token	normalised
A	A
L	L
entrant	entrant
d	d
este	este
que	que
li	li
tans	tans
conmence	conmence
que	que
i	i
oi	oi
seur	seur
la	la
flour	flour
les	les
oisiauz	oisiauz
tentir	tentir
sui	sui
soupris	soupris
d	d
amoursumes	amoursumes
cuers	cuers
balance	balance
diex	diex
m	m
en	en
doint	doint
auoir	avoir
ioie	joie
a	a
mon	mon
plaisir	plaisir
u	u
autrement	autrement
cuit	cuit
morir	morir
sanz	sanz
faillance	faillance
car	car
ie	je
n	n
ai	ai
el	el
mont	mont
autre	autre
soustenance	soustenance
qu	qu
amours	amours
et	et
la	la
rienz	rienz
que	que
ie	ie
pluz	pluz
desir	desir
N	N
est	est
pas	pas
drois	drois
d	d
amours	amours
que	que
les	les
biens	biens
ensen	ensen
ce	ce
cil	cil
qui	qui
nul	nul
des	des
mauz	mauz
n	n
en	en
ueut	veut
soustenir	soustenir
chargiez	chargiez
les	les
mes	mes
a	a
en	en
ma	ma
penitance	penitance
la	la
bele	bele
qui	qui
bien	bien
les	les
me	me
puet	puet
merir	merir
touz	touz
les	les
mauz	mauz
d	d
un	un
an	an
par	par
une	une
samblance	samblance
m	m
assouageroit	assouageroit
mout	mout
a	a
grant	grant
puissance	puissance
cele	cele
qui	qui
me	me
fait	fait
parler	parler
et	et
taisir	taisir
un	un
autre	autre
home	home
en	en
fust	fust
pieca	pieca
la	la
mort	mort
prise	prise
s	s
i	i
l	l
amast	amast
einsint	einsint
ꝯ	com
i	i
ai	ai
fait	fait
touz	touz
iours	jours
quar	quar
onques	onques
n	n
en	en
peu	peu
par	par
mon	mon
bel	bel
seruise	servise
auoir	avoir
biau	biau
samblant	samblant
si	si
ꝯ	com
i	i
ai	ai
d	d
aillours	aillours
ia	ja
en	en
bel	bel
seruir	servir
n	n
aurai	aurai
maiz	maiz
fiance	fiance
se	se
ie	je
l	l
amour	amour
pertu	pertu
iai	iai
m	m
atendance	atendance
as	as
seure	seure
ma	ma
de	de
morir	morir
la	la
flours	flours
Ha	Ha
laz	laz
ie	ie
l	l
aim	aim
tant	tant
de	de
cuer	cuer
sanz	sanz
faintise	faintise
aura	aura
ia	ja
de	de
moi	moi
merci	merci
fine	fine
amours	amours
mout	mout
par	par
ai	ai
ma	ma
paĩne	painne
en	en
bel	bel
lieu	lieu
assise	assise
maiz	maiz
trop	trop
mi	mi
demeure	demeure
ioies	joies
et	et
secours	secours
ainc	ainc
maiz	maiz
nus	nus
amans	amans
en	en
tel	tel
desperance	desperance
n	n
atendi	atendi
d	d
amours	amours
la	la
recounoissance	recounoissance
ꝯ	com
a	a
fait	fait
cist	cist
las	las
a	a
si	si
grans	grans
dolours	dolours
Mon	Mon
cuer	cuer
doi	doi
hair	hair
sil	sil
longues	longues
la	la
prie	prie
cuidiez	cuidiez
uous	vous
li	li
maus	maus
d	d
amer	amer
ne	ne
m	m
ennuit	ennuit
nenil	nenil
par	par
ma	ma
foi	foi
i	i
ai	ai
dit	dit
grant	grant
folie	folie
ia	ja
n	n
en	en
quier	quier
auoir	avoir
nul	nul
autre	autre
deduit	deduit
tant	tant
ꝯ	com
li	li
plaira	plaira
serai	serai
rois	rois
de	de
france	france
quar	quar
en	en
tout	tout
le	le
mont	mont
le	le
mont	mont
n	n
a	a
de	de
sa	sa
uaillance	vaillance
dame	dame
ne	ne
pucele	pucele
maiz	maiz
que	que
trop	trop
me	me
fuit	fuit
Ie	Ie
chant	chant
et	et
respont	respont
de	de
ma	ma
douce	douce
amie	amie
et	et
a	a
li	li
penser	penser
me	me
confort	confort
la	la
nuit	nuit
diex	diex
uerrai	verrai
ie	je
ia	ja
le	le
iour	jour
quele	quele
die	die
amis	amis
ie	je
uous	vous
aim	aim
naie	naie
uoir	voir
ie	je
cuit	cuit
amours	amours
me	me
soustient	soustient
ou	ou
i	i
ai	ai
ma	ma
fiance	fiance
et	et
ce	ce
que	que
ie	je
sai	sai
qu	qu
ele	ele
est	est
bele	bele
et	et
blanche	blanche
ne	ne
m	m
en	en
partirai	partirai
sor	sor
m	m
auoit	avoit
destruit	destruit
Nus	Nus
ne	ne
doit	doit
amours	amours
seruit	servit
en	en
doutance	doutance
quar	quar
achase	achase
un	un
rent	rent
selonc	selonc
sa	sa
uaillance	vaillance
blondela	blondela
de	de
mort	mort
a	a
uie	vie
aconduit	aconduit
