token	normalised
Dame	Dame
merci	merci
se	se
i	i
aim	aim
trop	trop
hautement	hautement
ne	ne
me	me
uueilliez	vueilliez
pour	pour
ma	ma
folour	folour
greuer	grever
merci	merci
uous	vous
proi	proi
issi	issi
faitierement	faitierement
qu	qu
il	il
ne	ne
uous	vous
poist	poist
se	se
ie	je
uous	vous
uueill	vueill
amer	amer
qual	qual
souuenir	souvenir
me	me
puis	puis
tant	tant
deliter	deliter
en	en
uo	vo
gent	gent
cors	cors
u	u
il	il
n	n
a	a
qu	qu
amender	amender
quar	quar
dieux	dieux
le	le
fist	fist
seur	seur
tous	tous
autres	autres
pluz	pluz
gent	gent
Ahi	Ahi
amours	amours
ꝯ	com
sauez	savez
sagement	sagement
ceus	ceus
que	que
uolez	volez
a	a
uostre	vostre
part	part
tourner	tourner
que	que
auant	avant
faites	faites
a	a
lor	lor
oez	oez
un	un
present	present
qu	qu
il	il
ne	ne
puissent	puissent
a	a
lor	lor
cuers	cuers
trestourner	trestourner
einsi	einsi
me	me
fait	fait
amours	amours
embri	embri
counter	counter
que	que
pour	pour
ma	ma
mort	mort
me	me
fait	fait
a	a
despenser	despenser
	u
la	la
u	u
ualours	valours
et	et
raisons	raisons
me	me
desfent	desfent
Raisons	Raisons
me	me
dit	dit
etraisons	etraisons
me	me
consent	consent
	u
douce	douce
dame	dame
que	que
ie	je
uous	vous
doie	doie
am̃	amier
marz	marz
uo	vo
biautez	biautez
qui	qui
matise	matise
et	et
esprent	esprent
	un
est	est
la	la
raisons	raisons
qui	qui
bien	bien
me	me
puet	puet
greuer	grever
quar	quar
n	n
est	est
pas	pas
drois	drois
que	que
doiez	doiez
aualer	avaler
uostre	vostre
haut	haut
pris	pris
pour	pour
moi	moi
tant	tant
aleuer	alever
	u
se	se
par	par
pitie	pitie
raisons	raisons
ne	ne
le	le
consent	consent
Seurais	Seurais
amis	amis
puet	puet
nul	nul
recouuremẽt	recouvrement
en	en
gentil	gentil
cuer	cuer
ne	ne
en	en
loial	loial
trouer	trover
dont	dont
ne	ne
doit	doit
pas	pas
amours	amours
son	son
iugement	jugement
desloiaument	desloiaument
encontre	encontre
moi	moi
fausser	fausser
qu	qu
ele	ele
doit	doit
bien	bien
par	par
tout	tout
droit	droit
deliurer	delivrer
ce	ce
qu	qu
ele	ele
ueut	veut
pour	pour
li	li
embricouner	embricouner
quant	quant
mis	mis
i	i
sunt	sunt
par	par
son	son
esforcement	esforcement
Certes	Certes
dame	dame
se	se
ia	ja
un	un
trop	trop
folement	folement
	u
mis	mis
ne	ne
m	m
en	en
doit	doit
les	les
colpes	colpes
demander	demander
qu	qu
amoirs	amoirs
fait	fait
si	si
de	de
moi	moi
a	a
son	son
talent	talent
que	que
ne	ne
me	me
puis	puis
de	de
rienz	rienz
amesurer	amesurer
quar	quar
li	li
delit	delit
de	de
ioie	joie
desirrer	desirrer
me	me
done	done
ades	ades
et	et
si	si
me	me
fait	fait
penser	penser
	u
tant	tant
que	que
ie	je
sui	sui
hors	hors
de	de
mon	mon
escient	escient
