token	normalised
I	I
aim	aim
par	par
coustume	coustume
et	et
parus	parus
la	la
uie	vie
ne	ne
puis	puis
ataindre	ataindre
et	et
chant	chant
ꝯ	com
amis	amis
et	et
drus	drus
qui	qui
d	d
amours	amours
ne	ne
s	s
ose	ose
plaindre	plaindre
sẽ	sen
ai	ai
mout	mout
de	de
mauzeus	mauzeus
maiz	maiz
ne	ne
m	m
en	en
doi	doi
mie	mie
faindre	faindre
pour	pour
si	si
dous	dous
fais	fais
metre	metre
ius	jus
ia	ja
diex	diex
ne	ne
m	m
i	i
lait	lait
enfraindre	enfraindre
un	un
seul	seul
iour	jour
de	de
bien	bien
amer	amer
N	N
est	est
pas	pas
drois	drois
que	que
ie	ie
refus	refus
la	la
doleur	doleur
qui	qui
me	me
fait	fait
taindre	taindre
ma	ma
dame	dame
est	est
douce	douce
iaue	iaue
et	et
fus	fus
pour	pour
moi	moi
esprendre	esprendre
et	et
estaindre	estaindre
maiz	maiz
ce	ce
ne	ne
fist	fist
onques	onques
nus	nus
premiers	premiers
dorer	dorer
et	et
puis	puis
paindre	paindre
a	a
premiers	premiers
fui	fui
bien	bien
uenus	venus
pour	pour
tant	tant
est	est
ma	ma
doleurs	doleurs
graindre	graindre
que	que
truis	truis
apres	apres
dous	dous
amer	amer
Lire	Lire
par	par
coi	coi
m	m
est	est
faluz	faluz
douz	douz
samblant	samblant
n	n
a	a
pas	pas
faussee	faussee
ma	ma
uolente	volente
ainz	ainz
aim	aim
plus	plus
ma	ma
dame	dame
uers	vers
moi	moi
ire	ire
e	e
se	se
amours	amours
n	n
i	i
fait	fait
uertuz	vertuz
qui	qui
seur	seur
moi	moi
s	s
est	est
esprouuee	esprovvee
ia	ja
son	son
pris	pris
ne	ne
n	n
iert	iert
creuz	creuz
ainz	ainz
li	li
sera	sera
reprouuee	reprouvee
ma	ma
loiautez	loiautez
sanz	sanz
fausfer	fausfer
Ma	Ma
dame	dame
a	a
cui	cui
sui	sui
renduz	renduz
a	a
ma	ma
ioie	joie
emprisonee	emprisonee
et	et
le	le
douz	douz
samblãt	samblant
repus	repus
dont	dont
ele	ele
ma	ma
mort	mort
donnees	donnees
e	e
d	d
amer	amer
sui	sui
mescreuz	mescreuz
qu	qu
ai	ai
ie	je
dit	dit
fole	fole
pensee	pensee
se	se
i	i
estoie	estoie
rois	rois
u	u
dux	dux
si	si
fust	fust
de	de
moi	moi
tant	tant
amee	amee
li	li
deuroit	devroit
ele	ele
penser	penser
Tant	Tant
est	est
de	de
moi	moi
au	au
desus	desus
que	que
ie	je
criem	criem
qu	qu
el	el
ne	ne
m	m
ocie	ocie
se	se
ne	ne
sui	sui
ramenteuz	ramenteuz
d	d
amours	amours
qui	qui
parage	parage
oublie	oublie
bien	bien
muert	muert
li	li
samblanz	samblanz
rẽduz	renduz
et	et
la	la
douce	douce
compaignie	compaignie
dont	dont
criemestre	criemestre
deceuz	deceuz
maiz	maiz
esperance	esperance
m	m
afie	afie
tout	tout
ades	ades
de	de
recouurer	recouvrer
Chascun	Chascun
iour	jour
sui	sui
as	as
saluz	saluz
d	d
amor	amor
qui	qui
m	m
a	a
en	en
baillie	baillie
soie	soie
merci	merci
desfenduz	desfenduz
uers	vers
li	li
ne	ne
me	me
sui	sui
ie	je
mie	mie
bien	bien
en	en
doi	doi
estre	estre
creuz	creuz
quar	quar
ie	je
laĩ	lain
sanz	sanz
trecherie	trecherie
si	si
soie	soie
ie	je
chier	chier
tenus	tenus
de	de
ma	ma
dame	dame
bien	bien
seruie	servie
lonc	lonc
tanz	tanz
sanz	sanz
guerredouner	guerredouner
Et	Et
quant	quant
li	li
plaira	plaira
merie	merie
iert	iert
la	la
painne	painne
et	et
retenuz	retenuz
blondiauz	blondiauz
cui	cui
amours	amours
desfies	desfies
aim	aim
ne	ne
le	le
ueut	veut
clamer	clamer
