token	lemma	POS	morph	treated
des	des2	PRE	CAS=r	des
or	or4	ADVgen	GENRE=m|CAS=r	or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
vueillesioir	veillore	NOMcom	MODE=ind|PERS.=2	vueillesioir
en	en1	PRE	MORPH=empty	en
chantant	chanter	VERppa	NOMB.=s	chantant
		PONfbl	MORPH=empty	
en	en1	PRE	MORPH=empty	en
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r	maniere
que	que4	CONsub	MORPH=empty	que
Kamaiz	Camé	NOMpro	NOMB.=s|GENRE=m|CAS=n	Kamaiz
ne	ne1	ADVneg	MORPH=empty	ne
quier	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	quier
issir	issir	VERinf	MORPH=empty	issir
derrenz	derrenier	ADJqua	NOMB.=s|GENRE=m|CAS=r	derrenz
qumours	cus	NOMcom	NOMB.=s|GENRE=m|CAS=r	qumours
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
requiere	requerre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	requiere
que	que4	CONsub	MORPH=empty	que
si	si	ADVgen	DEGRE=-	si
bel	bel1	ADVgen	NOMB.=s|DEGRE=p	bel
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
fai	faire	VERcjg	NOMB.=s	fai
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
choisi	choisir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	choisi
r	ror2	PRE	GENRE=m	r
q	que4	CONsub	MORPH=empty	q
u	o3	CONcoo	GENRE=n	u
a	a3	PRE	MODE=ind|TEMPS=pst|NOMB.=s	a
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
u	o3	CONcoo	NOMB.=s|GENRE=n|CAS=i	u
n	ne1	ADVneg	MORPH=empty	n
n	ne1	ADVneg	MORPH=empty	n
e	en1	VERcjg	MORPH=empty	e
pui	pui	ADVgen	PERS.=1|NOMB.=s	pui
s	se	CONsub	PERS.=3|NOMB.=s|CAS=r	s
mai	mai	VERcjg	PERS.=1|NOMB.=s|CAS=r	mai
,	,	PONfbl	MORPH=empty	,
failli	falir	VERppe	NOMB.=s|GENRE=m|CAS=r	failli
r	OUT	PRE	GENRE=m	r
u	o3	CONcoo	MORPH=empty	u
be	be	NOMcom	CAS=r|DEGRE=p	be
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
viur	vivre1	ADJqua	MODE=ind|NOMB.=s|GENRE=m|CAS=n|DEGRE=p	viur
e	et	CONcoo	MORPH=empty	e
u	o3	CONcoo	MORPH=empty	u
be	be	VERcjg	NOMB.=s|CAS=r|DEGRE=p	be
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
mori	morir	VERcjg	MODE=ind|NOMB.=s|GENRE=f|CAS=r	mori
r	ror2	PRE	NOMB.=s|GENRE=m	r
		PONfbl	MORPH=empty	
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
merc	merc	VERcjg	MODE=ind|PERS.=2|NOMB.=s|GENRE=f|CAS=n	merc
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
e	et	CONcoo	MORPH=empty	e
n	ne1	CONcoo	MORPH=empty	n
proier	priier	VERinf	MODE=ind	proier
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
pui	pui	VERcjg	PERS.=1|NOMB.=s|DEGRE=-	pui
,	,	PONfbl	MORPH=empty	,
q	que4	CONsub	MORPH=empty	q
vi	vëoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s	vi
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
vien	venir	NOMcom	PERS.=2|NOMB.=s|GENRE=m	vien
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
a	a3	VERcjg	MODE=ind|TEMPS=pst|PERS.=3	a
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m|CAS=r	plaisir
a	a3	PRE	MORPH=empty	a
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
debonaire	debonaire	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	debonaire
fiere	fier	ADJqua	NOMB.=s|GENRE=f|CAS=r	fiere
quele	quel1	PROrel	NOMB.=s|GENRE=f|CAS=r	quele
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
chant	chant2	NOMcom	NOMB.=s|GENRE=m|CAS=r	chant
deigneoir	deignier	VERinf	MORPH=empty	deigneoir
toute	tot	DETind	NOMB.=s|GENRE=f|CAS=r	toute
autre	autre	ADJind	NOMB.=s|GENRE=f|CAS=r	autre
rienz	rien	NOMcom	NOMB.=s|GENRE=f|CAS=r	rienz
mete	metre2	VERcjg	MODE=ind|PERS.=3|NOMB.=s|GENRE=f	mete
arriere	ariere	ADVgen	DEGRE=-	arriere
qu	que4	CONsub	MORPH=empty	qu
einsi	ainsi	ADVgen	DEGRE=-	einsi
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
puist	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puist
biens	bien1	ADVgen	GENRE=m|DEGRE=p	biens
venir	venir	VERinf	MORPH=empty	venir
com	come1	CONsub	MORPH=empty	com
i	i2	PROper	NOMB.=s	i
e	et	CONcoo	MORPH=empty	e
pl	plus	ADVneg	NOMB.=s|DEGRE=-	pl
lai	là	VERcjg	MODE=ind|DEGRE=-	lai
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
desi	deci	ADVgen	MODE=ind|PERS.=1	desi
r	ror2	PRE	GENRE=m	r
qu	que4	CONsub	GENRE=n	qu
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
e	et	CONcoo	MORPH=empty	e
savroi	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	savroi
e	et	CONcoo	MORPH=empty	e
iehi	aidier	NOMcom	MODE=ind|PERS.=1|NOMB.=s	iehi
r	ror2	PRE	GENRE=m	r
com	come1	CONsub	MORPH=empty	com
plu	plus	ADVgen	NOMB.=s|CAS=n|DEGRE=-	plu
,	,	PONfbl	MORPH=empty	,
ipen	im	ADVgen	NOMB.=s|GENRE=m|CAS=n	ipen
s	se	PROper	PERS.=3|CAS=r	s
plu	plus	ADVgen	PERS.=3|NOMB.=s|DEGRE=-	plu
,	,	PONfbl	MORPH=empty	,
la	là	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chier	chier	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	chier
e	et	CONcoo	MORPH=empty	e
e	et	CONcoo	MORPH=empty	e
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
saucun	saucon	NOMcom	NOMB.=s|CAS=n	saucun
e	et	CONcoo	MORPH=empty	e
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r	foi
,	,	PONfbl	MORPH=empty	,
mai	mai	CONcoo	PERS.=1|NOMB.=s|CAS=r	mai
r	très	PRE	GENRE=m	r
pou	poi	ADVgen	DEGRE=-	pou
r	très	PRE	GENRE=m	r
fol	fol3	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	fol
e	et	CONcoo	MORPH=empty	e
gen	gent1	NOMcom	PERS.=1|NOMB.=s|CAS=n	gen
t	tu	PROadv	PERS.=2|NOMB.=s|GENRE=f|CAS=n	t
nouueliere	novoille	NOMcom	NOMB.=s|GENRE=f|CAS=n	nouueliere
tost	tost1	ADVgen	DEGRE=-	tost
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
conuient	conoistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	conuient
revenir	revenir	VERinf	MORPH=empty	revenir
a	a3	PRE	MORPH=empty	a
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
matere	matiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	matere
premiere	premier	ADJord	NOMB.=s|GENRE=f|CAS=r	premiere
dont	dont	PROrel	NOMB.=s|GENRE=f	dont
n	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
querroie	querre	VERcjg	MODE=con|PERS.=3|NOMB.=s	querroie
partir	partir	VERinf	MORPH=empty	partir
maiz	mais1	CONcoo	GENRE=m|CAS=r|DEGRE=-	maiz
tant	tant	ADVgen	DEGRE=-	tant
redout	redoter1	VERcjg	PERS.=3|NOMB.=s	redout
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
mentir	mentir	NOMcom	NOMB.=s|GENRE=m|CAS=r	mentir
que	que2	CONsub	NOMB.=s	que
sovent	sovent	ADVgen	DEGRE=-	sovent
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	font
fremir	fremir	VERinf	MORPH=empty	fremir
		PONfbl	MORPH=empty	
de	de	PRE	MORPH=empty	de
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	lor
maudire	maudire	VERinf	NOMB.=s|GENRE=f|CAS=r	maudire
en	en1	PRE	MORPH=empty	en
derriere	derrier(e)	ADVgen	DEGRE=-	derriere
quant	cant1	CONsub	MORPH=empty	quant
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	sa
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
biaute	biauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	biaute
remir	remetre	VERinf	CAS=r	remir
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
tant	tant	ADVgen	DEGRE=-	tant
fiere	ferir	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	fiere
et	et	CONcoo	MORPH=empty	et
entiere	entier	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	entiere
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n	le
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biau
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cors
qu	que2	PROrel	MORPH=empty	qu
a	a3	PRE	NOMB.=s	a
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
loisir	loisir2	NOMcom	NOMB.=s|GENRE=m|CAS=r	loisir
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
diex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	diex
en	en1	PRE	MORPH=empty	en
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
pleniere	plenier2	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	pleniere
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
biaux	bel1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	biaux
ieux	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r	ieux
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
pour	por2	PRE	MORPH=empty	pour
trahir	traire	VERinf	CAS=r	trahir
ne	ne1	ADVneg	MORPH=empty	ne
sevent	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sevent
clorre	clore	VERinf	NOMB.=s|CAS=r	clorre
nourrir	norrir	VERinf	MORPH=empty	nourrir
		PONfbl	MORPH=empty	
sachiez	savoir	VERcjg	MODE=imp|NOMB.=p	sachiez
que	que4	CONsub	MORPH=empty	que
d	de	PRE	MORPH=empty	d
a	a3	PRE	TEMPS=pst|NOMB.=s	a
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
i	i2	PROadv	GENRE=m|CAS=r	i
veni	venir	VERppe	MODE=ind|PERS.=3|NOMB.=s	veni
r	ror2	PRE	GENRE=m	r
		PONfbl	MORPH=empty	
es	estre1	PROper	NOMB.=s	es
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
volente	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	volente
,	,	PONfbl	MORPH=empty	,
manier	manier1	VERinf	NOMB.=s|CAS=r	manier
e	et	CONcoo	MORPH=empty	e
se	se	CONsub	MORPH=empty	se
l	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	l
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
e	et	CONcoo	MORPH=empty	e
daignoi	deignier	NOMpro	MODE=ind|PERS.=1|NOMB.=s	daignoi
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
reteni	retenir	VERcjg	MODE=ind|PERS.=1|NOMB.=s|CAS=r	reteni
r	rompre	PRE	GENRE=m	r
die	dire	VERcjg	MODE=sub|PERS.=1|NOMB.=s	die
x	dis1	PROper	MORPH=empty	x
s	se	CONsub	NOMB.=s|CAS=r	s
i	i2	PROadv	MORPH=empty	i
tre	tref2	VERcjg	MODE=ind|PERS.=3	tre
sjofan	sofaire	NOMpro	NOMB.=s|GENRE=m|CAS=r	sjofan
,	,	PONfbl	MORPH=empty	,
e	et	CONcoo	MORPH=empty	e
n	ne1	ADVneg	MORPH=empty	n
ier	ier	NOMcom	MODE=ind|NOMB.=s	ier
e	et	CONcoo	MORPH=empty	e
mai	mais1	NOMcom	PERS.=1|NOMB.=s|CAS=r	mai
,	,	PONfbl	MORPH=empty	,
c	ce1	CONsub	NOMB.=s|GENRE=n|CAS=r	c
e	et	CONcoo	MORPH=empty	e
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
fai	faire	VERppe	NOMB.=s	fai
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
esbahi	esbäir	VERppe	NOMB.=s|GENRE=m|CAS=n	esbahi
r	rompre	PRE	GENRE=m	r
qu	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
n	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
pas	pas	ADVneg	MORPH=empty	pas
coustumiere	costumier	ADJqua	NOMB.=s|GENRE=f|CAS=r	coustumiere
de	de	PRE	MORPH=empty	de
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
guerredon	guerredon	NOMcom	NOMB.=s|GENRE=m|CAS=r	guerredon
merrr	merre2	VERinf	MORPH=empty	merrr
n	ne2	ADVneg	MORPH=empty	n
autres	autre	PROind	NOMB.=p|GENRE=m|CAS=n	autres
ne	ne1	ADVneg	MORPH=empty	ne
