token	normalised
Quant	Quant
la	la
saisons	saisons
s	s
est	est
demise	demise
del	del
tanz	tanz
d	d
este	este
bel	bel
et	et
plaisant	plaisant
qu	qu
il	il
fait	fait
froit	froit
et	et
uente	vente
bise	bise
et	et
li	li
oisel	oisel
sint	sint
tuit	tuit
taisant	taisant
lors	lors
me	me
semont	semont
que	que
ie	ie
chant	chante
amours	amours
qui	qui
mesprent	mesprent
et	et
atise	atise
et	et
me	me
fait	fait
estre	estre
par	par
samblant	samblant
enuoisie	envoisie
en	en
itel	itel
guise	guise
	u
que	que
du	du
cuer	cuer
plour	plour
la	la
uie	vie
chant	chant
Par	par
grant	grant
force	force
de	de
iustise	justise
fait	fait
amours	amours
de	de
moi	moi
son	son
talant	talant
trop	trop
me	me
tient	tient
a	a
sa	sa
deuise	devise
et	et
si	si
n	n
est	est
mie	mie
auenant	avenant
	u
ce	ce
qu	qu
el	el
m	m
ocit	ocit
mes	mes
iex	iex
uoiant	voiant
	un
me	me
fait	fait
que	que
mes	mes
cuers	cuers
l	l
eime	eime
et	et
prise	prise
pluz	pluz
que	que
nule	nule
autre	autre
rienz	rienz
uiuant	vivant
sanz	sanz
orgueill	orgueill
et	et
tout	tout
saĩz	sainz
faintise	faintise
ne	ne
faiz	faiz
fors	fors
que	que
merci	merci
demant	demant
Ou	Ou
sera	sera
ele	ele
donc	donc
prise	prise
la	la
merciz	merciz
que	que
uois	vois
pourchacant	pourchacant
onques	onques
n	n
i	i
trouuai	trouvai
franchise	franchise
ne	ne
d	d
autre	autre
ne	ne
la	la
uois	vois
querant	querant
et	et
s	s
ele	ele
m	m
i	i
faut	faut
de	de
guarant	guarant
donc	donc
sai	sai
ie	ie
bien	bien
que	que
ie	ie
ai	ai
ma	ma
mort	mort
qui	qui
se	se
en	een
liet	liet
en	en
son	son
bel	bel
samblant	samblant
maiz	maiz
ce	ce
me	me
reconforte	reconforte
et	et
prise	prise
	u
que	que
se	se
ie	ie
muir	muir
c	c
est	est
por	por
uaillant	vaillant
